編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2002-11-26 13:40:12,120.93,23.29,4.2,10.5,2,台東利稻地震站西北方  15.1  公里(台東利稻地震站西北方  15.1  公里)
187   ,2002-11-22 21:27:34,121.34,23.1,4.1,19.5,2,台東成功地震站西方  3.6  公里(台東成功地震站西方  3.6  公里)
186   ,2002-11-14 23:26:03,121.86,24.47,4.2,17.0,4,宜蘭南澳地震站東偏北方  12.0  公里(宜蘭南澳地震站東偏北方  12.0  公里)
185   ,2002-11-14 09:45:10,121.85,24.66,3.5,6.9,4,宜蘭蘇澳地震站北方  6.2  公里(宜蘭蘇澳地震站北方  6.2  公里)
184   ,2002-11-10 08:07:04,121.84,24.89,5.4,110.3,3,宜蘭市地震站東北方  16.5  公里(宜蘭市地震站東北方  16.5  公里)
183   ,2002-11-09 21:46:59,121.83,24.49,3.8,13.0,4,宜蘭南澳地震站東北方  10.3  公里(宜蘭南澳地震站東北方  10.3  公里)
182   ,2002-11-09 01:15:41,121.74,24.36,3.6,8.5,4,宜蘭南澳地震站南方  7.9  公里(宜蘭南澳地震站南方  7.9  公里)
181   ,2002-11-09 00:07:09,121.52,24.05,4.0,17.2,4,花蓮秀林地震站西偏南  9.3  公里(花蓮秀林地震站西偏南  9.3  公里)
180   ,2002-11-08 11:41:42,120.62,23.31,3.8,12.0,5,嘉義大埔地震站北方  7.6  公里(嘉義大埔地震站北方  7.6  公里)
小區域有感地震,2002-11-03 09:38:44,121.73,24.22,3.7,7.4,3,花蓮秀林地震站東北方  19.4  公里(花蓮秀林地震站東北方  19.4  公里)
179   ,2002-11-03 01:13:40,121.73,24.21,4.1,5.8,4,花蓮秀林地震站東北方  19.3  公里(花蓮秀林地震站東北方  19.3  公里)
小區域有感地震,2002-11-03 00:33:16,121.74,24.21,3.8,7.5,3,花蓮秀林地震站東北方  19.8  公里(花蓮秀林地震站東北方  19.8  公里)
178   ,2002-11-02 03:13:29,121.91,24.42,4.3,20.9,3,宜蘭南澳地震站東方  16.2  公里(宜蘭南澳地震站東方  16.2  公里)
小區域有感地震,2002-11-01 16:13:29,121.88,24.51,3.5,18.5,3,宜蘭蘇澳地震站南方  11.4  公里(宜蘭蘇澳地震站南方  11.4  公里)
小區域有感地震,2002-11-01 09:05:01,121.65,23.71,3.9,30.0,2,花蓮西林地震站東偏南方  24.1  公里(花蓮西林地震站東偏南方  24.1  公里)
177   ,2002-11-01 06:31:06,122.0,24.39,4.1,8.4,4,宜蘭南澳地震站東方  26.1  公里(宜蘭南澳地震站東方  26.1  公里)
小區域有感地震,2002-11-01 05:15:52,121.35,21.98,4.8,15.0,4,台東蘭嶼地震站西偏南  22.2  公里(台東蘭嶼地震站西偏南  22.2  公里)
