編號,地震時間,經度,緯度,規模,深度,最大震度,位置
012   ,2002-02-27 02:18:27,121.54,24.14,3.7,23.8,3,花蓮秀林地震站西北方  9.5  公里(花蓮秀林地震站西北方  9.5  公里)
小區域有感地震,2002-02-26 01:28:54,121.7,24.61,3.1,66.5,1,宜蘭牛鬥地震站東偏南方  13.3  公里(宜蘭牛鬥地震站東偏南方  13.3  公里)
小區域有感地震,2002-02-25 15:48:43,120.55,23.52,2.8,11.2,1,嘉義市地震站東方  12.3  公里(嘉義市地震站東方  12.3  公里)
小區域有感地震,2002-02-25 09:15:05,122.64,23.88,3.7,5.5,1,花蓮市地震站東方  105.5  公里(花蓮市地震站東方  105.5  公里)
小區域有感地震,2002-02-20 09:41:26,122.1,24.29,3.6,12.7,1,宜蘭南澳地震站東偏南方  38.1  公里(宜蘭南澳地震站東偏南方  38.1  公里)
011   ,2002-02-19 22:52:53,120.72,23.45,4.1,6.2,2,嘉義大埔地震站北偏東方  24.6  公里(嘉義大埔地震站北偏東方  24.6  公里)
小區域有感地震,2002-02-15 15:46:23,120.8,23.1,3.6,4.1,3,高雄桃源地震站南偏東方  7.0  公里(高雄桃源地震站南偏東方  7.0  公里)
小區域有感地震,2002-02-12 13:46:07,121.65,23.75,2.7,31.4,1,花蓮西林地震站東偏南方  21.9  公里(花蓮西林地震站東偏南方  21.9  公里)
小區域有感地震,2002-02-12 13:31:30,121.64,23.74,3.3,26.5,1,花蓮西林地震站東偏南方  21.5  公里(花蓮西林地震站東偏南方  21.5  公里)
010   ,2002-02-12 12:00:36,121.67,23.75,4.8,34.2,3,花蓮西林地震站東偏南方  24.5  公里(花蓮西林地震站東偏南方  24.5  公里)
小區域有感地震,2002-02-12 11:59:31,121.65,23.75,3.8,29.8,1,花蓮西林地震站東偏南方  22.1  公里(花蓮西林地震站東偏南方  22.1  公里)
009   ,2002-02-12 11:42:57,121.63,23.78,4.9,36.0,3,花蓮西林地震站東方  19.8  公里(花蓮西林地震站東方  19.8  公里)
小區域有感地震,2002-02-12 11:30:00,121.58,23.78,4.0,33.0,1,花蓮西林地震站東偏南方  14.9  公里(花蓮西林地震站東偏南方  14.9  公里)
008   ,2002-02-12 11:27:25,121.72,23.74,6.2,30.0,4,花蓮市地震站南偏東方  28.3  公里(花蓮市地震站南偏東方  28.3  公里)
小區域有感地震,2002-02-08 18:41:34,122.07,24.49,4.1,16.8,3,宜蘭蘇澳地震站東偏南方  25.1  公里(宜蘭蘇澳地震站東偏南方  25.1  公里)
小區域有感地震,2002-02-02 00:23:07,122.41,24.79,5.0,94.4,2,宜蘭蘇澳地震站東偏北方  59.5  公里(宜蘭蘇澳地震站東偏北方  59.5  公里)
