編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2002-06-30 21:42:42,120.74,23.66,3.7,15.2,2,斗六市地震站東偏南方  21.2  公里(斗六市地震站東偏南方  21.2  公里)
小區域有感地震,2002-06-29 19:55:57,121.78,24.38,3.4,8.2,4,宜蘭南澳地震站南偏東方  5.9  公里(宜蘭南澳地震站南偏東方  5.9  公里)
小區域有感地震,2002-06-29 19:54:18,121.79,24.37,3.5,5.8,5,宜蘭南澳地震站東南方  7.5  公里(宜蘭南澳地震站東南方  7.5  公里)
小區域有感地震,2002-06-29 19:44:31,121.56,24.2,2.7,19.0,2,花蓮秀林地震站北偏西方  13.8  公里(花蓮秀林地震站北偏西方  13.8  公里)
小區域有感地震,2002-06-29 06:43:28,122.06,23.45,4.4,28.2,2,花蓮市地震站東南方  74.1  公里(花蓮市地震站東南方  74.1  公里)
小區域有感地震,2002-06-27 19:57:19,121.78,24.34,3.3,9.0,4,宜蘭南澳地震站南偏東方  10.0  公里(宜蘭南澳地震站南偏東方  10.0  公里)
小區域有感地震,2002-06-25 15:42:40,121.65,23.6,4.0,14.6,3,花蓮西林地震站東南方  31.5  公里(花蓮西林地震站東南方  31.5  公里)
111   ,2002-06-24 09:12:21,121.54,24.03,4.7,19.9,4,花蓮秀林地震站西南方  8.4  公里(花蓮秀林地震站西南方  8.4  公里)
小區域有感地震,2002-06-23 18:17:40,120.39,23.53,2.8,7.9,3,嘉義市地震站西北方  6.2  公里(嘉義市地震站西北方  6.2  公里)
110   ,2002-06-23 17:19:58,120.0,22.52,4.3,27.5,2,高雄市地震站西方  33.0  公里(高雄市地震站西方  33.0  公里)
小區域有感地震,2002-06-23 05:54:41,121.79,24.32,4.1,8.4,4,宜蘭南澳地震站南偏東方  13.0  公里(宜蘭南澳地震站南偏東方  13.0  公里)
109   ,2002-06-20 20:19:51,120.9,22.77,4.4,11.3,4,台東市地震站西方  26.2  公里(台東市地震站西方  26.2  公里)
小區域有感地震,2002-06-19 18:38:04,122.02,24.85,4.3,3.0,2,宜蘭市地震站東偏北方  28.6  公里(宜蘭市地震站東偏北方  28.6  公里)
小區域有感地震,2002-06-18 15:10:40,121.35,22.7,3.9,24.5,2,台東市地震站東偏南方  20.5  公里(台東市地震站東偏南方  20.5  公里)
小區域有感地震,2002-06-18 13:12:26,121.16,22.78,3.8,25.1,2,台東市地震站北偏東方  2.8  公里(台東市地震站北偏東方  2.8  公里)
108   ,2002-06-18 04:20:08,122.13,24.79,4.5,5.2,3,宜蘭蘇澳地震站東偏北方  33.7  公里(宜蘭蘇澳地震站東偏北方  33.7  公里)
小區域有感地震,2002-06-17 22:03:02,121.37,23.23,4.3,14.3,3,台東成功地震站北方  14.3  公里(台東成功地震站北方  14.3  公里)
小區域有感地震,2002-06-17 13:03:40,121.73,24.02,4.1,26.0,2,花蓮市地震站東偏北方  13.2  公里(花蓮市地震站東偏北方  13.2  公里)
107   ,2002-06-16 21:06:13,122.04,24.81,4.6,8.8,3,宜蘭蘇澳地震站東北方  28.7  公里(宜蘭蘇澳地震站東北方  28.7  公里)
106   ,2002-06-16 18:41:42,122.08,24.82,4.8,3.2,3,宜蘭蘇澳地震站東北方  32.4  公里(宜蘭蘇澳地震站東北方  32.4  公里)
105   ,2002-06-15 15:27:44,121.86,24.68,4.1,11.7,4,宜蘭蘇澳地震站北方  7.6  公里(宜蘭蘇澳地震站北方  7.6  公里)
小區域有感地震,2002-06-15 08:42:49,121.74,24.19,4.1,2.5,3,花蓮秀林地震站東北方  18.1  公里(花蓮秀林地震站東北方  18.1  公里)
104   ,2002-06-14 20:52:53,121.61,23.5,4.6,37.1,2,花蓮玉里地震站東偏北方  34.9  公里(花蓮玉里地震站東偏北方  34.9  公里)
103   ,2002-06-14 15:22:23,121.65,23.51,5.1,27.8,3,花蓮玉里地震站東偏北方  39.5  公里(花蓮玉里地震站東偏北方  39.5  公里)
102   ,2002-06-14 04:40:27,122.13,24.78,5.0,8.1,4,宜蘭蘇澳地震站東偏北方  33.3  公里(宜蘭蘇澳地震站東偏北方  33.3  公里)
101   ,2002-06-13 10:58:59,121.88,24.56,3.7,9.5,5,宜蘭蘇澳地震站南偏東方  6.0  公里(宜蘭蘇澳地震站南偏東方  6.0  公里)
小區域有感地震,2002-06-13 10:48:13,121.86,24.55,2.7,9.2,3,宜蘭蘇澳地震站南方  6.6  公里(宜蘭蘇澳地震站南方  6.6  公里)
100   ,2002-06-13 09:23:56,121.89,24.56,4.1,10.6,5,宜蘭蘇澳地震站南偏東方  6.2  公里(宜蘭蘇澳地震站南偏東方  6.2  公里)
099   ,2002-06-12 19:57:46,121.07,24.01,4.1,6.1,3,台中德基地震站南偏西方  28.3  公里(台中德基地震站南偏西方  28.3  公里)
小區域有感地震,2002-06-12 04:54:44,121.91,24.41,3.8,9.5,3,宜蘭南澳地震站東方  16.7  公里(宜蘭南澳地震站東方  16.7  公里)
小區域有感地震,2002-06-12 02:37:35,121.74,24.23,3.9,12.5,4,宜蘭南澳地震站南方  21.3  公里(宜蘭南澳地震站南方  21.3  公里)
小區域有感地震,2002-06-11 16:17:33,121.96,24.52,3.1,10.0,3,宜蘭蘇澳地震站東南方  13.7  公里(宜蘭蘇澳地震站東南方  13.7  公里)
小區域有感地震,2002-06-11 12:27:47,120.01,22.98,3.5,20.0,2,台南市地震站西方  20.4  公里(台南市地震站西方  20.4  公里)
小區域有感地震,2002-06-09 12:14:14,121.97,24.64,4.0,67.6,2,宜蘭蘇澳地震站東偏北方  11.6  公里(宜蘭蘇澳地震站東偏北方  11.6  公里)
小區域有感地震,2002-06-06 22:03:55,121.84,24.55,3.1,10.9,4,宜蘭蘇澳地震站南偏西方  6.9  公里(宜蘭蘇澳地震站南偏西方  6.9  公里)
小區域有感地震,2002-06-04 10:03:45,121.06,22.16,4.3,27.1,2,台東大武地震站東南方  26.9  公里(台東大武地震站東南方  26.9  公里)
098   ,2002-06-03 23:25:49,122.09,24.78,4.4,11.4,3,宜蘭蘇澳地震站東北方  30.4  公里(宜蘭蘇澳地震站東北方  30.4  公里)
小區域有感地震,2002-06-02 23:03:56,121.91,24.41,4.0,16.6,3,宜蘭南澳地震站東方  16.9  公里(宜蘭南澳地震站東方  16.9  公里)
097   ,2002-06-01 12:13:12,121.52,24.09,3.4,20.9,3,花蓮秀林地震站西方  9.1  公里(花蓮秀林地震站西方  9.1  公里)
小區域有感地震,2002-06-01 10:09:17,121.79,24.65,2.8,10.5,2,宜蘭蘇澳地震站西偏北方  8.4  公里(宜蘭蘇澳地震站西偏北方  8.4  公里)
