編號,地震時間,經度,緯度,規模,深度,最大震度,位置
063   ,2002-04-29 10:02:00,121.9,24.38,4.2,12.7,4,宜蘭南澳地震站東偏南方  16.2  公里(宜蘭南澳地震站東偏南方  16.2  公里)
小區域有感地震,2002-04-29 09:42:01,120.8,23.61,3.5,10.3,2,斗六市地震站東偏南方  29.7  公里(斗六市地震站東偏南方  29.7  公里)
062   ,2002-04-28 21:23:46,122.87,24.13,5.5,9.2,2,宜蘭蘇澳地震站東偏南方  115.5  公里(宜蘭蘇澳地震站東偏南方  115.5  公里)
小區域有感地震,2002-04-28 19:37:48,121.9,24.42,3.5,22.0,2,宜蘭南澳地震站東方  15.3  公里(宜蘭南澳地震站東方  15.3  公里)
小區域有感地震,2002-04-28 16:00:07,121.94,24.42,3.9,10.3,4,宜蘭南澳地震站東方  19.8  公里(宜蘭南澳地震站東方  19.8  公里)
小區域有感地震,2002-04-28 12:37:25,121.35,22.89,4.3,20.5,2,台東成功地震站南方  23.3  公里(台東成功地震站南方  23.3  公里)
小區域有感地震,2002-04-26 11:43:43,121.65,24.57,4.1,40.5,2,宜蘭牛鬥地震站東南方  11.2  公里(宜蘭牛鬥地震站東南方  11.2  公里)
061   ,2002-04-26 09:42:19,121.7,24.26,3.7,12.6,4,宜蘭南澳地震站南偏西方  19.7  公里(宜蘭南澳地震站南偏西方  19.7  公里)
060   ,2002-04-22 23:14:30,122.02,24.34,4.9,12.0,5,宜蘭南澳地震站東偏南方  29.1  公里(宜蘭南澳地震站東偏南方  29.1  公里)
059   ,2002-04-20 16:48:00,121.63,22.83,5.1,19.9,4,台東成功地震站東南方  40.1  公里(台東成功地震站東南方  40.1  公里)
058   ,2002-04-19 15:19:11,121.98,24.5,4.4,8.3,4,宜蘭蘇澳地震站東南方  17.3  公里(宜蘭蘇澳地震站東南方  17.3  公里)
小區域有感地震,2002-04-19 02:37:27,121.62,24.31,3.6,17.8,4,宜蘭南澳地震站西南方  18.0  公里(宜蘭南澳地震站西南方  18.0  公里)
小區域有感地震,2002-04-18 17:57:06,121.82,24.28,4.0,10.0,3,宜蘭南澳地震站南偏東方  18.1  公里(宜蘭南澳地震站南偏東方  18.1  公里)
057   ,2002-04-18 09:00:54,121.58,23.64,4.1,27.5,2,花蓮西林地震站東南方  23.8  公里(花蓮西林地震站東南方  23.8  公里)
056   ,2002-04-17 22:46:48,122.05,24.38,4.5,6.0,3,宜蘭南澳地震站東方  30.6  公里(宜蘭南澳地震站東方  30.6  公里)
055   ,2002-04-16 23:42:13,121.69,24.14,4.0,8.9,2,花蓮秀林地震站東北方  11.0  公里(花蓮秀林地震站東北方  11.0  公里)
