編號,地震時間,經度,緯度,規模,深度,最大震度,位置
041   ,2019-05-31 23:53:18,120.58,22.92,4.8,13.4,4,高雄市政府東北方  43.1  公里 (位於高雄市美濃區)(高雄市美濃區)
小區域有感地震,2019-05-28 22:04:37,121.58,23.81,3.4,27.5,2,花蓮縣政府南偏西方  20.0  公里 (位於花蓮縣近海)(花蓮縣近海)
040   ,2019-05-27 22:06:26,121.65,24.49,4.2,44.1,2,宜蘭縣政府南偏西方  28.7  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2019-05-27 06:28:05,121.18,24.89,2.5,8.5,2,桃園市政府西南方  16.6  公里 (位於桃園市龍潭區)(桃園市龍潭區)
小區域有感地震,2019-05-25 14:29:13,121.39,23.21,3.6,20.3,2,臺東縣政府北偏東方  56.0  公里 (位於臺東縣成功鎮)(臺東縣成功鎮)
039   ,2019-05-25 14:27:40,121.39,23.21,4.4,21.3,4,臺東縣政府北偏東方  56.1  公里 (位於臺東縣成功鎮)(臺東縣成功鎮)
038   ,2019-05-23 14:12:49,121.55,24.02,4.9,14.5,5,花蓮縣政府西偏北方  7.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2019-05-23 04:58:16,121.63,23.97,3.8,26.5,2,花蓮縣政府南偏東方  2.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2019-05-22 10:49:19,121.52,24.08,3.5,22.1,3,花蓮縣政府西北方  14.6  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
037   ,2019-05-22 09:37:24,121.64,23.96,4.8,28.8,4,花蓮縣政府東南方  4.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2019-05-21 02:48:13,121.63,24.3,3.5,23.3,4,花蓮縣政府北方  34.0  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2019-05-20 23:02:38,121.64,24.32,2.9,22.9,2,花蓮縣政府北方  36.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2019-05-19 00:38:34,122.19,24.03,4.7,22.5,1,花蓮縣政府東方  58.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2019-05-19 00:12:23,121.79,24.34,3.8,41.8,2,宜蘭縣政府南方  43.1  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2019-05-17 23:37:37,121.48,23.49,4.0,41.7,2,花蓮縣政府南偏西方  57.8  公里 (位於花蓮縣瑞穗鄉)(花蓮縣瑞穗鄉)
小區域有感地震,2019-05-17 21:36:21,120.78,22.73,3.8,36.5,2,屏東縣政府東方  30.3  公里 (位於屏東縣霧台鄉)(屏東縣霧台鄉)
小區域有感地震,2019-05-17 00:26:09,121.72,24.46,3.2,6.8,5,宜蘭縣政府南方  30.6  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2019-05-16 12:16:34,121.56,24.67,3.8,60.7,1,宜蘭縣政府西偏南方  21.5  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2019-05-15 21:35:13,121.53,24.09,3.5,20.9,3,花蓮縣政府西北方  14.4  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2019-05-15 18:16:59,121.97,23.77,4.0,25.7,1,花蓮縣政府東偏南方  43.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2019-05-15 01:57:55,120.1,22.85,3.2,16.1,1,高雄市政府西北方  33.0  公里 (位於高雄市近海)(高雄市近海)
小區域有感地震,2019-05-13 20:52:43,120.81,22.98,3.3,4.0,1,高雄市政府東北方  65.0  公里 (位於高雄市桃源區)(高雄市桃源區)
036   ,2019-05-13 16:55:21,121.9,24.75,5.2,88.0,3,宜蘭縣政府東方  14.1  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2019-05-10 21:49:30,121.92,24.5,3.9,40.4,3,宜蘭縣政府東南方  30.3  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2019-05-10 12:32:47,120.38,22.25,3.7,34.2,1,高雄市政府南方  41.6  公里 (位於臺灣西南部海域)(臺灣西南部海域)
小區域有感地震,2019-05-10 08:37:20,121.37,23.17,3.3,16.8,2,臺東縣政府北偏東方  50.6  公里 (位於臺東縣成功鎮)(臺東縣成功鎮)
小區域有感地震,2019-05-08 23:48:47,122.49,24.82,5.1,122.7,2,宜蘭縣政府東方  74.2  公里 (位於臺灣東部海域)(臺灣東部海域)
035   ,2019-05-03 05:47:43,121.91,24.83,4.3,101.1,3,宜蘭縣政府東偏北方  18.5  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2019-05-02 23:07:18,121.57,24.08,2.9,14.9,3,花蓮縣政府北偏西方  10.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
034   ,2019-05-02 18:44:43,121.93,24.49,4.9,41.0,4,宜蘭縣政府東南方  31.3  公里 (位於宜蘭縣近海)(宜蘭縣近海)
033   ,2019-05-01 11:17:58,121.43,23.79,4.2,18.5,4,花蓮縣政府西南方  29.6  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
