編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2014-09-30 00:44:18,121.28,21.56,4.6,48.8,2,臺東縣政府南方  132.9  公里 (位於臺灣南部海域)(臺灣南部海域)
小區域有感地震,2014-09-30 00:11:24,121.49,23.78,2.9,11.5,3,花蓮縣政府南偏西方  26.5  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
小區域有感地震,2014-09-29 22:29:09,121.77,24.33,2.8,5.7,2,花蓮縣政府北偏東方  40.9  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2014-09-29 19:28:45,121.61,24.01,3.0,5.8,3,花蓮縣政府北偏西方  1.8  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
120   ,2014-09-29 19:16:28,121.78,24.33,3.8,4.9,4,花蓮縣政府北偏東方  41.0  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2014-09-29 19:01:07,121.59,24.01,2.8,4.1,3,花蓮縣政府西偏北方  3.9  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
小區域有感地震,2014-09-29 14:46:54,121.77,24.34,2.0,8.8,2,花蓮縣政府北偏東方  41.6  公里 (位於宜蘭縣近海)(宜蘭縣近海)
119   ,2014-09-29 13:43:11,121.78,24.33,3.2,6.1,3,花蓮縣政府北偏東方  41.1  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2014-09-26 22:05:31,121.79,24.34,2.5,7.8,2,花蓮縣政府北偏東方  42.1  公里 (位於宜蘭縣近海)(宜蘭縣近海)
118   ,2014-09-26 19:44:34,121.5,23.9,4.4,30.7,4,花蓮縣政府西南方  15.9  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
117   ,2014-09-26 17:26:51,121.79,24.34,2.9,8.5,3,花蓮縣政府北偏東方  41.9  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2014-09-26 10:32:35,121.48,23.92,2.6,15.9,2,花蓮縣政府西偏南方  16.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2014-09-26 05:49:49,121.78,24.56,4.2,50.0,3,宜蘭縣政府南方  19.0  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
