編號,地震時間,經度,緯度,規模,深度,最大震度,位置
080   ,2014-05-31 22:21:00,121.57,24.61,3.8,72.2,2,宜蘭縣政府西偏南方  23.9  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2014-05-31 18:58:15,120.72,23.59,3.2,14.4,3,雲林縣政府東偏南方  22.8  公里 (位於雲林縣古坑鄉)(雲林縣古坑鄉)
小區域有感地震,2014-05-31 17:01:51,121.84,24.54,2.7,26.6,3,宜蘭縣政府南偏東方  22.3  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2014-05-31 12:36:20,121.14,24.67,2.8,5.0,3,新竹縣政府東南方  21.4  公里 (位於新竹縣五峰鄉)(新竹縣五峰鄉)
079   ,2014-05-31 10:51:53,121.11,24.7,4.2,9.2,5,新竹縣政府東南方  17.7  公里 (位於新竹縣橫山鄉)(新竹縣橫山鄉)
078   ,2014-05-31 05:19:07,121.28,22.88,4.4,17.8,3,臺東縣政府東北方  19.4  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2014-05-30 09:09:14,121.42,24.44,2.3,8.8,3,宜蘭縣政府西南方  47.6  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2014-05-30 08:13:03,121.45,23.79,3.0,18.2,3,花蓮縣政府西南方  28.9  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
077   ,2014-05-29 00:58:06,121.73,21.77,4.7,19.3,4,臺東縣政府南偏東方  124.4  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2014-05-28 19:20:54,121.18,23.09,3.5,7.4,3,臺東縣政府北方  36.9  公里 (位於臺東縣關山鎮)(臺東縣關山鎮)
076   ,2014-05-28 18:59:26,121.17,23.09,3.8,6.5,4,臺東縣政府北方  36.8  公里 (位於臺東縣關山鎮)(臺東縣關山鎮)
小區域有感地震,2014-05-28 17:28:14,120.63,23.61,2.7,5.9,2,雲林縣政府東南方  14.5  公里 (位於雲林縣古坑鄉)(雲林縣古坑鄉)
小區域有感地震,2014-05-28 06:06:36,120.64,23.61,2.5,6.1,2,雲林縣政府東南方  14.9  公里 (位於雲林縣古坑鄉)(雲林縣古坑鄉)
小區域有感地震,2014-05-27 12:17:08,121.43,23.75,2.9,20.4,2,花蓮縣政府西南方  33.3  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
小區域有感地震,2014-05-27 01:30:02,121.74,24.23,2.9,13.7,2,花蓮縣政府北偏東方  28.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2014-05-26 23:42:26,121.16,23.06,3.2,11.7,2,臺東縣政府北方  33.3  公里 (位於臺東縣關山鎮)(臺東縣關山鎮)
小區域有感地震,2014-05-26 22:28:18,121.42,23.75,3.4,17.1,3,花蓮縣政府西南方  34.3  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
小區域有感地震,2014-05-26 18:08:03,121.34,22.89,3.6,22.2,2,臺東縣政府東北方  24.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2014-05-25 21:35:35,121.17,23.07,3.1,9.4,2,臺東縣政府北方  34.8  公里 (位於臺東縣關山鎮)(臺東縣關山鎮)
小區域有感地震,2014-05-25 21:12:02,121.17,23.07,3.4,7.9,3,臺東縣政府北方  35.1  公里 (位於臺東縣關山鎮)(臺東縣關山鎮)
075   ,2014-05-25 20:41:13,121.16,23.06,5.0,12.7,5,臺東縣政府北方  34.2  公里 (位於臺東縣關山鎮)(臺東縣關山鎮)
小區域有感地震,2014-05-25 17:21:46,121.42,23.75,3.5,17.0,2,花蓮縣政府西南方  33.6  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
小區域有感地震,2014-05-25 13:50:48,121.76,24.23,3.2,11.0,2,花蓮縣政府北偏東方  30.4  公里 (位於花蓮縣近海)(花蓮縣近海)
074   ,2014-05-24 21:55:39,121.43,24.43,3.1,5.5,4,宜蘭縣政府西南方  47.8  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2014-05-24 21:53:02,121.42,24.44,2.7,5.6,3,宜蘭縣政府西南方  47.3  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
073   ,2014-05-24 21:39:42,121.42,24.43,4.1,5.3,5,宜蘭縣政府西南方  47.9  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2014-05-24 20:08:00,121.42,24.43,2.3,5.4,3,宜蘭縣政府西南方  48.0  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2014-05-24 19:17:31,121.75,24.38,2.9,13.9,3,宜蘭縣政府南方  39.3  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2014-05-24 12:41:22,121.73,24.22,2.6,14.2,3,花蓮縣政府北偏東方  27.8  公里 (位於花蓮縣近海)(花蓮縣近海)
072   ,2014-05-24 01:25:45,121.53,23.56,4.2,31.7,3,花蓮縣政府南偏西方  49.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2014-05-23 17:06:43,120.57,23.68,2.1,8.1,2,雲林縣政府東偏南方  5.4  公里 (位於雲林縣古坑鄉)(雲林縣古坑鄉)
小區域有感地震,2014-05-23 08:55:59,120.7,23.22,3.3,10.8,3,嘉義市政府東南方  38.3  公里 (位於高雄市那瑪夏區)(高雄市那瑪夏區)
小區域有感地震,2014-05-22 13:29:07,121.46,23.74,2.8,16.1,2,花蓮縣政府南偏西方  31.9  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
071   ,2014-05-21 15:39:48,121.43,23.77,3.5,15.4,4,花蓮縣政府西南方  31.2  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
小區域有感地震,2014-05-21 09:13:02,121.46,23.76,2.8,13.9,2,花蓮縣政府西南方  30.7  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
小區域有感地震,2014-05-21 08:33:22,121.47,23.74,3.3,14.2,3,花蓮縣政府南偏西方  32.1  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
070   ,2014-05-21 08:21:13,121.43,23.74,5.9,16.5,6,花蓮縣政府西南方  34.2  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
小區域有感地震,2014-05-21 07:16:50,120.67,23.54,2.7,9.0,1,雲林縣政府東南方  22.3  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉)
小區域有感地震,2014-05-21 07:16:20,120.65,23.55,3.0,9.1,1,雲林縣政府東南方  21.4  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉)
小區域有感地震,2014-05-20 17:49:19,120.85,22.9,4.0,5.7,2,臺東縣政府西偏北方  35.2  公里 (位於臺東縣延平鄉)(臺東縣延平鄉)
小區域有感地震,2014-05-20 14:49:01,120.85,22.9,4.1,5.7,2,臺東縣政府西偏北方  35.1  公里 (位於臺東縣延平鄉)(臺東縣延平鄉)
小區域有感地震,2014-05-18 12:24:03,121.72,24.21,2.4,14.6,3,花蓮縣政府北偏東方  26.2  公里 (位於花蓮縣近海)(花蓮縣近海)
069   ,2014-05-18 04:17:34,121.42,24.43,3.0,5.2,4,宜蘭縣政府西南方  47.7  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
068   ,2014-05-17 09:45:32,121.73,24.21,3.4,14.5,4,花蓮縣政府北偏東方  26.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2014-05-16 06:47:59,121.49,23.99,2.8,20.1,2,花蓮縣政府西方  13.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
