編號,地震時間,經度,緯度,規模,深度,最大震度,位置
286   ,1999-11-30 01:53:53,120.74,23.66,4.4,11.5,4,斗六市地震站東偏南方  21.9  公里(斗六市地震站東偏南方  21.9  公里)
285   ,1999-11-29 07:45:04,120.99,24.52,4.0,6.4,3,苗栗市地震站東偏南方  17.7  公里(苗栗市地震站東偏南方  17.7  公里)
284   ,1999-11-29 05:25:50,120.93,23.33,5.1,2.5,3,台東利稻地震站北偏西方  18.8  公里(台東利稻地震站北偏西方  18.8  公里)
283   ,1999-11-29 04:42:20,120.92,23.31,4.9,3.1,3,台東利稻地震站西北方  17.5  公里(台東利稻地震站西北方  17.5  公里)
282   ,1999-11-29 00:07:33,120.51,23.51,4.1,5.8,3,嘉義市地震站東方  7.6  公里(嘉義市地震站東方  7.6  公里)
281   ,1999-11-28 04:36:01,120.66,23.95,3.9,11.3,3,南投名間地震站北偏西方  8.3  公里(南投名間地震站北偏西方  8.3  公里)
280   ,1999-11-23 12:13:48,120.45,23.52,3.7,13.4,4,嘉義市地震站東北方  3.0  公里(嘉義市地震站東北方  3.0  公里)
279   ,1999-11-23 06:47:25,120.46,23.51,3.8,11.0,4,嘉義市地震站東北方  3.0  公里(嘉義市地震站東北方  3.0  公里)
278   ,1999-11-22 01:35:18,120.71,24.01,3.7,12.3,3,南投名間地震站北方  14.5  公里(南投名間地震站北方  14.5  公里)
277   ,1999-11-20 11:29:35,120.65,24.02,4.7,11.7,4,彰化市地震站東偏南方  11.7  公里(彰化市地震站東偏南方  11.7  公里)
276   ,1999-11-19 18:14:17,120.45,23.52,3.8,11.4,3,嘉義市地震站東北方  3.8  公里(嘉義市地震站東北方  3.8  公里)
275   ,1999-11-19 14:25:13,120.64,24.04,4.2,11.1,4,彰化市地震站東偏南方  10.2  公里(彰化市地震站東偏南方  10.2  公里)
274   ,1999-11-18 00:45:36,120.5,23.5,3.6,5.8,4,嘉義市地震站東方  6.7  公里(嘉義市地震站東方  6.7  公里)
273   ,1999-11-17 15:35:09,120.64,24.02,5.3,9.6,6,彰化市地震站東南方  11.1  公里(彰化市地震站東南方  11.1  公里)
272   ,1999-11-16 13:18:03,120.5,23.5,4.4,5.4,4,嘉義市地震站東方  6.6  公里(嘉義市地震站東方  6.6  公里)
271   ,1999-11-16 03:56:33,120.5,23.5,3.9,6.2,3,嘉義市地震站東方  7.2  公里(嘉義市地震站東方  7.2  公里)
