編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2012-02-29 19:07:38,121.31,22.71,3.8,32.1,1,台東縣政府東偏南方  17.4  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2012-02-29 08:19:53,121.48,24.37,2.9,6.7,2,花蓮縣政府北偏西方  44.5  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2012-02-28 14:03:33,121.6,24.03,2.8,8.4,3,花蓮縣政府北偏西方  4.4  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2012-02-28 08:07:26,121.6,24.03,3.0,8.6,2,花蓮縣政府北偏西方  4.5  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2012-02-27 20:15:31,121.71,24.22,2.4,13.0,2,花蓮縣政府北偏東方  27.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2012-02-27 16:54:01,121.6,24.04,2.4,6.0,2,花蓮縣政府北偏西方  5.9  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
039   ,2012-02-26 16:25:58,120.77,22.73,3.7,23.5,2,屏東縣政府東方  29.3  公里 (位於屏東縣霧台鄉)(屏東縣霧台鄉)
小區域有感地震,2012-02-26 13:07:05,121.3,23.0,3.0,16.8,2,台東縣政府北偏東方  31.5  公里 (位於台東縣成功鎮)(台東縣成功鎮)
小區域有感地震,2012-02-26 10:43:40,120.78,22.73,3.7,25.1,2,屏東縣政府東方  30.2  公里 (位於屏東縣霧台鄉)(屏東縣霧台鄉)
038   ,2012-02-26 10:41:20,120.74,22.73,3.9,23.7,3,屏東縣政府東方  26.7  公里 (位於屏東縣霧台鄉)(屏東縣霧台鄉)
037   ,2012-02-26 10:35:00,120.75,22.75,6.4,26.3,5,屏東縣政府東偏北方  28.4  公里 (位於屏東縣霧台鄉)(屏東縣霧台鄉)
小區域有感地震,2012-02-25 13:54:39,121.6,23.92,2.7,6.2,2,花蓮縣政府南偏西方  8.0  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2012-02-24 22:56:45,121.62,24.03,2.9,9.5,2,花蓮縣政府北方  4.5  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2012-02-24 22:23:01,121.62,24.03,2.7,8.9,2,花蓮縣政府北方  3.9  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2012-02-24 19:17:51,121.6,24.03,2.2,7.7,2,花蓮縣政府北偏西方  5.0  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2012-02-24 17:51:19,121.61,24.03,3.1,10.1,3,花蓮縣政府北方  4.6  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2012-02-24 12:22:43,121.61,24.02,2.6,9.7,2,花蓮縣政府北偏西方  2.9  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2012-02-24 12:18:30,121.62,24.02,3.0,9.4,3,花蓮縣政府北方  3.1  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
小區域有感地震,2012-02-24 12:15:39,121.6,24.02,2.5,10.0,2,花蓮縣政府北偏西方  4.1  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2012-02-24 12:14:03,121.62,24.03,2.9,10.7,2,花蓮縣政府北方  3.9  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2012-02-24 12:13:29,121.6,24.03,3.1,11.0,3,花蓮縣政府北偏西方  4.2  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
036   ,2012-02-24 12:13:00,121.59,24.04,3.6,3.9,4,花蓮縣政府西北方  5.9  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
035   ,2012-02-24 12:10:35,121.61,24.02,3.7,9.9,4,花蓮縣政府北偏西方  3.7  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2012-02-24 11:52:40,121.59,23.92,2.6,5.8,2,花蓮縣政府南偏西方  8.5  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2012-02-24 02:54:47,121.61,24.03,2.4,8.7,1,花蓮縣政府北偏西方  4.7  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
034   ,2012-02-23 13:49:48,121.62,24.02,3.6,9.1,3,花蓮縣政府北方  3.1  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
033   ,2012-02-23 13:01:59,121.64,23.49,4.2,48.2,2,花蓮縣政府南方  55.5  公里 (位於台灣東部海域)(台灣東部海域)
032   ,2012-02-23 11:30:34,121.63,24.01,3.8,9.9,3,花蓮縣政府北偏東方  1.8  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
小區域有感地震,2012-02-23 00:07:04,121.95,23.9,3.5,39.0,1,花蓮縣政府東偏南方  35.3  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2012-02-21 02:29:44,120.99,23.99,3.5,25.0,1,南投縣政府東偏北方  31.7  公里 (位於南投縣埔里鎮)(南投縣埔里鎮)
小區域有感地震,2012-02-20 16:36:52,120.44,23.31,3.1,7.9,1,嘉義市政府南方  19.4  公里 (位於台南市東山區)(台南市東山區)
小區域有感地震,2012-02-20 02:59:44,121.96,24.83,3.7,8.4,2,宜蘭縣政府東偏北方  22.5  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2012-02-19 07:47:09,121.5,24.36,3.0,6.1,2,花蓮縣政府北偏西方  43.1  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2012-02-18 18:44:13,121.3,23.47,2.9,9.4,3,花蓮縣政府南偏西方  65.9  公里 (位於花蓮縣卓溪鄉)(花蓮縣卓溪鄉)
031   ,2012-02-18 01:33:42,121.59,23.68,4.3,21.4,3,花蓮縣政府南方  34.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2012-02-17 17:19:24,121.08,22.06,3.8,27.4,1,台東縣政府南方  76.8  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2012-02-17 10:54:17,120.72,23.31,2.8,6.4,2,嘉義市政府東偏南方  33.2  公里 (位於高雄市那瑪夏區)(高雄市那瑪夏區)
小區域有感地震,2012-02-15 10:33:25,121.02,22.41,3.6,13.0,2,台東縣政府南偏西方  40.7  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2012-02-15 01:05:30,121.95,24.83,3.3,8.4,2,宜蘭縣政府東偏北方  21.8  公里 (位於台灣東部海域)(台灣東部海域)
030   ,2012-02-14 13:08:33,120.23,23.05,3.1,15.6,2,台南市政府東北方  7.4  公里 (位於台南市永康區)(台南市永康區)
小區域有感地震,2012-02-14 06:53:51,120.41,23.52,2.5,8.7,1,嘉義市政府西北方  5.7  公里 (位於嘉義縣民雄鄉)(嘉義縣民雄鄉)
小區域有感地震,2012-02-13 09:17:28,120.61,23.55,2.5,10.0,2,嘉義市政府東偏北方  17.0  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉)
029   ,2012-02-13 05:49:05,121.46,23.95,3.4,25.3,3,花蓮縣政府西偏南方  16.9  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2012-02-11 09:13:04,121.94,24.83,3.8,3.2,2,宜蘭縣政府東偏北方  20.9  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2012-02-09 17:16:49,121.92,23.9,4.3,35.9,2,花蓮縣政府東偏南方  31.7  公里 (位於台灣東部海域)(台灣東部海域)
028   ,2012-02-09 08:32:00,121.62,23.98,3.2,7.4,3,花蓮縣政府南方  1.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2012-02-08 07:34:32,121.04,22.41,3.6,13.6,3,台東縣政府南偏西方  40.0  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2012-02-08 05:27:30,121.01,22.42,3.1,13.6,2,台東縣政府南偏西方  39.9  公里 (位於台東縣近海)(台東縣近海)
小區域有感地震,2012-02-07 16:27:45,121.17,22.91,4.0,25.8,3,台東縣政府北方  17.3  公里 (位於台東縣延平鄉)(台東縣延平鄉)
小區域有感地震,2012-02-06 20:36:58,121.02,22.42,3.4,12.3,3,台東縣政府南偏西方  39.1  公里 (位於台東縣近海)(台東縣近海)
027   ,2012-02-06 18:40:27,121.01,22.43,3.7,12.7,4,台東縣政府南偏西方  39.1  公里 (位於台東縣近海)(台東縣近海)
小區域有感地震,2012-02-06 18:06:53,121.49,24.37,3.1,4.9,3,花蓮縣政府北偏西方  43.5  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
026   ,2012-02-06 11:48:27,121.03,22.42,4.4,11.8,4,台東縣政府南偏西方  38.6  公里 (位於台灣東部海域)(台灣東部海域)
025   ,2012-02-06 00:25:11,121.05,22.4,4.7,13.4,4,台東縣政府南偏西方  40.9  公里 (位於台灣東部海域)(台灣東部海域)
024   ,2012-02-04 10:54:22,122.66,24.67,5.6,116.2,3,宜蘭縣政府東方  90.9  公里 (位於台灣東部海域)(台灣東部海域)
023   ,2012-02-03 10:27:05,120.74,22.77,4.1,21.4,2,屏東縣政府東偏北方  28.1  公里 (位於屏東縣霧台鄉)(屏東縣霧台鄉)
小區域有感地震,2012-02-03 01:34:00,120.98,21.96,3.7,18.1,3,台東縣政府南偏西方  89.5  公里 (位於台灣東南部海域)(台灣東南部海域)
小區域有感地震,2012-02-02 12:25:22,121.46,23.76,3.1,14.9,3,花蓮縣政府西南方  30.0  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
小區域有感地震,2012-02-01 18:36:02,120.45,23.52,2.4,9.8,1,嘉義市政府北方  4.4  公里 (位於嘉義縣民雄鄉)(嘉義縣民雄鄉)
小區域有感地震,2012-02-01 11:43:01,121.63,23.8,3.8,36.5,1,花蓮縣政府南方  20.9  公里 (位於花蓮縣近海)(花蓮縣近海)
