編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2004-01-31 19:31:47,121.56,24.18,3.0,19.7,3,花蓮秀林地震站北偏西方  11.8  公里(花蓮秀林地震站北偏西方  11.8  公里)
小區域有感地震,2004-01-31 14:21:51,120.42,23.15,3.6,19.0,2,台南東山地震站西南方  15.0  公里(台南東山地震站西南方  15.0  公里)
010   ,2004-01-30 20:43:19,121.9,24.42,4.6,62.7,3,宜蘭南澳地震站東方  15.4  公里(宜蘭南澳地震站東方  15.4  公里)
009   ,2004-01-30 20:20:02,121.59,23.24,4.2,39.4,2,台東成功地震站東北方  27.3  公里(台東成功地震站東北方  27.3  公里)
小區域有感地震,2004-01-29 15:02:23,121.58,23.97,3.0,10.8,3,花蓮市地震站西偏南  3.6  公里(花蓮市地震站西偏南  3.6  公里)
小區域有感地震,2004-01-29 13:23:30,120.94,23.01,4.4,7.9,2,台東利稻地震站南偏西方  21.1  公里(台東利稻地震站南偏西方  21.1  公里)
小區域有感地震,2004-01-29 11:42:49,121.86,24.47,2.8,16.0,2,宜蘭南澳地震站東偏北方  12.2  公里(宜蘭南澳地震站東偏北方  12.2  公里)
小區域有感地震,2004-01-29 04:10:07,120.97,22.99,4.2,8.8,3,台東利稻地震站南偏西方  22.6  公里(台東利稻地震站南偏西方  22.6  公里)
008   ,2004-01-29 03:34:49,120.93,23.01,5.0,2.5,3,台東利稻地震站南偏西方  22.6  公里(台東利稻地震站南偏西方  22.6  公里)
小區域有感地震,2004-01-29 03:17:26,120.92,22.99,4.6,6.8,2,台東利稻地震站南偏西方  24.5  公里(台東利稻地震站南偏西方  24.5  公里)
007   ,2004-01-29 03:13:24,120.95,22.99,5.2,6.7,3,台東利稻地震站南偏西方  22.9  公里(台東利稻地震站南偏西方  22.9  公里)
006   ,2004-01-25 11:44:10,121.37,23.07,4.4,19.1,3,台東成功地震站南偏西方  2.9  公里(台東成功地震站南偏西方  2.9  公里)
005   ,2004-01-23 15:51:01,120.64,23.46,4.2,10.3,3,嘉義市地震站東方  21.6  公里(嘉義市地震站東方  21.6  公里)
小區域有感地震,2004-01-23 01:38:44,121.64,24.04,3.4,6.7,2,花蓮秀林地震站東南方  5.9  公里(花蓮秀林地震站東南方  5.9  公里)
小區域有感地震,2004-01-21 12:47:24,121.96,24.37,3.8,11.2,3,宜蘭南澳地震站東偏南方  22.3  公里(宜蘭南澳地震站東偏南方  22.3  公里)
小區域有感地震,2004-01-19 16:10:59,121.72,24.53,3.9,41.3,2,宜蘭南澳地震站北偏西方  11.5  公里(宜蘭南澳地震站北偏西方  11.5  公里)
小區域有感地震,2004-01-15 23:28:15,121.08,22.8,3.9,8.4,2,台東市地震站西偏北方  9.5  公里(台東市地震站西偏北方  9.5  公里)
小區域有感地震,2004-01-14 22:20:40,121.31,22.97,4.2,21.7,4,台東成功地震站南偏西方  15.9  公里(台東成功地震站南偏西方  15.9  公里)
小區域有感地震,2004-01-14 09:37:30,121.29,24.62,3.7,8.1,2,桃園三光地震站西南方  10.1  公里(桃園三光地震站西南方  10.1  公里)
小區域有感地震,2004-01-13 17:31:39,121.74,24.02,4.1,7.3,2,花蓮市地震站東偏北方  13.3  公里(花蓮市地震站東偏北方  13.3  公里)
004   ,2004-01-13 17:29:01,121.77,23.99,4.8,4.8,4,花蓮市地震站東方  16.1  公里(花蓮市地震站東方  16.1  公里)
小區域有感地震,2004-01-08 07:39:42,120.67,22.96,3.8,1.5,3,高雄甲仙地震站南偏東方  16.0  公里(高雄甲仙地震站南偏東方  16.0  公里)
小區域有感地震,2004-01-07 02:58:33,121.78,24.47,3.5,7.8,4,宜蘭南澳地震站東北方  5.3  公里(宜蘭南澳地震站東北方  5.3  公里)
003   ,2004-01-06 08:55:33,121.67,24.54,4.2,57.9,2,宜蘭牛鬥地震站東南方  14.7  公里(宜蘭牛鬥地震站東南方  14.7  公里)
002   ,2004-01-05 19:07:24,121.3,22.86,4.8,19.0,3,台東市地震站東北方  19.1  公里(台東市地震站東北方  19.1  公里)
001   ,2004-01-01 11:15:18,121.71,23.34,5.4,24.9,5,花蓮玉里地震站東方  41.6  公里(花蓮玉里地震站東方  41.6  公里)
