編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2004-06-28 21:47:15,121.62,21.95,3.2,10.2,3,台東蘭嶼地震站南偏東方  11.7  公里(台東蘭嶼地震站南偏東方  11.7  公里)
小區域有感地震,2004-06-23 15:06:32,121.46,23.95,2.9,16.5,3,花蓮西林地震站北方  15.0  公里(花蓮西林地震站北方  15.0  公里)
067   ,2004-06-19 10:53:01,121.19,22.97,4.6,6.3,3,台東成功地震站西南方  23.8  公里(台東成功地震站西南方  23.8  公里)
小區域有感地震,2004-06-17 10:29:30,121.34,22.7,4.1,29.8,1,台東市地震站東偏南方  20.5  公里(台東市地震站東偏南方  20.5  公里)
小區域有感地震,2004-06-13 14:34:16,121.35,23.98,3.9,5.1,3,花蓮西林地震站北偏西方  21.0  公里(花蓮西林地震站北偏西方  21.0  公里)
066   ,2004-06-13 10:22:58,121.32,22.89,4.4,26.4,3,台東市地震站東北方  22.9  公里(台東市地震站東北方  22.9  公里)
065   ,2004-06-10 23:58:06,121.01,22.9,4.9,13.7,3,台東市地震站西北方  21.7  公里(台東市地震站西北方  21.7  公里)
小區域有感地震,2004-06-10 01:49:43,120.96,22.55,4.3,6.4,2,台東大武地震站北偏東方  21.9  公里(台東大武地震站北偏東方  21.9  公里)
064   ,2004-06-06 08:09:08,120.97,22.53,5.0,7.5,5,台東大武地震站北偏東方  20.6  公里(台東大武地震站北偏東方  20.6  公里)
小區域有感地震,2004-06-04 12:07:49,121.46,23.02,3.9,26.3,3,台東成功地震站東南方  12.0  公里(台東成功地震站東南方  12.0  公里)
小區域有感地震,2004-06-04 10:24:32,122.87,23.93,4.9,15.0,1,宜蘭南澳地震站東偏南方  127.1  公里(宜蘭南澳地震站東偏南方  127.1  公里)
小區域有感地震,2004-06-04 00:02:52,121.26,23.66,4.2,8.1,3,花蓮西林地震站西南方  24.9  公里(花蓮西林地震站西南方  24.9  公里)
063   ,2004-06-03 00:56:29,121.29,23.64,5.2,14.7,4,花蓮西林地震站西南方  24.8  公里(花蓮西林地震站西南方  24.8  公里)
