編號,地震時間,經度,緯度,規模,深度,最大震度,位置
045   ,2010-04-30 11:21:47,121.39,23.22,4.2,19.2,3,台東成功地震站北方  13.2  公里(台東成功地震站北方  13.2  公里)
小區域有感地震,2010-04-30 00:01:10,120.42,23.25,3.5,9.2,1,台南東山地震站西方  9.1  公里(台南東山地震站西方  9.1  公里)
小區域有感地震,2010-04-29 17:48:10,121.37,22.09,3.3,19.5,3,台東蘭嶼地震站西偏北方  20.1  公里(台東蘭嶼地震站西偏北方  20.1  公里)
小區域有感地震,2010-04-28 22:58:53,121.04,21.81,4.1,20.5,3,屏東恆春地震站東偏南方  37.6  公里(屏東恆春地震站東偏南方  37.6  公里)
044   ,2010-04-28 19:46:22,121.69,25.24,3.5,3.4,1,基隆市地震站西北方  12.9  公里(基隆市地震站西北方  12.9  公里)
小區域有感地震,2010-04-27 04:53:56,121.43,23.13,3.6,11.8,3,台東成功地震站東偏北方  6.9  公里(台東成功地震站東偏北方  6.9  公里)
043   ,2010-04-26 10:59:51,123.74,22.15,6.8,73.4,3,台東蘭嶼地震站東方  225.9  公里(台東蘭嶼地震站東方  225.9  公里)
042   ,2010-04-25 23:16:49,122.28,25.0,4.3,12.1,1,基隆市地震站東偏南方  54.2  公里(基隆市地震站東偏南方  54.2  公里)
小區域有感地震,2010-04-25 19:14:12,121.43,22.01,4.9,15.1,1,台東蘭嶼地震站西偏南  13.4  公里(台東蘭嶼地震站西偏南  13.4  公里)
小區域有感地震,2010-04-24 20:34:35,121.93,24.04,4.0,45.7,2,花蓮市地震站東方  33.2  公里(花蓮市地震站東方  33.2  公里)
小區域有感地震,2010-04-24 19:43:02,121.79,24.56,3.8,65.1,2,宜蘭蘇澳地震站西南方  9.5  公里(宜蘭蘇澳地震站西南方  9.5  公里)
小區域有感地震,2010-04-24 01:03:23,120.59,23.08,3.3,11.5,3,高雄甲仙地震站北偏東方  .4  公里(高雄甲仙地震站北偏東方  .4  公里)
