編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2010-10-30 21:05:39,120.33,23.43,3.4,7.6,3,嘉義市地震站西偏南  12.7  公里(嘉義市地震站西偏南  12.7  公里)
小區域有感地震,2010-10-30 19:03:02,121.72,24.2,3.1,15.3,3,花蓮秀林地震站東北方  17.8  公里(花蓮秀林地震站東北方  17.8  公里)
小區域有感地震,2010-10-30 18:46:35,121.71,24.22,2.9,10.9,3,花蓮秀林地震站東北方  18.9  公里(花蓮秀林地震站東北方  18.9  公里)
小區域有感地震,2010-10-30 18:21:50,121.71,24.22,2.8,10.6,3,花蓮秀林地震站東北方  18.8  公里(花蓮秀林地震站東北方  18.8  公里)
小區域有感地震,2010-10-30 15:53:09,121.72,24.24,2.9,11.6,2,花蓮秀林地震站東北方  20.7  公里(花蓮秀林地震站東北方  20.7  公里)
小區域有感地震,2010-10-30 06:21:22,121.72,24.23,3.5,12.6,3,花蓮秀林地震站東北方  19.9  公里(花蓮秀林地震站東北方  19.9  公里)
小區域有感地震,2010-10-30 01:52:18,121.72,24.23,2.9,11.8,2,花蓮秀林地震站東北方  20.3  公里(花蓮秀林地震站東北方  20.3  公里)
小區域有感地震,2010-10-30 00:35:22,121.72,24.23,3.3,14.7,3,花蓮秀林地震站東北方  19.8  公里(花蓮秀林地震站東北方  19.8  公里)
小區域有感地震,2010-10-30 00:23:23,121.72,24.24,2.5,12.6,1,宜蘭南澳地震站南方  20.9  公里(宜蘭南澳地震站南方  20.9  公里)
128   ,2010-10-29 23:53:40,121.72,24.23,4.0,12.6,4,花蓮秀林地震站東北方  20.7  公里(花蓮秀林地震站東北方  20.7  公里)
小區域有感地震,2010-10-29 23:51:08,121.72,24.23,3.1,14.8,3,花蓮秀林地震站東北方  20.2  公里(花蓮秀林地震站東北方  20.2  公里)
127   ,2010-10-29 23:46:18,121.72,24.22,3.4,14.8,3,花蓮秀林地震站東北方  19.9  公里(花蓮秀林地震站東北方  19.9  公里)
小區域有感地震,2010-10-29 23:42:29,121.72,24.22,2.9,15.1,2,花蓮秀林地震站東北方  20.0  公里(花蓮秀林地震站東北方  20.0  公里)
小區域有感地震,2010-10-29 23:33:28,121.71,24.24,2.6,10.9,2,花蓮秀林地震站北偏東方  20.1  公里(花蓮秀林地震站北偏東方  20.1  公里)
小區域有感地震,2010-10-29 23:31:51,121.72,24.24,3.2,11.3,2,宜蘭南澳地震站南方  21.0  公里(宜蘭南澳地震站南方  21.0  公里)
126   ,2010-10-29 23:30:15,121.73,24.23,4.4,13.7,4,花蓮秀林地震站東北方  20.9  公里(花蓮秀林地震站東北方  20.9  公里)
125   ,2010-10-29 23:27:41,121.73,24.23,4.4,16.1,5,花蓮秀林地震站東北方  20.9  公里(花蓮秀林地震站東北方  20.9  公里)
124   ,2010-10-29 23:26:29,121.73,24.23,3.5,13.6,3,花蓮秀林地震站東北方  20.7  公里(花蓮秀林地震站東北方  20.7  公里)
小區域有感地震,2010-10-29 22:56:37,121.72,24.23,3.7,13.0,3,花蓮秀林地震站東北方  20.5  公里(花蓮秀林地震站東北方  20.5  公里)
123   ,2010-10-29 22:34:27,121.72,24.23,3.3,12.6,3,花蓮秀林地震站東北方  20.4  公里(花蓮秀林地震站東北方  20.4  公里)
小區域有感地震,2010-10-28 11:06:42,121.77,24.37,3.0,16.2,3,宜蘭南澳地震站南偏東方  6.7  公里(宜蘭南澳地震站南偏東方  6.7  公里)
小區域有感地震,2010-10-27 20:06:50,121.88,24.57,2.7,8.8,2,宜蘭蘇澳地震站南偏東方  4.4  公里(宜蘭蘇澳地震站南偏東方  4.4  公里)
小區域有感地震,2010-10-27 17:06:40,121.95,24.63,3.8,64.8,2,宜蘭蘇澳地震站東偏北方  10.0  公里(宜蘭蘇澳地震站東偏北方  10.0  公里)
小區域有感地震,2010-10-25 22:09:04,121.63,23.79,3.8,40.5,1,花蓮西林地震站東方  19.6  公里(花蓮西林地震站東方  19.6  公里)
小區域有感地震,2010-10-25 15:12:44,120.42,23.2,3.3,10.8,2,台南東山地震站西南方  10.9  公里(台南東山地震站西南方  10.9  公里)
小區域有感地震,2010-10-25 10:27:51,120.43,23.48,2.2,5.6,1,嘉義市地震站南方  2.2  公里(嘉義市地震站南方  2.2  公里)
小區域有感地震,2010-10-24 22:10:22,121.44,23.17,3.2,26.1,2,台東成功地震站東北方  10.6  公里(台東成功地震站東北方  10.6  公里)
小區域有感地震,2010-10-24 16:15:33,120.66,23.99,2.8,23.9,2,南投名間地震站北偏西方  13.4  公里(南投名間地震站北偏西方  13.4  公里)
小區域有感地震,2010-10-24 10:28:18,121.88,24.4,2.5,16.7,3,宜蘭南澳地震站東方  13.4  公里(宜蘭南澳地震站東方  13.4  公里)
小區域有感地震,2010-10-24 03:52:56,121.73,24.24,3.3,12.4,3,宜蘭南澳地震站南方  20.7  公里(宜蘭南澳地震站南方  20.7  公里)
小區域有感地震,2010-10-23 13:53:37,121.77,24.36,2.8,15.3,2,宜蘭南澳地震站南偏東方  7.7  公里(宜蘭南澳地震站南偏東方  7.7  公里)
小區域有感地震,2010-10-22 21:34:01,121.53,23.66,3.7,38.2,2,花蓮西林地震站南偏東方  19.5  公里(花蓮西林地震站南偏東方  19.5  公里)
小區域有感地震,2010-10-22 15:39:14,121.31,22.57,4.0,21.0,3,台東市地震站東南方  25.6  公里(台東市地震站東南方  25.6  公里)
122   ,2010-10-22 13:21:41,121.47,23.97,3.2,20.1,3,花蓮市地震站西方  14.3  公里(花蓮市地震站西方  14.3  公里)
小區域有感地震,2010-10-22 10:27:10,121.51,24.05,3.1,38.5,1,花蓮秀林地震站西偏南  10.1  公里(花蓮秀林地震站西偏南  10.1  公里)
小區域有感地震,2010-10-22 06:38:40,120.84,22.38,2.7,6.6,3,台東大武地震站西偏北方  6.8  公里(台東大武地震站西偏北方  6.8  公里)
小區域有感地震,2010-10-22 02:55:55,121.66,24.11,3.0,12.1,2,花蓮秀林地震站東偏北方  6.9  公里(花蓮秀林地震站東偏北方  6.9  公里)
小區域有感地震,2010-10-22 02:10:50,120.58,23.44,3.3,8.1,1,嘉義市地震站東偏南方  16.6  公里(嘉義市地震站東偏南方  16.6  公里)
小區域有感地震,2010-10-22 00:21:44,121.56,23.65,3.8,28.1,2,花蓮西林地震站東南方  22.0  公里(花蓮西林地震站東南方  22.0  公里)
小區域有感地震,2010-10-21 18:18:28,121.84,24.56,3.0,6.2,3,宜蘭蘇澳地震站南偏西方  5.3  公里(宜蘭蘇澳地震站南偏西方  5.3  公里)
小區域有感地震,2010-10-21 01:54:00,121.67,24.47,3.6,26.7,3,宜蘭南澳地震站西偏北方  9.4  公里(宜蘭南澳地震站西偏北方  9.4  公里)
121   ,2010-10-20 06:32:15,121.06,23.24,4.3,4.1,4,台東利稻地震站北偏東方  7.1  公里(台東利稻地震站北偏東方  7.1  公里)
