編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2010-01-31 23:07:34,120.91,23.05,3.4,5.4,1,高雄桃源地震站東南方  19.1  公里(高雄桃源地震站東南方  19.1  公里)
小區域有感地震,2010-01-31 12:20:56,121.2,23.17,3.3,9.8,2,台東利稻地震站東方  18.2  公里(台東利稻地震站東方  18.2  公里)
小區域有感地震,2010-01-31 05:51:18,121.54,23.64,3.4,33.0,1,花蓮西林地震站南偏東方  21.4  公里(花蓮西林地震站南偏東方  21.4  公里)
小區域有感地震,2010-01-30 21:01:53,121.64,24.05,2.8,9.0,2,花蓮秀林地震站東南方  4.9  公里(花蓮秀林地震站東南方  4.9  公里)
小區域有感地震,2010-01-29 09:44:27,121.65,24.05,3.1,8.1,3,花蓮秀林地震站東偏南方  5.3  公里(花蓮秀林地震站東偏南方  5.3  公里)
008   ,2010-01-27 23:29:27,121.64,24.05,3.9,8.3,4,花蓮秀林地震站東南方  5.3  公里(花蓮秀林地震站東南方  5.3  公里)
小區域有感地震,2010-01-27 03:53:13,121.35,24.6,3.8,9.4,4,桃園三光地震站南偏西方  8.4  公里(桃園三光地震站南偏西方  8.4  公里)
小區域有感地震,2010-01-19 14:29:35,121.83,24.42,2.8,14.1,3,宜蘭南澳地震站東方  7.8  公里(宜蘭南澳地震站東方  7.8  公里)
007   ,2010-01-19 14:09:26,121.68,23.82,5.6,41.0,4,花蓮市地震站南偏東方  18.2  公里(花蓮市地震站南偏東方  18.2  公里)
小區域有感地震,2010-01-18 01:42:32,120.48,23.51,2.6,7.2,2,嘉義市地震站東偏北方  5.6  公里(嘉義市地震站東偏北方  5.6  公里)
小區域有感地震,2010-01-17 19:53:12,121.02,22.37,3.6,10.9,2,台東大武地震站東方  12.6  公里(台東大武地震站東方  12.6  公里)
006   ,2010-01-17 09:49:05,120.85,22.72,3.9,51.0,1,台東市地震站西方  32.1  公里(台東市地震站西方  32.1  公里)
小區域有感地震,2010-01-14 23:09:45,121.72,24.15,3.8,51.8,2,花蓮秀林地震站東偏北方  14.2  公里(花蓮秀林地震站東偏北方  14.2  公里)
小區域有感地震,2010-01-14 13:12:49,121.3,22.95,4.0,36.7,2,台東成功地震站南偏西方  18.0  公里(台東成功地震站南偏西方  18.0  公里)
小區域有感地震,2010-01-14 05:13:30,120.42,23.21,3.4,10.5,2,台南東山地震站西偏南  9.9  公里(台南東山地震站西偏南  9.9  公里)
005   ,2010-01-13 18:14:47,121.54,24.06,4.4,19.6,4,花蓮秀林地震站西偏南  7.0  公里(花蓮秀林地震站西偏南  7.0  公里)
小區域有感地震,2010-01-10 20:52:10,121.7,24.28,2.9,12.1,2,宜蘭南澳地震站南偏西方  16.8  公里(宜蘭南澳地震站南偏西方  16.8  公里)
小區域有感地震,2010-01-10 11:24:31,121.31,22.46,4.5,85.2,2,台東市地震站南偏東方  36.4  公里(台東市地震站南偏東方  36.4  公里)
004   ,2010-01-09 07:40:24,120.58,22.61,4.4,34.2,3,屏東市地震站東南方  11.0  公里(屏東市地震站東南方  11.0  公里)
003   ,2010-01-08 09:23:36,121.08,23.82,3.6,29.5,2,花蓮西林地震站西方  36.5  公里(花蓮西林地震站西方  36.5  公里)
小區域有感地震,2010-01-08 01:31:10,122.32,24.82,4.2,17.8,2,宜蘭蘇澳地震站東偏北方  52.2  公里(宜蘭蘇澳地震站東偏北方  52.2  公里)
002   ,2010-01-05 03:27:37,121.83,24.18,5.5,46.1,4,花蓮秀林地震站東偏北方  25.8  公里(花蓮秀林地震站東偏北方  25.8  公里)
小區域有感地震,2010-01-04 22:21:05,120.64,23.53,3.5,9.6,3,嘉義市地震站東方  21.4  公里(嘉義市地震站東方  21.4  公里)
小區域有感地震,2010-01-03 03:11:23,121.7,24.08,3.6,55.6,2,花蓮秀林地震站東方  9.2  公里(花蓮秀林地震站東方  9.2  公里)
001   ,2010-01-02 01:34:46,121.63,23.78,4.9,33.7,4,花蓮西林地震站東方  19.2  公里(花蓮西林地震站東方  19.2  公里)
小區域有感地震,2010-01-01 19:01:29,122.23,24.21,4.6,49.3,2,宜蘭南澳地震站東偏南方  54.2  公里(宜蘭南澳地震站東偏南方  54.2  公里)
