編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2007-06-30 13:33:03,121.13,22.89,3.2,14.3,2,台東市地震站北偏西方  15.7  公里(台東市地震站北偏西方  15.7  公里)
小區域有感地震,2007-06-29 20:29:50,121.68,24.1,3.7,8.0,3,花蓮秀林地震站東偏北方  8.0  公里(花蓮秀林地震站東偏北方  8.0  公里)
小區域有感地震,2007-06-27 17:51:57,121.37,23.17,3.3,17.9,2,台東成功地震站北方  8.0  公里(台東成功地震站北方  8.0  公里)
小區域有感地震,2007-06-27 11:15:39,121.84,24.39,2.7,10.0,3,宜蘭南澳地震站東偏南方  10.1  公里(宜蘭南澳地震站東偏南方  10.1  公里)
039   ,2007-06-26 22:47:36,121.29,23.16,3.5,5.8,4,台東成功地震站西北方  10.9  公里(台東成功地震站西北方  10.9  公里)
小區域有感地震,2007-06-25 22:25:05,121.87,24.48,3.3,15.6,3,宜蘭南澳地震站東偏北方  14.1  公里(宜蘭南澳地震站東偏北方  14.1  公里)
小區域有感地震,2007-06-25 11:59:34,121.35,23.05,3.9,32.6,2,台東成功地震站南偏西方  5.3  公里(台東成功地震站南偏西方  5.3  公里)
038   ,2007-06-24 22:38:49,120.46,22.79,3.8,25.4,1,高雄旗山地震站東南方  4.4  公里(高雄旗山地震站東南方  4.4  公里)
小區域有感地震,2007-06-21 12:08:17,121.4,21.23,5.7,71.0,3,台東蘭嶼地震站南方  90.6  公里(台東蘭嶼地震站南方  90.6  公里)
小區域有感地震,2007-06-21 11:23:47,122.81,24.11,5.1,45.4,2,宜蘭蘇澳地震站東偏南方  110.6  公里(宜蘭蘇澳地震站東偏南方  110.6  公里)
小區域有感地震,2007-06-21 00:44:05,121.71,24.26,3.0,14.3,2,宜蘭南澳地震站南偏西方  19.2  公里(宜蘭南澳地震站南偏西方  19.2  公里)
037   ,2007-06-20 22:21:45,121.83,24.4,4.1,12.3,4,宜蘭南澳地震站東偏南方  8.8  公里(宜蘭南澳地震站東偏南方  8.8  公里)
小區域有感地震,2007-06-20 06:06:04,121.28,22.84,3.5,16.9,2,台東市地震站東北方  16.5  公里(台東市地震站東北方  16.5  公里)
小區域有感地震,2007-06-19 14:13:17,121.76,24.61,2.6,9.0,2,宜蘭蘇澳地震站西方  9.7  公里(宜蘭蘇澳地震站西方  9.7  公里)
小區域有感地震,2007-06-19 14:10:58,121.77,24.61,2.9,8.6,3,宜蘭蘇澳地震站西方  9.0  公里(宜蘭蘇澳地震站西方  9.0  公里)
小區域有感地震,2007-06-19 10:54:15,121.49,23.99,2.9,20.8,2,花蓮市地震站西方  13.2  公里(花蓮市地震站西方  13.2  公里)
小區域有感地震,2007-06-19 05:43:18,121.97,24.43,3.8,26.6,3,宜蘭南澳地震站東方  22.2  公里(宜蘭南澳地震站東方  22.2  公里)
小區域有感地震,2007-06-17 13:17:49,121.94,24.83,3.4,9.7,2,宜蘭市地震站東偏北方  19.6  公里(宜蘭市地震站東偏北方  19.6  公里)
036   ,2007-06-17 12:26:24,121.95,24.39,3.7,16.2,4,宜蘭南澳地震站東方  20.4  公里(宜蘭南澳地震站東方  20.4  公里)
