編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2007-11-30 12:32:04,121.78,24.41,3.1,9.5,3,宜蘭南澳地震站東偏南方  4.0  公里(宜蘭南澳地震站東偏南方  4.0  公里)
小區域有感地震,2007-11-29 22:19:22,121.98,24.38,3.3,18.5,3,宜蘭南澳地震站東方  24.1  公里(宜蘭南澳地震站東方  24.1  公里)
083   ,2007-11-29 06:09:54,121.19,22.75,4.3,20.5,3,台東市地震站東方  3.9  公里(台東市地震站東方  3.9  公里)
082   ,2007-11-29 05:05:13,121.98,24.78,5.4,69.1,4,宜蘭市地震站東方  22.3  公里(宜蘭市地震站東方  22.3  公里)
小區域有感地震,2007-11-28 11:35:31,121.79,24.4,2.7,10.2,3,宜蘭南澳地震站東偏南方  4.6  公里(宜蘭南澳地震站東偏南方  4.6  公里)
小區域有感地震,2007-11-28 08:39:38,122.32,24.82,4.1,18.3,2,宜蘭蘇澳地震站東偏北方  52.2  公里(宜蘭蘇澳地震站東偏北方  52.2  公里)
小區域有感地震,2007-11-27 02:09:52,121.54,23.76,3.4,22.7,2,花蓮西林地震站東偏南方  11.6  公里(花蓮西林地震站東偏南方  11.6  公里)
小區域有感地震,2007-11-26 21:32:44,120.95,22.22,4.1,38.4,1,台東大武地震站南偏東方  16.1  公里(台東大武地震站南偏東方  16.1  公里)
小區域有感地震,2007-11-26 02:31:29,121.06,22.79,3.7,6.3,3,台東市地震站西偏北方  11.0  公里(台東市地震站西偏北方  11.0  公里)
081   ,2007-11-25 15:38:32,121.99,24.37,4.0,17.2,4,宜蘭南澳地震站東偏南方  25.5  公里(宜蘭南澳地震站東偏南方  25.5  公里)
小區域有感地震,2007-11-25 04:31:02,121.57,23.24,4.0,41.1,2,台東成功地震站東北方  26.2  公里(台東成功地震站東北方  26.2  公里)
080   ,2007-11-23 13:00:25,121.36,23.01,4.3,41.5,2,台東成功地震站南方  9.8  公里(台東成功地震站南方  9.8  公里)
小區域有感地震,2007-11-22 09:44:26,118.29,24.41,2.9,2.7,2,金門地震站東北方  .7  公里(金門地震站東北方  .7  公里)
小區域有感地震,2007-11-21 19:18:47,121.04,24.71,2.8,5.5,2,新竹竹北地震站南偏東方  13.1  公里(新竹竹北地震站南偏東方  13.1  公里)
079   ,2007-11-20 05:02:23,121.76,24.79,4.3,72.0,3,宜蘭市地震站北偏東方  2.6  公里(宜蘭市地震站北偏東方  2.6  公里)
078   ,2007-11-15 09:50:31,121.48,24.06,4.5,21.6,3,花蓮秀林地震站西方  12.6  公里(花蓮秀林地震站西方  12.6  公里)
小區域有感地震,2007-11-15 01:09:11,121.37,23.21,3.5,17.4,2,台東成功地震站北方  12.3  公里(台東成功地震站北方  12.3  公里)
077   ,2007-11-14 21:51:08,120.2,23.15,3.9,14.2,4,台南佳里地震站南方  2.1  公里(台南佳里地震站南方  2.1  公里)
小區域有感地震,2007-11-12 21:38:36,121.84,24.48,2.7,20.7,3,宜蘭南澳地震站東偏北方  11.5  公里(宜蘭南澳地震站東偏北方  11.5  公里)
076   ,2007-11-12 18:24:42,121.86,24.47,4.4,22.6,5,宜蘭南澳地震站東偏北方  11.9  公里(宜蘭南澳地震站東偏北方  11.9  公里)
075   ,2007-11-12 07:02:49,122.09,24.36,4.1,16.6,3,宜蘭南澳地震站東方  35.4  公里(宜蘭南澳地震站東方  35.4  公里)
小區域有感地震,2007-11-08 16:32:23,122.26,24.98,4.4,18.7,2,基隆市地震站東偏南方  52.6  公里(基隆市地震站東偏南方  52.6  公里)
074   ,2007-11-08 06:54:13,122.32,24.97,4.9,16.8,4,基隆市地震站東偏南方  58.5  公里(基隆市地震站東偏南方  58.5  公里)
073   ,2007-11-05 16:07:25,120.35,23.45,3.4,9.9,3,嘉義市地震站西偏南  9.8  公里(嘉義市地震站西偏南  9.8  公里)
小區域有感地震,2007-11-03 02:11:44,121.94,24.41,3.6,18.3,3,宜蘭南澳地震站東方  19.1  公里(宜蘭南澳地震站東方  19.1  公里)
小區域有感地震,2007-11-02 18:55:52,121.45,23.92,2.8,13.4,3,花蓮西林地震站北方  12.3  公里(花蓮西林地震站北方  12.3  公里)
072   ,2007-11-02 18:39:49,121.46,23.92,3.8,14.7,4,花蓮西林地震站北偏東方  12.0  公里(花蓮西林地震站北偏東方  12.0  公里)
小區域有感地震,2007-11-01 06:15:51,121.67,23.99,3.7,35.6,2,花蓮市地震站東偏北方  6.1  公里(花蓮市地震站東偏北方  6.1  公里)
