編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2007-10-30 17:01:49,120.55,23.01,3.8,19.1,2,高雄甲仙地震站南偏西方  8.6  公里(高雄甲仙地震站南偏西方  8.6  公里)
小區域有感地震,2007-10-29 17:31:53,122.04,24.81,3.7,12.5,2,宜蘭蘇澳地震站東北方  29.1  公里(宜蘭蘇澳地震站東北方  29.1  公里)
小區域有感地震,2007-10-29 13:01:48,121.08,22.91,3.9,10.8,2,台東市地震站北偏西方  19.5  公里(台東市地震站北偏西方  19.5  公里)
小區域有感地震,2007-10-29 08:58:54,120.28,23.39,3.6,6.2,1,嘉義市地震站西南方  19.5  公里(嘉義市地震站西南方  19.5  公里)
小區域有感地震,2007-10-29 01:30:36,121.64,24.04,3.7,33.8,2,花蓮秀林地震站東南方  6.0  公里(花蓮秀林地震站東南方  6.0  公里)
小區域有感地震,2007-10-27 13:40:09,121.66,24.01,3.9,36.2,2,花蓮市地震站東北方  6.2  公里(花蓮市地震站東北方  6.2  公里)
071   ,2007-10-27 11:01:14,121.49,24.06,3.8,21.0,3,花蓮秀林地震站西方  11.7  公里(花蓮秀林地震站西方  11.7  公里)
小區域有感地震,2007-10-25 14:50:54,121.8,24.44,2.9,20.2,3,宜蘭南澳地震站東偏北方  5.5  公里(宜蘭南澳地震站東偏北方  5.5  公里)
小區域有感地震,2007-10-23 01:19:42,121.87,24.47,3.5,16.9,4,宜蘭南澳地震站東偏北方  12.7  公里(宜蘭南澳地震站東偏北方  12.7  公里)
小區域有感地震,2007-10-22 03:57:39,120.63,22.96,4.1,17.8,2,高雄甲仙地震站南偏東方  13.8  公里(高雄甲仙地震站南偏東方  13.8  公里)
小區域有感地震,2007-10-20 01:04:51,121.41,23.63,3.4,9.4,3,花蓮西林地震站南方  20.1  公里(花蓮西林地震站南方  20.1  公里)
070   ,2007-10-19 22:25:20,120.63,22.96,4.3,18.7,3,高雄甲仙地震站南偏東方  14.1  公里(高雄甲仙地震站南偏東方  14.1  公里)
小區域有感地震,2007-10-19 07:27:38,121.66,23.76,3.9,38.5,2,花蓮西林地震站東偏南方  23.4  公里(花蓮西林地震站東偏南方  23.4  公里)
069   ,2007-10-19 02:34:23,121.87,24.47,3.7,16.7,4,宜蘭南澳地震站東偏北方  13.1  公里(宜蘭南澳地震站東偏北方  13.1  公里)
068   ,2007-10-19 02:24:28,121.86,24.47,3.9,17.6,4,宜蘭南澳地震站東偏北方  12.3  公里(宜蘭南澳地震站東偏北方  12.3  公里)
小區域有感地震,2007-10-18 10:27:38,121.6,23.56,3.7,27.8,2,花蓮西林地震站南偏東方  31.9  公里(花蓮西林地震站南偏東方  31.9  公里)
067   ,2007-10-17 22:40:00,121.61,23.5,5.4,42.1,4,花蓮玉里地震站東偏北方  35.5  公里(花蓮玉里地震站東偏北方  35.5  公里)
小區域有感地震,2007-10-16 10:14:57,121.44,22.08,2.8,5.6,3,台東蘭嶼地震站西偏北方  13.1  公里(台東蘭嶼地震站西偏北方  13.1  公里)
小區域有感地震,2007-10-14 22:23:58,121.33,24.39,3.6,10.2,4,台中德基地震站東北方  23.2  公里(台中德基地震站東北方  23.2  公里)
066   ,2007-10-11 11:05:01,121.85,24.75,5.2,80.0,4,宜蘭市地震站東方  9.7  公里(宜蘭市地震站東方  9.7  公里)
小區域有感地震,2007-10-08 20:26:54,120.16,22.39,3.4,33.1,1,高雄市地震站西南方  24.7  公里(高雄市地震站西南方  24.7  公里)
小區域有感地震,2007-10-08 17:48:51,121.3,22.99,4.0,40.6,2,台東成功地震站南偏西方  14.4  公里(台東成功地震站南偏西方  14.4  公里)
065   ,2007-10-08 08:01:38,121.62,24.33,3.6,24.0,4,宜蘭南澳地震站西南方  17.3  公里(宜蘭南澳地震站西南方  17.3  公里)
064   ,2007-10-08 07:45:56,121.62,24.33,3.7,25.7,3,宜蘭南澳地震站西南方  16.8  公里(宜蘭南澳地震站西南方  16.8  公里)
063   ,2007-10-07 15:39:15,122.48,24.6,5.1,98.8,3,宜蘭蘇澳地震站東方  62.5  公里(宜蘭蘇澳地震站東方  62.5  公里)
小區域有感地震,2007-10-06 00:08:01,120.6,23.57,2.9,9.3,1,斗六市地震站南偏東方  17.1  公里(斗六市地震站南偏東方  17.1  公里)
小區域有感地震,2007-10-05 06:11:56,121.51,24.04,2.7,20.2,1,花蓮秀林地震站西偏南  11.0  公里(花蓮秀林地震站西偏南  11.0  公里)
小區域有感地震,2007-10-04 08:22:51,120.75,23.53,3.4,6.5,3,斗六市地震站東南方  29.5  公里(斗六市地震站東南方  29.5  公里)
小區域有感地震,2007-10-03 07:12:18,121.72,24.65,2.9,12.0,3,宜蘭市地震站南偏西方  13.2  公里(宜蘭市地震站南偏西方  13.2  公里)
