編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2018-05-31 18:07:53,121.68,23.9,2.9,26.9,1,花蓮縣政府南偏東方  11.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2018-05-31 09:19:07,121.22,22.85,2.9,9.8,2,臺東縣政府東北方  12.9  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2018-05-31 09:17:26,121.23,22.83,3.1,9.2,1,臺東縣政府東北方  11.8  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2018-05-31 09:03:59,121.28,22.81,4.2,17.0,3,臺東縣政府東偏北方  14.4  公里 (位於臺東縣近海)(臺東縣近海)
090   ,2018-05-31 09:03:18,121.23,22.86,4.7,8.7,5,臺東縣政府東北方  14.0  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2018-05-29 16:02:20,121.67,24.05,3.3,8.2,1,花蓮縣政府東北方  8.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2018-05-29 11:02:21,121.43,23.87,2.8,26.2,2,花蓮縣政府西偏南方  23.0  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2018-05-29 09:38:59,120.88,22.14,3.4,7.1,2,屏東縣政府東南方  72.6  公里 (位於屏東縣牡丹鄉)(屏東縣牡丹鄉)
小區域有感地震,2018-05-26 08:17:26,121.5,21.97,2.9,21.5,2,臺東縣政府南偏東方  93.9  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2018-05-25 14:56:33,121.23,22.85,2.9,7.3,2,臺東縣政府東北方  13.4  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2018-05-25 14:51:09,121.22,22.86,3.0,8.4,2,臺東縣政府北偏東方  13.1  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2018-05-24 10:29:23,120.37,23.36,3.3,10.7,2,嘉義縣政府東南方  13.4  公里 (位於臺南市後壁區)(臺南市後壁區)
小區域有感地震,2018-05-24 10:28:37,120.37,23.36,3.4,9.5,2,嘉義縣政府東南方  13.6  公里 (位於臺南市後壁區)(臺南市後壁區)
089   ,2018-05-23 16:30:12,120.3,23.43,4.1,14.2,4,嘉義縣政府南方  3.6  公里 (位於嘉義縣鹿草鄉)(嘉義縣鹿草鄉)
小區域有感地震,2018-05-22 21:36:27,120.3,23.43,2.6,13.5,1,嘉義縣政府南方  3.4  公里 (位於嘉義縣鹿草鄉)(嘉義縣鹿草鄉)
小區域有感地震,2018-05-21 20:58:10,121.43,23.45,3.4,31.1,1,花蓮縣政府南偏西方  62.7  公里 (位於花蓮縣玉里鎮)(花蓮縣玉里鎮)
小區域有感地震,2018-05-21 11:42:18,121.31,24.73,3.1,8.3,3,桃園市政府南方  28.9  公里 (位於桃園市復興區)(桃園市復興區)
小區域有感地震,2018-05-20 14:44:54,121.63,24.2,3.5,18.9,4,花蓮縣政府北方  23.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2018-05-20 12:52:44,121.12,21.9,3.8,28.6,2,臺東縣政府南方  94.9  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2018-05-20 11:41:01,121.97,24.36,3.5,21.1,3,宜蘭縣政府南偏東方  45.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2018-05-20 01:13:11,121.71,24.25,2.8,13.9,3,花蓮縣政府北偏東方  29.5  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2018-05-19 11:09:06,122.32,24.95,4.3,17.5,2,基隆市政府東偏南方  61.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2018-05-18 11:54:43,121.02,24.76,2.3,4.7,2,新竹市政府東南方  6.8  公里 (位於新竹市東區)(新竹市東區)
小區域有感地震,2018-05-16 15:32:13,120.46,23.16,2.9,10.1,2,臺南市政府東偏北方  33.7  公里 (位於臺南市玉井區)(臺南市玉井區)
小區域有感地震,2018-05-15 16:14:59,121.02,24.76,1.3,4.6,1,新竹市政府東南方  6.9  公里 (位於新竹市東區)(新竹市東區)
小區域有感地震,2018-05-13 05:18:44,121.95,24.73,4.3,78.8,2,宜蘭縣政府東方  19.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2018-05-13 02:15:09,121.84,24.54,2.5,7.2,3,宜蘭縣政府南偏東方  22.4  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
088   ,2018-05-12 12:17:46,121.69,23.86,4.7,47.7,2,花蓮縣政府南偏東方  15.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2018-05-12 03:46:09,121.34,22.56,3.3,18.8,1,臺東縣政府東南方  29.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2018-05-11 19:11:17,121.6,23.97,2.1,5.0,3,花蓮縣政府西南方  2.9  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
小區域有感地震,2018-05-11 08:15:14,120.68,22.84,3.6,19.6,3,屏東縣政府東北方  26.3  公里 (位於屏東縣三地門鄉)(屏東縣三地門鄉)
小區域有感地震,2018-05-09 16:43:16,121.6,24.55,3.3,6.7,3,宜蘭縣政府西南方  26.0  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2018-05-09 02:47:18,122.3,24.95,3.8,16.6,1,宜蘭縣政府東偏北方  59.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2018-05-09 01:39:10,122.3,24.93,3.9,10.0,1,宜蘭縣政府東偏北方  59.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2018-05-09 00:04:22,121.31,22.68,4.2,37.3,2,臺東縣政府東偏南方  18.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2018-05-08 19:29:21,120.89,23.78,2.9,21.2,1,南投縣政府東偏南方  24.6  公里 (位於南投縣信義鄉)(南投縣信義鄉)
小區域有感地震,2018-05-05 21:01:34,121.64,24.3,3.4,22.4,3,花蓮縣政府北方  34.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2018-05-05 19:32:29,121.64,24.33,2.8,22.7,3,花蓮縣政府北方  37.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2018-05-05 14:12:33,121.37,24.44,3.2,9.0,5,宜蘭縣政府西南方  50.9  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2018-05-04 07:37:22,120.5,23.14,3.2,14.5,2,臺南市政府東偏北方  35.8  公里 (位於臺南市楠西區)(臺南市楠西區)
087   ,2018-05-04 06:19:44,120.5,23.14,4.1,14.6,4,臺南市政府東偏北方  35.7  公里 (位於臺南市楠西區)(臺南市楠西區)
小區域有感地震,2018-05-03 15:35:34,120.72,23.59,3.2,15.2,1,雲林縣政府東偏南方  23.0  公里 (位於雲林縣古坑鄉)(雲林縣古坑鄉)
小區域有感地震,2018-05-03 05:23:24,121.99,24.3,3.8,51.8,2,花蓮縣政府東北方  51.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2018-05-03 01:27:53,121.08,22.91,3.3,11.4,3,臺東縣政府北偏西方  18.2  公里 (位於臺東縣鹿野鄉)(臺東縣鹿野鄉)
086   ,2018-05-02 07:47:04,122.36,24.02,5.5,24.8,3,花蓮縣政府東方  75.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2018-05-02 00:47:29,122.06,24.48,4.3,59.9,2,宜蘭縣政府東南方  41.1  公里 (位於臺灣東部海域)(臺灣東部海域)
