編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2018-04-30 17:19:19,121.0,24.21,3.4,35.9,2,臺中市政府東偏北方  33.7  公里 (位於臺中市和平區)(臺中市和平區)
小區域有感地震,2018-04-30 07:49:07,121.47,23.93,3.2,18.4,3,花蓮縣政府西偏南方  16.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2018-04-29 21:54:15,121.09,22.91,3.4,10.9,1,臺東縣政府北偏西方  18.7  公里 (位於臺東縣延平鄉)(臺東縣延平鄉)
小區域有感地震,2018-04-29 16:39:20,121.01,22.36,3.8,11.8,2,臺東縣政府南偏西方  46.1  公里 (位於臺灣東部海域)(臺灣東部海域)
085   ,2018-04-29 15:02:37,121.0,22.36,4.4,12.1,3,臺東縣政府南偏西方  46.1  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2018-04-28 03:15:06,121.77,24.47,2.9,10.0,3,宜蘭縣政府南方  28.6  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2018-04-27 16:01:02,121.0,24.76,1.9,5.1,1,新竹市政府東南方  6.2  公里 (位於新竹縣寶山鄉)(新竹縣寶山鄉)
084   ,2018-04-27 13:55:53,120.99,22.34,4.5,11.9,3,臺東縣政府南偏西方  48.9  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2018-04-27 12:34:33,120.99,22.33,3.5,11.7,2,臺東縣政府南偏西方  49.6  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2018-04-27 03:02:25,121.54,24.63,2.5,9.0,3,宜蘭縣政府西偏南方  25.3  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2018-04-26 13:46:41,121.07,22.34,4.5,5.0,3,臺東縣政府南偏西方  46.6  公里 (位於臺灣東部海域)(臺灣東部海域)
083   ,2018-04-26 13:44:20,121.05,22.36,4.6,3.7,4,臺東縣政府南偏西方  44.9  公里 (位於臺灣東部海域)(臺灣東部海域)
082   ,2018-04-26 11:12:44,121.02,22.36,4.2,10.4,4,臺東縣政府南偏西方  45.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2018-04-24 12:58:01,120.71,23.63,3.2,15.2,2,雲林縣政府東偏南方  20.3  公里 (位於雲林縣古坑鄉)(雲林縣古坑鄉)
小區域有感地震,2018-04-24 10:11:04,121.98,24.4,3.2,19.0,3,宜蘭縣政府南偏東方  42.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2018-04-24 01:10:32,122.43,24.0,5.0,25.4,2,花蓮縣政府東方  82.6  公里 (位於臺灣東部海域)(臺灣東部海域)
