編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2003-08-31 11:35:51,121.58,23.97,2.7,8.6,2,花蓮市地震站西方  3.3  公里(花蓮市地震站西方  3.3  公里)
小區域有感地震,2003-08-31 00:52:22,122.49,24.25,4.8,64.3,2,宜蘭蘇澳地震站東偏南方  74.7  公里(宜蘭蘇澳地震站東偏南方  74.7  公里)
小區域有感地震,2003-08-26 22:06:32,121.41,22.05,3.4,18.4,3,台東蘭嶼地震站西方  15.3  公里(台東蘭嶼地震站西方  15.3  公里)
小區域有感地震,2003-08-26 10:43:58,121.35,22.19,3.9,24.9,3,台東蘭嶼地震站西北方  27.3  公里(台東蘭嶼地震站西北方  27.3  公里)
小區域有感地震,2003-08-23 21:37:29,121.74,23.82,3.5,14.4,1,花蓮市地震站東南方  21.4  公里(花蓮市地震站東南方  21.4  公里)
092   ,2003-08-23 19:31:04,121.75,23.82,4.3,14.0,3,花蓮市地震站東南方  21.8  公里(花蓮市地震站東南方  21.8  公里)
小區域有感地震,2003-08-23 19:13:04,120.77,24.2,3.6,25.6,3,台中市地震站東偏北方  10.3  公里(台中市地震站東偏北方  10.3  公里)
091   ,2003-08-17 06:36:34,121.6,23.97,2.8,10.5,2,花蓮市地震站西偏南  1.6  公里(花蓮市地震站西偏南  1.6  公里)
小區域有感地震,2003-08-15 17:05:14,120.93,23.35,3.6,7.3,2,台東利稻地震站北偏西方  20.5  公里(台東利稻地震站北偏西方  20.5  公里)
小區域有感地震,2003-08-13 03:19:10,122.0,24.0,4.1,30.5,2,花蓮市地震站東方  39.6  公里(花蓮市地震站東方  39.6  公里)
090   ,2003-08-12 00:30:13,121.56,24.59,5.4,58.5,5,宜蘭牛鬥地震站南偏西方  5.2  公里(宜蘭牛鬥地震站南偏西方  5.2  公里)
089   ,2003-08-10 19:27:14,121.7,24.15,3.9,6.7,4,花蓮秀林地震站東北方  12.5  公里(花蓮秀林地震站東北方  12.5  公里)
小區域有感地震,2003-08-10 12:42:13,121.67,24.16,3.4,5.9,3,花蓮秀林地震站東北方  11.5  公里(花蓮秀林地震站東北方  11.5  公里)
小區域有感地震,2003-08-10 11:59:30,121.68,24.17,3.4,6.2,2,花蓮秀林地震站東北方  12.1  公里(花蓮秀林地震站東北方  12.1  公里)
小區域有感地震,2003-08-10 06:16:44,121.12,24.09,3.8,10.2,2,台中德基地震站南偏西方  18.2  公里(台中德基地震站南偏西方  18.2  公里)
088   ,2003-08-09 21:30:01,122.03,24.44,3.8,16.4,4,宜蘭蘇澳地震站東南方  24.9  公里(宜蘭蘇澳地震站東南方  24.9  公里)
小區域有感地震,2003-08-09 04:57:55,121.47,23.95,3.1,14.4,3,花蓮市地震站西方  14.9  公里(花蓮市地震站西方  14.9  公里)
小區域有感地震,2003-08-08 16:39:17,121.59,23.96,2.8,9.9,2,花蓮市地震站西偏南  2.5  公里(花蓮市地震站西偏南  2.5  公里)
小區域有感地震,2003-08-07 02:01:37,121.44,23.73,3.8,18.4,1,花蓮西林地震站南方  8.7  公里(花蓮西林地震站南方  8.7  公里)
087   ,2003-08-06 20:23:08,121.57,23.98,5.1,10.3,5,花蓮市地震站西方  3.9  公里(花蓮市地震站西方  3.9  公里)
小區域有感地震,2003-08-06 20:22:50,121.54,23.99,2.7,10.3,2,花蓮市地震站西方  8.0  公里(花蓮市地震站西方  8.0  公里)
086   ,2003-08-04 18:53:24,120.45,21.97,5.2,43.7,3,屏東恆春地震站西方  31.2  公里(屏東恆春地震站西方  31.2  公里)
小區域有感地震,2003-08-04 13:53:05,121.88,24.71,4.2,80.9,1,宜蘭蘇澳地震站北偏東方  11.0  公里(宜蘭蘇澳地震站北偏東方  11.0  公里)
085   ,2003-08-03 19:35:23,121.65,24.21,5.3,57.7,4,花蓮秀林地震站北偏東方  15.4  公里(花蓮秀林地震站北偏東方  15.4  公里)
小區域有感地震,2003-08-03 14:07:28,121.83,24.11,4.1,5.6,1,花蓮秀林地震站東方  22.8  公里(花蓮秀林地震站東方  22.8  公里)
084   ,2003-08-03 02:54:48,122.36,24.67,4.8,95.3,2,宜蘭蘇澳地震站東方  51.5  公里(宜蘭蘇澳地震站東方  51.5  公里)
