編號,地震時間,經度,緯度,規模,深度,最大震度,位置
039   ,2003-04-30 06:02:04,121.85,24.48,3.3,12.2,3,宜蘭南澳地震站東偏北方  11.4  公里(宜蘭南澳地震站東偏北方  11.4  公里)
小區域有感地震,2003-04-27 02:37:35,120.43,23.23,3.6,9.4,1,台南東山地震站西偏南  8.8  公里(台南東山地震站西偏南  8.8  公里)
038   ,2003-04-23 14:47:34,121.89,24.46,4.1,12.0,4,宜蘭南澳地震站東偏北方  14.5  公里(宜蘭南澳地震站東偏北方  14.5  公里)
037   ,2003-04-23 13:36:30,121.89,24.45,3.9,11.8,4,宜蘭南澳地震站東方  14.2  公里(宜蘭南澳地震站東方  14.2  公里)
小區域有感地震,2003-04-23 11:23:26,121.54,24.1,2.8,18.5,2,花蓮秀林地震站西偏北方  7.3  公里(花蓮秀林地震站西偏北方  7.3  公里)
036   ,2003-04-17 10:57:06,121.54,24.03,3.2,22.9,3,花蓮秀林地震站西南方  8.8  公里(花蓮秀林地震站西南方  8.8  公里)
035   ,2003-04-16 06:19:14,121.98,24.16,4.5,48.4,3,宜蘭南澳地震站東南方  37.7  公里(宜蘭南澳地震站東南方  37.7  公里)
034   ,2003-04-15 09:50:05,121.28,22.8,4.0,6.7,2,台東市地震站東偏北方  14.4  公里(台東市地震站東偏北方  14.4  公里)
033   ,2003-04-12 15:47:40,120.64,23.55,3.7,10.3,3,斗六市地震站南偏東方  21.3  公里(斗六市地震站南偏東方  21.3  公里)
032   ,2003-04-11 21:53:20,120.52,23.39,3.9,8.2,3,台南東山地震站北方  13.8  公里(台南東山地震站北方  13.8  公里)
小區域有感地震,2003-04-10 23:32:00,122.13,24.81,4.4,93.2,3,宜蘭蘇澳地震站東北方  35.1  公里(宜蘭蘇澳地震站東北方  35.1  公里)
031   ,2003-04-10 12:44:24,120.55,23.18,3.9,15.0,3,嘉義大埔地震站西南方  10.0  公里(嘉義大埔地震站西南方  10.0  公里)
030   ,2003-04-10 12:39:46,120.56,23.18,3.8,14.8,3,嘉義大埔地震站西南方  10.0  公里(嘉義大埔地震站西南方  10.0  公里)
小區域有感地震,2003-04-05 12:57:58,121.83,21.66,3.6,9.2,2,台東蘭嶼地震站東南方  50.0  公里(台東蘭嶼地震站東南方  50.0  公里)
029   ,2003-04-03 23:18:48,121.63,24.11,4.0,37.5,2,花蓮秀林地震站東北方  4.1  公里(花蓮秀林地震站東北方  4.1  公里)
小區域有感地震,2003-04-03 15:17:00,120.48,23.14,2.8,13.8,2,高雄甲仙地震站西偏北方  13.0  公里(高雄甲仙地震站西偏北方  13.0  公里)
028   ,2003-04-03 14:59:33,120.49,23.15,4.7,14.4,5,台南東山地震站南方  12.4  公里(台南東山地震站南方  12.4  公里)
027   ,2003-04-03 14:39:21,121.58,23.96,2.9,9.3,3,花蓮市地震站西偏南  4.3  公里(花蓮市地震站西偏南  4.3  公里)
026   ,2003-04-02 22:20:19,121.79,24.29,3.7,11.6,3,宜蘭南澳地震站南偏東方  15.8  公里(宜蘭南澳地震站南偏東方  15.8  公里)
小區域有感地震,2003-04-02 21:25:03,120.94,24.4,3.4,9.8,1,苗栗三義地震站東方  17.7  公里(苗栗三義地震站東方  17.7  公里)
小區域有感地震,2003-04-01 19:39:58,121.35,23.0,4.4,20.4,5,台東成功地震站南偏西方  11.2  公里(台東成功地震站南偏西方  11.2  公里)
小區域有感地震,2003-04-01 14:05:34,121.83,24.28,3.2,10.9,2,宜蘭南澳地震站南偏東方  18.2  公里(宜蘭南澳地震站南偏東方  18.2  公里)
