編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2003-07-31 09:37:09,121.02,23.85,3.8,13.0,1,南投名間地震站東方  33.1  公里(南投名間地震站東方  33.1  公里)
小區域有感地震,2003-07-31 02:36:31,122.46,23.92,5.2,12.3,2,花蓮市地震站東方  86.6  公里(花蓮市地震站東方  86.6  公里)
小區域有感地震,2003-07-30 03:52:23,120.91,23.37,3.8,4.3,2,台東利稻地震站北偏西方  23.1  公里(台東利稻地震站北偏西方  23.1  公里)
083   ,2003-07-29 23:43:13,120.72,23.48,4.1,6.6,3,嘉義大埔地震站北偏東方  28.1  公里(嘉義大埔地震站北偏東方  28.1  公里)
小區域有感地震,2003-07-28 08:13:03,121.02,23.99,3.7,7.6,2,台中德基地震站南偏西方  32.1  公里(台中德基地震站南偏西方  32.1  公里)
082   ,2003-07-25 11:10:30,122.42,24.69,5.3,98.7,3,宜蘭蘇澳地震站東方  58.0  公里(宜蘭蘇澳地震站東方  58.0  公里)
081   ,2003-07-24 09:14:05,121.46,23.9,3.9,15.9,4,花蓮西林地震站北偏東方  9.9  公里(花蓮西林地震站北偏東方  9.9  公里)
小區域有感地震,2003-07-22 15:28:29,121.37,22.16,3.6,13.6,3,台東蘭嶼地震站西偏北方  23.4  公里(台東蘭嶼地震站西偏北方  23.4  公里)
小區域有感地震,2003-07-21 21:53:32,121.62,24.3,2.8,20.2,3,宜蘭南澳地震站西南方  19.3  公里(宜蘭南澳地震站西南方  19.3  公里)
080   ,2003-07-21 07:35:46,121.82,24.41,3.4,12.0,5,宜蘭南澳地震站東方  7.8  公里(宜蘭南澳地震站東方  7.8  公里)
小區域有感地震,2003-07-18 14:33:54,121.67,24.03,3.8,38.2,1,花蓮市地震站東北方  8.1  公里(花蓮市地震站東北方  8.1  公里)
079   ,2003-07-18 10:41:20,121.84,24.59,5.1,74.4,3,宜蘭蘇澳地震站西南方  3.4  公里(宜蘭蘇澳地震站西南方  3.4  公里)
078   ,2003-07-14 13:18:51,121.66,24.07,4.4,8.4,3,花蓮秀林地震站東偏南方  5.4  公里(花蓮秀林地震站東偏南方  5.4  公里)
小區域有感地震,2003-07-14 13:06:32,121.67,24.06,2.9,6.4,2,花蓮秀林地震站東偏南方  6.9  公里(花蓮秀林地震站東偏南方  6.9  公里)
077   ,2003-07-13 23:06:30,121.9,24.46,4.7,18.8,5,宜蘭南澳地震站東偏北方  15.5  公里(宜蘭南澳地震站東偏北方  15.5  公里)
076   ,2003-07-13 22:13:31,121.82,24.32,4.4,5.4,5,宜蘭南澳地震站南偏東方  13.1  公里(宜蘭南澳地震站南偏東方  13.1  公里)
075   ,2003-07-13 14:43:55,120.57,23.18,3.5,15.9,3,嘉義大埔地震站西南方  8.9  公里(嘉義大埔地震站西南方  8.9  公里)
小區域有感地震,2003-07-13 12:45:08,121.78,24.45,3.2,18.2,4,宜蘭南澳地震站東偏北方  4.4  公里(宜蘭南澳地震站東偏北方  4.4  公里)
074   ,2003-07-13 03:17:34,121.34,23.04,4.4,19.9,3,台東成功地震站西南方  7.0  公里(台東成功地震站西南方  7.0  公里)
073   ,2003-07-11 08:31:21,121.8,24.44,3.6,18.3,4,宜蘭南澳地震站東偏北方  4.9  公里(宜蘭南澳地震站東偏北方  4.9  公里)
072   ,2003-07-09 15:32:54,121.46,23.49,4.4,29.3,3,花蓮玉里地震站東北方  21.9  公里(花蓮玉里地震站東北方  21.9  公里)
071   ,2003-07-08 08:26:54,121.86,24.36,3.4,9.6,3,宜蘭南澳地震站東偏南方  13.2  公里(宜蘭南澳地震站東偏南方  13.2  公里)
070   ,2003-07-08 08:20:56,121.81,24.37,3.2,10.2,3,宜蘭南澳地震站東南方  8.6  公里(宜蘭南澳地震站東南方  8.6  公里)
小區域有感地震,2003-07-04 19:48:02,121.33,21.85,5.2,70.2,3,台東蘭嶼地震站西南方  31.3  公里(台東蘭嶼地震站西南方  31.3  公里)
