編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2020-01-31 17:41:12,122.03,24.84,3.7,11.4,1,宜蘭縣政府東偏北方  29.9  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2020-01-31 16:24:40,122.04,24.84,4.0,9.9,2,宜蘭縣政府東偏北方  30.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2020-01-31 14:09:38,122.06,24.84,4.4,12.5,2,宜蘭縣政府東偏北方  32.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2020-01-31 09:18:11,121.91,24.8,3.5,8.5,2,宜蘭縣政府東偏北方  16.9  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2020-01-29 15:51:53,120.2,23.33,2.9,8.3,1,嘉義縣政府西南方  17.1  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
004   ,2020-01-28 18:05:53,120.51,23.22,4.3,14.5,3,臺南市政府東北方  41.3  公里 (位於臺南市楠西區)(臺南市楠西區)
小區域有感地震,2020-01-28 00:12:31,120.63,22.65,4.0,33.2,2,屏東縣政府東偏南方  14.7  公里 (位於屏東縣瑪家鄉)(屏東縣瑪家鄉)
小區域有感地震,2020-01-26 11:12:30,121.68,23.92,3.9,50.6,1,花蓮縣政府東南方  10.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2020-01-22 17:22:39,120.61,23.66,2.9,10.5,2,雲林縣政府東偏南方  9.3  公里 (位於雲林縣古坑鄉)(雲林縣古坑鄉)
小區域有感地震,2020-01-22 05:49:43,121.52,23.57,3.7,32.9,2,花蓮縣政府南偏西方  48.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2020-01-18 17:30:40,121.87,24.51,3.6,17.8,2,宜蘭縣政府南偏東方  27.4  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2020-01-17 00:38:24,121.45,23.92,3.5,21.6,3,花蓮縣政府西偏南方  18.9  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2020-01-15 20:41:48,121.61,25.19,3.1,4.2,3,新北市政府東北方  24.5  公里 (位於新北市萬里區)(新北市萬里區)
小區域有感地震,2020-01-15 02:06:42,121.39,24.41,3.1,6.5,4,宜蘭縣政府西南方  51.5  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2020-01-12 16:29:36,121.43,23.16,3.5,26.6,3,臺東縣政府東北方  53.1  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2020-01-11 23:19:31,121.82,24.8,3.7,8.4,3,宜蘭縣政府東北方  9.1  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2020-01-10 19:49:21,120.98,24.65,3.1,8.6,2,苗栗縣政府東偏北方  18.9  公里 (位於苗栗縣三灣鄉)(苗栗縣三灣鄉)
003   ,2020-01-09 03:06:42,121.64,23.91,4.6,40.2,3,花蓮縣政府南偏東方  8.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2020-01-09 01:31:04,121.53,24.14,3.5,25.4,2,花蓮縣政府北偏西方  18.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2020-01-08 23:23:33,121.79,24.33,3.4,13.8,3,宜蘭縣政府南方  44.0  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2020-01-08 23:21:23,121.8,24.33,3.5,14.0,3,宜蘭縣政府南方  44.3  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2020-01-07 21:03:16,121.8,24.24,3.5,24.3,2,花蓮縣政府東北方  33.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2020-01-06 14:59:39,120.26,23.38,3.3,9.1,3,嘉義縣政府南偏西方  9.0  公里 (位於嘉義縣鹿草鄉)(嘉義縣鹿草鄉)
002   ,2020-01-06 14:53:55,120.26,23.38,4.8,8.5,4,嘉義縣政府南偏西方  9.7  公里 (位於嘉義縣鹿草鄉)(嘉義縣鹿草鄉)
小區域有感地震,2020-01-03 19:47:08,121.29,22.58,3.9,17.9,2,臺東縣政府東南方  24.6  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2020-01-02 19:33:25,121.69,24.83,4.0,83.8,1,宜蘭縣政府西北方  13.4  公里 (位於宜蘭縣礁溪鄉)(宜蘭縣礁溪鄉)
小區域有感地震,2020-01-02 18:14:28,121.49,23.4,3.9,35.1,3,臺東縣政府北偏東方  79.1  公里 (位於臺東縣近海)(臺東縣近海)
001   ,2020-01-01 03:10:10,121.67,24.08,4.9,10.8,4,花蓮縣政府北偏東方  11.5  公里 (位於花蓮縣近海)(花蓮縣近海)
