編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2020-04-27 20:29:02,120.92,23.09,3.7,5.4,3,臺東縣政府西北方  44.6  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
024   ,2020-04-27 19:58:53,120.92,23.11,4.4,2.4,3,臺東縣政府北偏西方  46.3  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
023   ,2020-04-27 19:16:48,120.91,23.11,4.4,2.7,3,臺東縣政府西北方  46.2  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
小區域有感地震,2020-04-27 13:51:41,121.17,22.87,4.1,26.9,2,臺東縣政府北方  12.5  公里 (位於臺東縣東河鄉)(臺東縣東河鄉)
小區域有感地震,2020-04-25 17:13:05,120.85,22.78,3.3,6.9,2,屏東縣政府東偏北方  39.1  公里 (位於屏東縣霧台鄉)(屏東縣霧台鄉)
小區域有感地震,2020-04-24 03:18:35,121.85,24.52,3.2,7.0,3,宜蘭縣政府南偏東方  25.3  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2020-04-22 21:03:53,120.91,23.11,4.1,3.3,3,臺東縣政府西北方  46.0  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
022   ,2020-04-21 23:02:11,121.75,24.08,4.5,38.6,3,花蓮縣政府東偏北方  15.9  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2020-04-20 14:04:23,120.67,22.85,3.6,16.9,3,屏東縣政府東北方  26.4  公里 (位於屏東縣三地門鄉)(屏東縣三地門鄉)
小區域有感地震,2020-04-20 05:59:25,121.52,24.08,3.1,19.8,2,花蓮縣政府西北方  13.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2020-04-20 04:43:36,120.16,22.97,3.0,16.9,2,臺南市政府西南方  3.4  公里 (位於臺南市南區)(臺南市南區)
小區域有感地震,2020-04-20 02:41:15,120.17,22.97,3.3,15.0,2,臺南市政府西南方  2.7  公里 (位於臺南市南區)(臺南市南區)
021   ,2020-04-12 19:36:41,122.2,24.06,5.2,45.4,2,花蓮縣政府東方  59.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2020-04-11 10:53:13,121.6,24.6,3.8,54.7,2,宜蘭縣政府西南方  21.9  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
020   ,2020-04-11 00:44:57,122.17,20.54,6.5,179.4,3,臺東縣政府南偏東方  266.8  公里(臺東縣政府南偏東方  266.8  公里)
小區域有感地震,2020-04-10 19:52:28,121.72,23.9,4.0,18.2,2,花蓮縣政府東南方  13.9  公里 (位於臺灣東部海域)(臺灣東部海域)
019   ,2020-04-09 07:49:19,121.86,24.26,4.8,25.9,3,花蓮縣政府東北方  38.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2020-04-08 08:07:40,122.66,24.31,4.8,52.2,1,宜蘭縣政府東偏南方  102.6  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2020-04-04 04:11:22,120.14,23.2,3.0,12.3,3,臺南市政府北偏西方  23.4  公里 (位於臺南市將軍區)(臺南市將軍區)
小區域有感地震,2020-04-02 10:52:23,120.46,23.09,4.0,10.2,3,臺南市政府東偏北方  30.4  公里 (位於臺南市玉井區)(臺南市玉井區)
小區域有感地震,2020-04-01 16:55:34,121.04,22.98,3.5,9.7,3,臺東縣政府北偏西方  27.9  公里 (位於臺東縣延平鄉)(臺東縣延平鄉)
