編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2024-03-30 05:29:55,121.756,24.4315,4.0,25.4,3,宜蘭縣政府南方  33.2  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2024-03-29 22:23:31,121.528,23.7688,3.4,7.5,2,花蓮縣政府南南西方  26.3  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
016   ,2024-03-29 19:11:19,121.34,22.7793,4.2,11.5,3,臺東縣政府東方  19.6  公里 (位於臺灣東南部海域)(臺灣東南部海域)
015   ,2024-03-25 18:13:36,121.619,23.9857,4.8,43.0,3,花蓮縣政府南南西方  .6  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
小區域有感地震,2024-03-23 11:54:13,121.758,24.3012,2.9,16.5,2,花蓮縣政府北北東方  37.1  公里 (位於花蓮縣近海)(花蓮縣近海)
014   ,2024-03-21 18:49:52,121.525,24.077,5.3,21.3,4,花蓮縣政府西北方  13.6  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024-03-21 14:50:24,121.62,23.9347,3.5,26.2,1,花蓮縣政府南方  6.2  公里 (位於花蓮縣近海)(花蓮縣近海)
013   ,2024-03-19 19:20:29,121.772,23.8215,5.0,18.9,3,花蓮縣政府東南方  24.3  公里 (位於臺灣東部海域)(臺灣東部海域)
012   ,2024-03-16 18:45:52,121.469,23.196,4.6,42.4,3,臺東縣政府東北方  58.7  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2024-03-13 22:26:01,121.92,24.397,4.3,27.4,3,宜蘭縣政府南南東方  40.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-03-13 21:52:39,121.894,24.3987,4.1,25.9,2,宜蘭縣政府南南東方  39.1  公里 (位於臺灣東部海域)(臺灣東部海域)
011   ,2024-03-13 21:36:54,121.942,24.3867,4.7,27.5,3,宜蘭縣政府南南東方  42.2  公里 (位於臺灣東部海域)(臺灣東部海域)
010   ,2024-03-11 18:54:17,121.423,23.1897,4.7,24.4,4,臺東縣政府北北東方  55.6  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2024-03-08 06:05:22,120.287,23.4752,3.3,16.9,3,嘉義縣政府北北西方  1.9  公里 (位於嘉義縣六腳鄉)(嘉義縣六腳鄉)
小區域有感地震,2024-03-08 04:25:44,122.067,24.6355,4.2,55.5,2,宜蘭縣政府東南東方  32.6  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-03-05 15:43:16,121.302,23.4652,4.0,12.2,3,花蓮縣政府南南西方  66.6  公里 (位於花蓮縣卓溪鄉)(花蓮縣卓溪鄉)
小區域有感地震,2024-03-02 18:07:27,121.947,24.662,4.1,58.2,1,宜蘭縣政府東南東方  20.1  公里 (位於臺灣東部海域)(臺灣東部海域)
