編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2024-07-31 15:26:56,121.531,23.5562,4.1,31.0,2,花蓮縣政府南南西方  49.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-07-31 11:31:58,121.441,23.2888,3.7,25.2,2,臺東縣政府北北東方  66.2  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2024-07-31 07:54:50,120.207,23.3583,3.4,8.8,3,嘉義縣政府西南方  14.2  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
小區域有感地震,2024-07-30 22:48:06,120.31,23.1747,3.8,11.4,3,臺南市政府東北方  23.9  公里 (位於臺南市官田區)(臺南市官田區)
小區域有感地震,2024-07-29 22:27:08,121.865,24.2852,3.7,9.9,2,花蓮縣政府東北方  41.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-07-29 22:12:04,121.015,21.722,4.6,30.6,2,臺東縣政府南方  115.2  公里 (位於臺灣南部海域)(臺灣南部海域)
小區域有感地震,2024-07-29 12:19:51,121.692,23.7867,3.9,44.8,1,花蓮縣政府南南東方  23.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-07-28 19:58:08,121.599,23.8618,3.9,30.5,2,花蓮縣政府南方  14.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-07-28 19:36:43,121.471,23.9073,3.1,15.2,1,花蓮縣政府西南西方  17.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024-07-28 09:54:51,121.743,23.9628,3.8,27.4,2,花蓮縣政府東南東方  12.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-07-27 22:15:40,122.109,24.8152,4.2,15.5,2,宜蘭縣政府東北東方  36.2  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-07-27 21:50:23,121.811,24.3888,4.0,9.7,3,宜蘭縣政府南方  38.2  公里 (位於宜蘭縣近海)(宜蘭縣近海)
436   ,2024-07-27 19:21:48,121.162,21.826,5.6,49.5,3,臺東縣政府南方  102.9  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2024-07-27 00:38:40,121.457,21.9318,4.0,22.3,4,臺東縣政府南南東方  96.5  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2024-07-26 23:15:41,121.912,24.5463,3.5,7.7,2,宜蘭縣政府東南方  25.4  公里 (位於宜蘭縣近海)(宜蘭縣近海)
435   ,2024-07-26 21:49:09,120.684,22.849,4.6,17.4,4,屏東縣政府東北方  27.2  公里 (位於屏東縣三地門鄉)(屏東縣三地門鄉)
小區域有感地震,2024-07-26 16:20:54,121.944,24.0837,4.3,27.6,2,花蓮縣政府東北東方  34.5  公里 (位於臺灣東部海域)(臺灣東部海域)
434   ,2024-07-26 10:23:59,121.659,24.143,5.1,40.9,4,花蓮縣政府北北東方  17.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-07-26 10:14:06,121.662,24.0207,4.0,32.3,1,花蓮縣政府東北方  5.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-07-26 09:09:38,121.254,23.8522,3.7,5.7,3,花蓮縣政府西南西方  40.3  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
小區域有感地震,2024-07-26 06:49:35,121.712,24.0355,3.9,18.6,3,花蓮縣政府東北東方  10.6  公里 (位於花蓮縣近海)(花蓮縣近海)
