編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2024-06-30 14:52:49,121.867,24.2887,4.0,12.1,2,花蓮縣政府東北方  41.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-06-30 14:18:32,120.394,23.2403,3.9,10.9,2,臺南市政府東北方  34.8  公里 (位於臺南市柳營區)(臺南市柳營區)
小區域有感地震,2024-06-30 11:14:22,121.609,23.8253,4.2,36.1,2,花蓮縣政府南方  18.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-06-29 20:04:37,121.927,24.8732,4.5,104.4,1,宜蘭縣政府東北方  22.9  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2024-06-29 15:38:37,121.835,24.412,3.5,10.7,3,宜蘭縣政府南南東方  36.1  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2024-06-29 14:39:04,122.423,25.3385,5.6,250.4,2,基隆市政府東北東方  72.0  公里 (位於臺灣東北部海域)(臺灣東北部海域)
小區域有感地震,2024-06-27 13:10:35,121.584,23.9437,3.3,10.6,2,花蓮縣政府西南方  6.4  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
小區域有感地震,2024-06-27 01:01:20,121.624,23.9643,4.1,27.0,3,花蓮縣政府南方  3.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-06-26 23:06:39,121.735,23.8332,4.1,21.3,2,花蓮縣政府東南方  21.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-06-26 16:56:48,121.544,24.0057,3.2,8.1,2,花蓮縣政府西方  7.9  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024-06-25 22:26:14,121.944,24.3887,3.9,20.6,3,宜蘭縣政府南南東方  42.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-06-25 20:21:55,121.697,24.189,3.6,15.0,2,花蓮縣政府北北東方  23.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-06-25 10:19:01,120.105,23.2078,3.9,14.4,3,臺南市政府北北西方  25.3  公里 (位於臺南市將軍區)(臺南市將軍區)
426   ,2024-06-24 08:40:44,121.687,24.1387,4.2,7.9,4,花蓮縣政府北北東方  17.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-06-24 07:03:57,121.571,23.8312,3.2,6.5,2,花蓮縣政府南南西方  18.4  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
425   ,2024-06-23 22:27:09,121.619,23.8317,5.5,23.8,4,花蓮縣政府南方  17.6  公里 (位於花蓮縣近海)(花蓮縣近海)
