編號,地震時間,經度,緯度,規模,深度,最大震度,位置
090   ,2001-08-31 23:29:20,121.66,24.13,4.0,8.3,4,花蓮秀林地震站東北方  8.4  公里(花蓮秀林地震站東北方  8.4  公里)
小區域有感地震,2001-08-31 19:37:46,121.65,24.15,2.9,6.7,3,花蓮秀林地震站東北方  9.6  公里(花蓮秀林地震站東北方  9.6  公里)
089   ,2001-08-31 19:33:16,121.66,24.14,4.5,5.9,2,花蓮秀林地震站東北方  8.6  公里(花蓮秀林地震站東北方  8.6  公里)
088   ,2001-08-30 21:57:17,121.68,24.13,4.0,40.5,2,花蓮秀林地震站東北方  9.5  公里(花蓮秀林地震站東北方  9.5  公里)
小區域有感地震,2001-08-30 21:44:31,121.87,24.02,3.2,42.8,2,花蓮市地震站東方  27.0  公里(花蓮市地震站東方  27.0  公里)
小區域有感地震,2001-08-30 11:23:59,121.47,23.94,3.3,17.0,2,花蓮西林地震站北方  14.9  公里(花蓮西林地震站北方  14.9  公里)
小區域有感地震,2001-08-29 20:50:30,120.64,23.55,3.2,7.5,2,斗六市地震站南偏東方  20.5  公里(斗六市地震站南偏東方  20.5  公里)
小區域有感地震,2001-08-25 08:17:01,121.81,24.44,3.5,2.8,3,宜蘭南澳地震站東偏北方  6.4  公里(宜蘭南澳地震站東偏北方  6.4  公里)
小區域有感地震,2001-08-24 09:50:08,121.6,24.28,2.6,15.8,2,宜蘭南澳地震站西南方  21.4  公里(宜蘭南澳地震站西南方  21.4  公里)
小區域有感地震,2001-08-23 00:29:19,121.48,23.91,3.4,19.3,3,花蓮西林地震站北偏東方  11.1  公里(花蓮西林地震站北偏東方  11.1  公里)
小區域有感地震,2001-08-22 23:39:48,120.67,22.88,3.9,20.0,2,高雄甲仙地震站南偏東方  24.1  公里(高雄甲仙地震站南偏東方  24.1  公里)
087   ,2001-08-21 00:57:59,121.59,23.98,4.8,12.8,4,花蓮市地震站西方  2.4  公里(花蓮市地震站西方  2.4  公里)
小區域有感地震,2001-08-20 14:07:40,120.67,22.88,4.1,21.0,3,高雄甲仙地震站南偏東方  23.9  公里(高雄甲仙地震站南偏東方  23.9  公里)
小區域有感地震,2001-08-20 14:06:09,120.66,22.85,4.0,19.6,3,高雄旗山地震站東方  23.8  公里(高雄旗山地震站東方  23.8  公里)
小區域有感地震,2001-08-19 19:01:53,120.66,22.84,4.1,22.2,2,高雄旗山地震站東方  23.5  公里(高雄旗山地震站東方  23.5  公里)
小區域有感地震,2001-08-19 18:47:06,120.66,22.84,4.2,21.4,3,高雄旗山地震站東方  23.3  公里(高雄旗山地震站東方  23.3  公里)
086   ,2001-08-19 09:58:26,121.58,22.37,4.4,27.2,2,台東蘭嶼地震站北方  36.8  公里(台東蘭嶼地震站北方  36.8  公里)
小區域有感地震,2001-08-12 15:21:16,120.47,23.45,3.0,7.2,2,嘉義市地震站東南方  6.0  公里(嘉義市地震站東南方  6.0  公里)
085   ,2001-08-11 09:02:23,121.09,23.19,4.4,7.3,4,台東利稻地震站東方  6.8  公里(台東利稻地震站東方  6.8  公里)
小區域有感地震,2001-08-09 07:46:37,121.74,23.96,3.9,19.0,3,花蓮市地震站東方  12.5  公里(花蓮市地震站東方  12.5  公里)
小區域有感地震,2001-08-08 13:01:57,120.46,23.55,3.4,11.1,3,嘉義市地震站北偏東方  6.1  公里(嘉義市地震站北偏東方  6.1  公里)
084   ,2001-08-08 01:27:41,120.96,24.15,4.1,41.2,2,台中德基地震站西偏南  22.8  公里(台中德基地震站西偏南  22.8  公里)
小區域有感地震,2001-08-06 22:18:55,121.82,24.12,4.1,7.7,2,花蓮秀林地震站東方  21.8  公里(花蓮秀林地震站東方  21.8  公里)
