編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2001-11-30 18:09:00,121.0,23.19,3.6,9.4,4,台東利稻地震站西方  2.1  公里(台東利稻地震站西方  2.1  公里)
小區域有感地震,2001-11-30 15:26:40,122.16,24.27,3.7,47.9,2,宜蘭南澳地震站東偏南方  45.4  公里(宜蘭南澳地震站東偏南方  45.4  公里)
小區域有感地震,2001-11-29 15:34:12,122.32,24.07,4.8,13.4,2,宜蘭南澳地震站東偏南方  69.4  公里(宜蘭南澳地震站東偏南方  69.4  公里)
小區域有感地震,2001-11-27 20:11:14,121.09,22.71,4.1,17.2,3,台東市地震站西偏南  8.2  公里(台東市地震站西偏南  8.2  公里)
小區域有感地震,2001-11-27 11:12:21,120.81,22.83,4.2,20.7,2,高雄甲仙地震站東南方  35.3  公里(高雄甲仙地震站東南方  35.3  公里)
小區域有感地震,2001-11-27 07:35:08,121.95,24.39,4.0,26.9,2,宜蘭南澳地震站東方  20.5  公里(宜蘭南澳地震站東方  20.5  公里)
小區域有感地震,2001-11-25 20:44:24,120.99,22.47,4.2,8.6,3,台東大武地震站東北方  15.8  公里(台東大武地震站東北方  15.8  公里)
125   ,2001-11-24 16:15:30,120.4,23.5,3.7,11.4,3,嘉義市地震站西方  3.7  公里(嘉義市地震站西方  3.7  公里)
小區域有感地震,2001-11-24 13:46:23,122.29,25.39,5.5,274.3,2,基隆市地震站東偏北方  58.6  公里(基隆市地震站東偏北方  58.6  公里)
小區域有感地震,2001-11-21 16:27:40,120.91,24.23,3.9,8.1,2,苗栗三義地震站東南方  24.6  公里(苗栗三義地震站東南方  24.6  公里)
小區域有感地震,2001-11-21 13:27:35,121.86,23.88,3.9,38.8,2,花蓮市地震站東偏南方  27.4  公里(花蓮市地震站東偏南方  27.4  公里)
124   ,2001-11-20 11:39:54,120.45,23.46,3.1,10.6,3,嘉義市地震站南偏東方  4.2  公里(嘉義市地震站南偏東方  4.2  公里)
小區域有感地震,2001-11-19 14:12:25,121.75,24.3,3.6,13.0,4,宜蘭南澳地震站南方  14.4  公里(宜蘭南澳地震站南方  14.4  公里)
小區域有感地震,2001-11-17 16:13:22,121.55,23.93,3.8,28.1,2,花蓮市地震站西偏南  8.2  公里(花蓮市地震站西偏南  8.2  公里)
123   ,2001-11-10 05:55:29,120.91,22.82,3.9,10.0,3,台東市地震站西偏北方  26.2  公里(台東市地震站西偏北方  26.2  公里)
小區域有感地震,2001-11-05 10:04:20,120.42,23.51,2.0,5.7,3,嘉義市地震站北偏西方  2.3  公里(嘉義市地震站北偏西方  2.3  公里)
小區域有感地震,2001-11-04 17:59:21,121.04,23.93,3.8,7.3,2,南投名間地震站東方  36.2  公里(南投名間地震站東方  36.2  公里)
122   ,2001-11-04 16:45:35,121.04,23.94,5.0,7.5,3,南投名間地震站東方  36.3  公里(南投名間地震站東方  36.3  公里)
小區域有感地震,2001-11-04 14:52:18,121.65,23.94,3.6,36.8,2,花蓮市地震站東南方  5.8  公里(花蓮市地震站東南方  5.8  公里)
121   ,2001-11-01 07:55:30,120.73,23.57,3.4,17.7,2,斗六市地震站東南方  25.4  公里(斗六市地震站東南方  25.4  公里)
小區域有感地震,2001-11-01 03:15:26,121.59,23.82,3.3,33.4,2,花蓮西林地震站東方  15.1  公里(花蓮西林地震站東方  15.1  公里)
