編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2001-02-26 12:35:07,121.43,24.11,3.0,11.7,2,花蓮秀林地震站西方  17.7  公里(花蓮秀林地震站西方  17.7  公里)
小區域有感地震,2001-02-24 09:19:09,121.21,24.69,4.1,6.7,2,桃園三光地震站西方  15.7  公里(桃園三光地震站西方  15.7  公里)
小區域有感地震,2001-02-24 08:56:27,121.5,24.05,3.3,13.0,3,花蓮秀林地震站西偏南  10.9  公里(花蓮秀林地震站西偏南  10.9  公里)
030   ,2001-02-24 03:18:26,121.64,23.56,4.9,29.3,2,花蓮西林地震站東南方  33.9  公里(花蓮西林地震站東南方  33.9  公里)
小區域有感地震,2001-02-22 21:23:18,121.44,23.96,3.2,11.7,3,花蓮西林地震站北方  16.6  公里(花蓮西林地震站北方  16.6  公里)
小區域有感地震,2001-02-22 14:20:47,121.84,24.46,3.0,7.3,3,宜蘭南澳地震站東偏北方  10.4  公里(宜蘭南澳地震站東偏北方  10.4  公里)
029   ,2001-02-20 14:22:53,121.71,24.05,4.2,39.7,2,花蓮秀林地震站東偏南方  11.1  公里(花蓮秀林地震站東偏南方  11.1  公里)
028   ,2001-02-20 09:41:22,120.73,23.59,4.1,18.2,4,斗六市地震站東南方  24.1  公里(斗六市地震站東南方  24.1  公里)
027   ,2001-02-20 03:34:11,120.73,23.59,3.4,18.4,3,斗六市地震站東南方  24.3  公里(斗六市地震站東南方  24.3  公里)
026   ,2001-02-19 04:25:10,120.72,23.59,4.9,17.7,4,斗六市地震站東南方  23.3  公里(斗六市地震站東南方  23.3  公里)
025   ,2001-02-18 18:31:45,120.64,23.55,3.9,10.1,4,斗六市地震站南偏東方  20.7  公里(斗六市地震站南偏東方  20.7  公里)
小區域有感地震,2001-02-17 17:32:37,120.72,23.97,3.3,12.1,3,南投名間地震站北偏東方  10.7  公里(南投名間地震站北偏東方  10.7  公里)
024   ,2001-02-17 07:13:09,122.76,24.46,6.0,60.6,3,宜蘭蘇澳地震站東方  92.7  公里(宜蘭蘇澳地震站東方  92.7  公里)
023   ,2001-02-15 22:50:34,120.71,23.58,3.8,18.7,3,斗六市地震站東南方  22.9  公里(斗六市地震站東南方  22.9  公里)
小區域有感地震,2001-02-15 17:02:01,121.06,23.88,3.8,22.9,2,南投名間地震站東方  37.1  公里(南投名間地震站東方  37.1  公里)
022   ,2001-02-15 06:25:42,120.72,23.58,4.5,18.3,3,斗六市地震站東南方  23.7  公里(斗六市地震站東南方  23.7  公里)
021   ,2001-02-14 21:17:50,120.71,23.58,4.3,18.0,3,斗六市地震站東南方  23.3  公里(斗六市地震站東南方  23.3  公里)
小區域有感地震,2001-02-14 07:04:18,120.86,24.27,3.8,27.9,3,苗栗三義地震站南偏東方  18.3  公里(苗栗三義地震站南偏東方  18.3  公里)
小區域有感地震,2001-02-13 08:24:19,121.65,24.03,3.2,8.6,2,花蓮市地震站北偏東方  6.9  公里(花蓮市地震站北偏東方  6.9  公里)
020   ,2001-02-11 20:43:25,120.75,23.92,4.3,9.6,3,南投名間地震站東北方  8.0  公里(南投名間地震站東北方  8.0  公里)
019   ,2001-02-09 02:17:18,120.63,23.41,3.9,11.0,2,嘉義大埔地震站北方  18.6  公里(嘉義大埔地震站北方  18.6  公里)
018   ,2001-02-09 01:34:09,120.63,23.42,4.7,11.3,4,嘉義大埔地震站北方  19.2  公里(嘉義大埔地震站北方  19.2  公里)
小區域有感地震,2001-02-08 09:42:10,121.7,24.22,2.9,8.3,3,花蓮秀林地震站東北方  18.1  公里(花蓮秀林地震站東北方  18.1  公里)
017   ,2001-02-07 17:47:17,121.83,24.4,4.0,43.1,3,宜蘭南澳地震站東偏南方  8.6  公里(宜蘭南澳地震站東偏南方  8.6  公里)
小區域有感地震,2001-02-07 16:53:31,120.16,22.9,3.8,22.7,2,台南市地震站南偏西方  10.6  公里(台南市地震站南偏西方  10.6  公里)
小區域有感地震,2001-02-06 22:31:32,120.89,24.11,3.5,7.9,2,台中市地震站東方  21.6  公里(台中市地震站東方  21.6  公里)
小區域有感地震,2001-02-06 18:59:20,121.7,24.29,2.7,14.7,1,宜蘭南澳地震站南偏西方  15.9  公里(宜蘭南澳地震站南偏西方  15.9  公里)
小區域有感地震,2001-02-05 23:13:59,121.41,22.16,4.6,88.5,2,台東蘭嶼地震站西北方  20.3  公里(台東蘭嶼地震站西北方  20.3  公里)
016   ,2001-02-05 20:48:57,120.18,23.07,3.6,19.8,3,台南市地震站北偏西方  9.5  公里(台南市地震站北偏西方  9.5  公里)
小區域有感地震,2001-02-05 18:51:52,121.7,24.26,3.5,10.1,2,宜蘭南澳地震站南偏西方  19.2  公里(宜蘭南澳地震站南偏西方  19.2  公里)
小區域有感地震,2001-02-05 17:36:08,121.63,24.22,2.1,15.0,3,花蓮秀林地震站北方  15.4  公里(花蓮秀林地震站北方  15.4  公里)
小區域有感地震,2001-02-05 16:50:24,121.7,24.25,3.1,13.2,2,宜蘭南澳地震站南偏西方  20.2  公里(宜蘭南澳地震站南偏西方  20.2  公里)
小區域有感地震,2001-02-05 16:39:37,121.7,24.24,3.6,16.6,3,花蓮秀林地震站北偏東方  20.6  公里(花蓮秀林地震站北偏東方  20.6  公里)
015   ,2001-02-05 16:37:33,121.72,24.25,4.5,9.4,3,宜蘭南澳地震站南方  19.5  公里(宜蘭南澳地震站南方  19.5  公里)
小區域有感地震,2001-02-05 16:20:07,121.7,24.24,2.8,16.6,1,花蓮秀林地震站北偏東方  20.4  公里(花蓮秀林地震站北偏東方  20.4  公里)
小區域有感地震,2001-02-05 07:56:41,121.69,24.25,2.6,11.7,1,宜蘭南澳地震站南偏西方  20.1  公里(宜蘭南澳地震站南偏西方  20.1  公里)
小區域有感地震,2001-02-05 07:55:37,121.7,24.25,3.5,12.7,3,宜蘭南澳地震站南偏西方  20.0  公里(宜蘭南澳地震站南偏西方  20.0  公里)
014   ,2001-02-05 07:54:15,121.71,24.25,4.2,16.3,3,宜蘭南澳地震站南偏西方  20.3  公里(宜蘭南澳地震站南偏西方  20.3  公里)
小區域有感地震,2001-02-04 01:20:41,120.41,23.45,2.8,5.2,2,嘉義市地震站南偏西方  5.8  公里(嘉義市地震站南偏西方  5.8  公里)
013   ,2001-02-02 06:04:39,120.4,23.43,3.5,10.7,3,嘉義市地震站南偏西方  8.0  公里(嘉義市地震站南偏西方  8.0  公里)
小區域有感地震,2001-02-02 01:12:46,120.64,23.56,3.2,8.0,3,斗六市地震站東南方  20.2  公里(斗六市地震站東南方  20.2  公里)
