編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2001-09-29 15:47:21,121.67,24.14,2.9,9.0,3,花蓮秀林地震站東北方  10.0  公里(花蓮秀林地震站東北方  10.0  公里)
小區域有感地震,2001-09-29 15:39:01,121.67,24.15,3.1,8.7,3,花蓮秀林地震站東北方  10.1  公里(花蓮秀林地震站東北方  10.1  公里)
110   ,2001-09-29 05:56:21,121.86,24.37,4.1,13.8,5,宜蘭南澳地震站東偏南方  12.5  公里(宜蘭南澳地震站東偏南方  12.5  公里)
109   ,2001-09-28 09:15:29,121.85,24.38,3.4,14.2,4,宜蘭南澳地震站東偏南方  11.8  公里(宜蘭南澳地震站東偏南方  11.8  公里)
108   ,2001-09-28 03:10:45,121.89,24.36,3.6,13.5,4,宜蘭南澳地震站東偏南方  16.4  公里(宜蘭南澳地震站東偏南方  16.4  公里)
107   ,2001-09-27 00:18:16,121.53,24.09,3.8,21.1,3,花蓮秀林地震站西方  7.7  公里(花蓮秀林地震站西方  7.7  公里)
小區域有感地震,2001-09-26 11:30:18,120.64,23.28,3.7,8.2,2,嘉義大埔地震站北偏東方  4.3  公里(嘉義大埔地震站北偏東方  4.3  公里)
小區域有感地震,2001-09-25 17:31:33,122.56,24.63,4.7,98.9,2,宜蘭蘇澳地震站東方  71.2  公里(宜蘭蘇澳地震站東方  71.2  公里)
106   ,2001-09-25 16:37:22,121.06,23.95,4.0,10.0,2,台中德基地震站南偏西方  34.2  公里(台中德基地震站南偏西方  34.2  公里)
小區域有感地震,2001-09-24 15:08:37,121.87,24.48,3.1,16.3,3,宜蘭南澳地震站東偏北方  13.8  公里(宜蘭南澳地震站東偏北方  13.8  公里)
小區域有感地震,2001-09-23 09:04:34,121.68,24.15,3.5,4.3,2,花蓮秀林地震站東北方  10.7  公里(花蓮秀林地震站東北方  10.7  公里)
105   ,2001-09-23 09:01:17,121.68,24.14,3.8,8.5,3,花蓮秀林地震站東北方  9.9  公里(花蓮秀林地震站東北方  9.9  公里)
104   ,2001-09-22 15:02:20,120.64,23.29,4.3,6.8,3,嘉義大埔地震站北偏東方  5.1  公里(嘉義大埔地震站北偏東方  5.1  公里)
小區域有感地震,2001-09-21 12:37:07,121.52,24.09,2.9,22.4,2,花蓮秀林地震站西方  8.4  公里(花蓮秀林地震站西方  8.4  公里)
103   ,2001-09-19 05:46:39,120.53,23.63,4.0,12.1,4,斗六市地震站南方  10.0  公里(斗六市地震站南方  10.0  公里)
102   ,2001-09-18 16:33:50,121.09,23.89,3.9,22.3,3,花蓮西林地震站西偏北方  36.7  公里(花蓮西林地震站西偏北方  36.7  公里)
小區域有感地震,2001-09-18 06:59:26,120.65,23.26,3.5,6.3,2,嘉義大埔地震站東北方  3.1  公里(嘉義大埔地震站東北方  3.1  公里)
小區域有感地震,2001-09-18 06:46:39,120.64,23.27,4.3,6.1,3,嘉義大埔地震站東北方  3.0  公里(嘉義大埔地震站東北方  3.0  公里)
101   ,2001-09-18 06:44:44,120.65,23.28,5.0,6.8,5,嘉義大埔地震站東北方  4.9  公里(嘉義大埔地震站東北方  4.9  公里)
小區域有感地震,2001-09-16 23:30:38,121.07,22.8,3.6,8.5,2,台東市地震站西偏北方  10.2  公里(台東市地震站西偏北方  10.2  公里)
小區域有感地震,2001-09-16 20:23:34,121.06,24.29,4.2,11.7,1,台中德基地震站西偏北方  11.2  公里(台中德基地震站西偏北方  11.2  公里)
100   ,2001-09-15 18:05:44,121.01,23.81,4.1,12.3,3,南投名間地震站東偏南方  33.2  公里(南投名間地震站東偏南方  33.2  公里)
099   ,2001-09-12 09:52:33,121.5,24.06,4.3,18.0,3,花蓮秀林地震站西方  10.4  公里(花蓮秀林地震站西方  10.4  公里)
098   ,2001-09-12 09:11:36,121.75,24.21,4.0,7.2,3,花蓮秀林地震站東北方  20.0  公里(花蓮秀林地震站東北方  20.0  公里)
小區域有感地震,2001-09-12 05:36:46,121.62,24.04,4.0,27.8,2,花蓮秀林地震站南偏東方  5.0  公里(花蓮秀林地震站南偏東方  5.0  公里)
小區域有感地震,2001-09-11 19:06:18,120.67,22.83,4.1,20.8,2,高雄旗山地震站東方  24.3  公里(高雄旗山地震站東方  24.3  公里)
097   ,2001-09-11 16:38:58,121.75,24.2,4.9,6.4,3,花蓮秀林地震站東北方  20.0  公里(花蓮秀林地震站東北方  20.0  公里)
096   ,2001-09-11 08:31:18,121.62,24.03,4.4,27.1,3,花蓮秀林地震站南偏東方  5.8  公里(花蓮秀林地震站南偏東方  5.8  公里)
小區域有感地震,2001-09-10 03:01:51,122.48,24.61,4.8,93.7,2,宜蘭蘇澳地震站東方  62.7  公里(宜蘭蘇澳地震站東方  62.7  公里)
095   ,2001-09-09 09:41:57,121.72,24.34,3.1,15.9,4,宜蘭南澳地震站南偏西方  9.8  公里(宜蘭南澳地震站南偏西方  9.8  公里)
094   ,2001-09-09 07:30:18,121.71,24.32,3.6,15.5,3,宜蘭南澳地震站南偏西方  11.8  公里(宜蘭南澳地震站南偏西方  11.8  公里)
093   ,2001-09-04 17:57:11,121.34,24.09,4.1,5.7,3,台中德基地震站東南方  24.7  公里(台中德基地震站東南方  24.7  公里)
