編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2001-01-31 08:29:52,121.68,24.21,2.6,6.7,3,花蓮秀林地震站北偏東方  16.6  公里(花蓮秀林地震站北偏東方  16.6  公里)
012   ,2001-01-28 21:09:36,120.41,23.44,4.2,7.9,4,嘉義市地震站南偏西方  6.3  公里(嘉義市地震站南偏西方  6.3  公里)
小區域有感地震,2001-01-24 11:51:49,121.51,24.07,2.9,10.8,2,花蓮秀林地震站西方  9.9  公里(花蓮秀林地震站西方  9.9  公里)
011   ,2001-01-23 07:27:18,122.13,24.32,5.2,13.1,4,宜蘭南澳地震站東偏南方  40.8  公里(宜蘭南澳地震站東偏南方  40.8  公里)
小區域有感地震,2001-01-21 08:19:50,121.84,23.8,3.9,33.1,2,花蓮市地震站東南方  30.1  公里(花蓮市地震站東南方  30.1  公里)
小區域有感地震,2001-01-18 21:28:33,121.68,24.18,2.6,9.3,3,花蓮秀林地震站東北方  13.3  公里(花蓮秀林地震站東北方  13.3  公里)
010   ,2001-01-18 11:33:23,121.69,24.19,3.9,9.9,4,花蓮秀林地震站東北方  15.1  公里(花蓮秀林地震站東北方  15.1  公里)
小區域有感地震,2001-01-18 05:30:58,121.52,24.1,2.9,13.8,1,花蓮秀林地震站西偏北方  9.2  公里(花蓮秀林地震站西偏北方  9.2  公里)
小區域有感地震,2001-01-18 05:30:48,121.52,24.08,2.9,13.4,3,花蓮秀林地震站西方  9.1  公里(花蓮秀林地震站西方  9.1  公里)
小區域有感地震,2001-01-18 04:16:02,121.67,24.21,2.7,4.6,2,花蓮秀林地震站北偏東方  15.1  公里(花蓮秀林地震站北偏東方  15.1  公里)
小區域有感地震,2001-01-18 04:15:18,121.68,24.2,3.8,7.3,3,花蓮秀林地震站北偏東方  15.2  公里(花蓮秀林地震站北偏東方  15.2  公里)
小區域有感地震,2001-01-18 03:54:56,121.67,24.2,2.6,5.4,3,花蓮秀林地震站北偏東方  14.8  公里(花蓮秀林地震站北偏東方  14.8  公里)
小區域有感地震,2001-01-18 03:53:18,121.67,24.2,3.1,4.6,2,花蓮秀林地震站北偏東方  15.2  公里(花蓮秀林地震站北偏東方  15.2  公里)
009   ,2001-01-18 03:52:17,121.69,24.19,4.4,7.5,4,花蓮秀林地震站東北方  14.9  公里(花蓮秀林地震站東北方  14.9  公里)
008   ,2001-01-16 09:43:06,121.19,24.25,4.9,15.8,3,台中德基地震站東方  3.0  公里(台中德基地震站東方  3.0  公里)
小區域有感地震,2001-01-16 08:16:49,120.95,22.57,3.7,5.0,4,台東大武地震站北偏東方  23.8  公里(台東大武地震站北偏東方  23.8  公里)
小區域有感地震,2001-01-16 04:33:53,121.7,24.25,3.5,10.6,3,宜蘭南澳地震站南偏西方  19.9  公里(宜蘭南澳地震站南偏西方  19.9  公里)
007   ,2001-01-12 17:23:27,121.49,23.93,3.4,18.8,2,花蓮市地震站西偏南  13.8  公里(花蓮市地震站西偏南  13.8  公里)
006   ,2001-01-11 17:09:10,120.98,24.09,4.7,25.2,4,台中德基地震站西南方  26.0  公里(台中德基地震站西南方  26.0  公里)
005   ,2001-01-11 16:36:59,120.99,24.08,4.8,25.2,4,台中德基地震站西南方  25.7  公里(台中德基地震站西南方  25.7  公里)
004   ,2001-01-10 03:38:30,121.74,23.98,4.7,34.3,2,花蓮市地震站東方  12.5  公里(花蓮市地震站東方  12.5  公里)
003   ,2001-01-10 03:16:27,121.78,23.96,4.9,34.7,4,花蓮市地震站東方  17.0  公里(花蓮市地震站東方  17.0  公里)
小區域有感地震,2001-01-09 16:55:15,120.35,22.78,3.4,32.3,1,高雄旗山地震站西偏南  9.0  公里(高雄旗山地震站西偏南  9.0  公里)
小區域有感地震,2001-01-08 01:31:09,121.94,25.01,4.5,120.1,2,基隆市地震站東南方  22.4  公里(基隆市地震站東南方  22.4  公里)
小區域有感地震,2001-01-06 13:34:42,121.36,23.13,3.7,18.9,3,台東成功地震站北偏西方  3.6  公里(台東成功地震站北偏西方  3.6  公里)
小區域有感地震,2001-01-05 23:22:01,121.31,22.81,4.2,18.4,2,台東市地震站東偏北方  17.5  公里(台東市地震站東偏北方  17.5  公里)
002   ,2001-01-05 03:03:37,121.78,24.72,3.9,12.8,4,宜蘭市地震站南偏東方  5.4  公里(宜蘭市地震站南偏東方  5.4  公里)
小區域有感地震,2001-01-05 02:13:24,121.77,24.72,2.8,11.7,2,宜蘭市地震站南偏東方  5.2  公里(宜蘭市地震站南偏東方  5.2  公里)
小區域有感地震,2001-01-04 09:55:57,121.77,24.35,3.4,16.8,3,宜蘭南澳地震站南偏東方  8.3  公里(宜蘭南澳地震站南偏東方  8.3  公里)
小區域有感地震,2001-01-03 07:56:17,121.77,24.38,3.4,18.4,2,宜蘭南澳地震站南偏東方  5.3  公里(宜蘭南澳地震站南偏東方  5.3  公里)
001   ,2001-01-03 06:54:58,121.77,24.35,4.7,8.5,4,宜蘭南澳地震站南偏東方  8.4  公里(宜蘭南澳地震站南偏東方  8.4  公里)
小區域有感地震,2001-01-03 06:54:28,121.77,24.36,4.3,17.5,3,宜蘭南澳地震站南偏東方  8.1  公里(宜蘭南澳地震站南偏東方  8.1  公里)
