編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2001-12-29 20:11:14,121.88,24.46,3.6,18.0,3,宜蘭南澳地震站東偏北方  14.4  公里(宜蘭南澳地震站東偏北方  14.4  公里)
136   ,2001-12-28 18:40:48,121.2,24.23,4.5,7.8,5,台中德基地震站東偏南方  4.0  公里(台中德基地震站東偏南方  4.0  公里)
135   ,2001-12-28 08:41:39,122.9,23.99,5.5,9.5,3,宜蘭蘇澳地震站東偏南方  125.9  公里(宜蘭蘇澳地震站東偏南方  125.9  公里)
134   ,2001-12-27 16:34:51,121.1,22.72,4.8,12.9,5,台東市地震站西偏南  7.2  公里(台東市地震站西偏南  7.2  公里)
小區域有感地震,2001-12-26 19:11:51,121.92,25.02,4.3,121.2,2,基隆市地震站東南方  21.3  公里(基隆市地震站東南方  21.3  公里)
133   ,2001-12-23 05:40:25,122.91,24.12,5.4,8.7,2,宜蘭蘇澳地震站東偏南方  119.7  公里(宜蘭蘇澳地震站東偏南方  119.7  公里)
小區域有感地震,2001-12-21 14:39:26,121.81,24.85,3.9,84.1,1,宜蘭市地震站北偏東方  10.9  公里(宜蘭市地震站北偏東方  10.9  公里)
小區域有感地震,2001-12-21 07:29:14,122.92,23.98,4.6,10.7,1,宜蘭蘇澳地震站東偏南方  128.6  公里(宜蘭蘇澳地震站東偏南方  128.6  公里)
小區域有感地震,2001-12-20 16:15:07,122.35,23.97,4.6,19.2,2,花蓮市地震站東方  75.1  公里(花蓮市地震站東方  75.1  公里)
小區域有感地震,2001-12-20 14:58:58,122.34,23.97,4.3,19.4,2,花蓮市地震站東方  73.7  公里(花蓮市地震站東方  73.7  公里)
132   ,2001-12-18 12:03:00,122.65,23.87,6.7,12.0,4,花蓮市地震站東方  106.4  公里(花蓮市地震站東方  106.4  公里)
131   ,2001-12-16 09:04:55,122.38,24.52,5.1,68.7,3,宜蘭蘇澳地震站東方  54.0  公里(宜蘭蘇澳地震站東方  54.0  公里)
小區域有感地震,2001-12-15 00:26:31,121.51,24.09,3.7,20.2,3,花蓮秀林地震站西方  10.0  公里(花蓮秀林地震站西方  10.0  公里)
小區域有感地震,2001-12-14 13:28:03,121.61,23.96,3.5,42.7,1,花蓮市地震站南偏西方  1.6  公里(花蓮市地震站南偏西方  1.6  公里)
小區域有感地震,2001-12-12 10:36:00,121.98,24.82,4.0,5.1,3,宜蘭市地震站東偏北方  23.0  公里(宜蘭市地震站東偏北方  23.0  公里)
小區域有感地震,2001-12-11 19:53:11,121.6,23.65,3.8,32.7,2,花蓮西林地震站東南方  24.2  公里(花蓮西林地震站東南方  24.2  公里)
130   ,2001-12-11 19:00:32,121.0,23.01,4.4,3.2,2,台東利稻地震站南方  19.6  公里(台東利稻地震站南方  19.6  公里)
小區域有感地震,2001-12-11 11:05:55,120.96,24.43,3.6,4.4,2,苗栗三義地震站東方  19.6  公里(苗栗三義地震站東方  19.6  公里)
小區域有感地震,2001-12-10 16:25:32,120.99,23.0,4.1,7.1,2,台東利稻地震站南方  20.6  公里(台東利稻地震站南方  20.6  公里)
129   ,2001-12-10 16:24:24,121.01,23.02,4.6,6.3,3,台東利稻地震站南方  18.7  公里(台東利稻地震站南方  18.7  公里)
小區域有感地震,2001-12-10 11:27:20,120.96,24.44,3.7,5.2,2,苗栗三義地震站東方  19.9  公里(苗栗三義地震站東方  19.9  公里)
128   ,2001-12-09 20:42:02,121.95,23.49,4.2,26.7,2,花蓮西林地震站東偏南方  62.7  公里(花蓮西林地震站東偏南方  62.7  公里)
小區域有感地震,2001-12-09 13:54:44,121.4,23.72,3.2,18.3,2,花蓮西林地震站南偏西方  10.8  公里(花蓮西林地震站南偏西方  10.8  公里)
小區域有感地震,2001-12-07 19:59:51,121.64,24.02,3.6,26.6,2,花蓮市地震站北偏東方  5.4  公里(花蓮市地震站北偏東方  5.4  公里)
127   ,2001-12-07 16:07:35,120.8,23.11,4.7,4.9,5,高雄桃源地震站東南方  6.5  公里(高雄桃源地震站東南方  6.5  公里)
126   ,2001-12-06 02:44:35,121.95,24.44,4.3,21.3,3,宜蘭南澳地震站東方  20.3  公里(宜蘭南澳地震站東方  20.3  公里)
