編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2011-03-31 17:28:44,121.57,21.89,3.7,11.0,3,台東縣政府南偏東方  104.8  公里外海(台東縣政府南偏東方  104.8  公里外海)
小區域有感地震,2011-03-31 16:49:57,121.72,21.91,4.1,11.0,3,台東縣政府東南方  110.2  公里外海(台東縣政府東南方  110.2  公里外海)
036   ,2011-03-31 16:45:05,121.62,21.89,4.4,11.9,4,台東縣政府南偏東方  107.5  公里外海(台東縣政府南偏東方  107.5  公里外海)
小區域有感地震,2011-03-31 15:53:31,121.59,21.9,3.9,10.2,3,台東縣政府南偏東方  104.5  公里外海(台東縣政府南偏東方  104.5  公里外海)
小區域有感地震,2011-03-31 11:45:12,121.01,23.18,2.6,4.3,3,台東縣政府北偏西方  49.3  公里(台東縣政府北偏西方  49.3  公里)
小區域有感地震,2011-03-30 12:48:25,121.01,23.18,3.4,4.4,3,台東縣政府北偏西方  49.5  公里(台東縣政府北偏西方  49.5  公里)
035   ,2011-03-30 12:22:31,121.48,23.94,4.7,19.2,6,花蓮縣政府西偏南方  15.6  公里(花蓮縣政府西偏南方  15.6  公里)
小區域有感地震,2011-03-28 21:17:51,121.88,24.47,3.4,21.2,3,宜蘭縣政府南偏東方  31.2  公里外海(宜蘭縣政府南偏東方  31.2  公里外海)
034   ,2011-03-26 15:19:12,121.92,24.84,4.7,92.6,2,宜蘭縣政府東北方  19.4  公里外海(宜蘭縣政府東北方  19.4  公里外海)
小區域有感地震,2011-03-25 20:37:18,121.58,21.94,3.7,12.6,3,台東縣政府南偏東方  100.1  公里外海(台東縣政府南偏東方  100.1  公里外海)
小區域有感地震,2011-03-25 10:13:22,121.96,24.44,3.7,12.8,3,宜蘭縣政府東南方  38.1  公里外海(宜蘭縣政府東南方  38.1  公里外海)
033   ,2011-03-24 21:38:42,121.7,21.95,4.2,16.5,4,台東縣政府東南方  105.6  公里外海(台東縣政府東南方  105.6  公里外海)
