編號,地震時間,經度,緯度,規模,深度,最大震度,位置
018   ,2011-02-26 18:23:17,120.72,23.58,3.7,14.4,3,雲林縣政府東偏南方  24.1  公里(雲林縣政府東偏南方  24.1  公里)
小區域有感地震,2011-02-21 04:48:39,121.4,23.21,3.6,20.5,2,台東縣政府北偏東方  56.6  公里外海(台東縣政府北偏東方  56.6  公里外海)
小區域有感地震,2011-02-21 04:15:45,121.41,23.21,3.9,21.8,3,台東縣政府北偏東方  57.0  公里外海(台東縣政府北偏東方  57.0  公里外海)
小區域有感地震,2011-02-19 12:28:25,121.77,24.34,2.3,7.3,2,花蓮縣政府北偏東方  41.7  公里外海(花蓮縣政府北偏東方  41.7  公里外海)
小區域有感地震,2011-02-18 04:36:40,121.76,24.31,3.9,30.7,2,花蓮縣政府北偏東方  37.7  公里(花蓮縣政府北偏東方  37.7  公里)
小區域有感地震,2011-02-16 14:40:24,121.76,24.15,3.4,16.9,2,花蓮縣政府東北方  23.1  公里外海(花蓮縣政府東北方  23.1  公里外海)
小區域有感地震,2011-02-15 15:18:17,121.2,21.18,5.5,71.2,2,台東縣政府南方  174.1  公里外海(台東縣政府南方  174.1  公里外海)
小區域有感地震,2011-02-15 12:13:16,121.67,24.14,4.2,27.8,2,花蓮縣政府北偏東方  16.8  公里外海(花蓮縣政府北偏東方  16.8  公里外海)
小區域有感地震,2011-02-15 02:52:22,121.77,24.24,3.4,15.9,2,花蓮縣政府北偏東方  31.8  公里外海(花蓮縣政府北偏東方  31.8  公里外海)
小區域有感地震,2011-02-14 12:20:47,122.06,24.92,3.6,13.4,2,宜蘭縣政府東偏北方  36.3  公里外海(宜蘭縣政府東偏北方  36.3  公里外海)
小區域有感地震,2011-02-10 21:01:56,122.51,24.65,4.7,101.1,1,宜蘭縣政府東方  76.3  公里外海(宜蘭縣政府東方  76.3  公里外海)
小區域有感地震,2011-02-10 16:59:05,121.03,24.73,1.8,11.1,1,新竹縣政府南方  10.3  公里(新竹縣政府南方  10.3  公里)
小區域有感地震,2011-02-10 05:25:49,121.76,24.22,2.9,11.3,2,花蓮縣政府北偏東方  29.2  公里外海(花蓮縣政府北偏東方  29.2  公里外海)
小區域有感地震,2011-02-09 19:37:59,121.76,24.24,3.1,18.5,2,花蓮縣政府北偏東方  31.2  公里外海(花蓮縣政府北偏東方  31.2  公里外海)
017   ,2011-02-09 18:58:49,120.81,23.9,3.2,27.8,2,南投縣政府東方  12.3  公里(南投縣政府東方  12.3  公里)
小區域有感地震,2011-02-09 03:42:04,121.76,24.23,3.3,9.2,3,花蓮縣政府北偏東方  29.7  公里外海(花蓮縣政府北偏東方  29.7  公里外海)
小區域有感地震,2011-02-08 20:38:57,121.67,23.87,3.6,45.1,1,花蓮縣政府南偏東方  14.1  公里外海(花蓮縣政府南偏東方  14.1  公里外海)
小區域有感地震,2011-02-08 20:21:51,121.0,24.74,2.3,11.1,3,新竹縣政府南方  9.9  公里(新竹縣政府南方  9.9  公里)
016   ,2011-02-08 17:29:22,120.73,24.2,3.6,26.1,2,台中市政府東北方  8.3  公里(台中市政府東北方  8.3  公里)
小區域有感地震,2011-02-08 17:10:48,121.78,24.21,3.3,16.4,3,花蓮縣政府東北方  29.3  公里外海(花蓮縣政府東北方  29.3  公里外海)
小區域有感地震,2011-02-08 13:16:54,121.76,24.21,3.1,15.8,2,花蓮縣政府北偏東方  28.8  公里外海(花蓮縣政府北偏東方  28.8  公里外海)
小區域有感地震,2011-02-07 22:27:36,121.45,24.39,2.9,6.1,3,宜蘭縣政府西南方  49.6  公里(宜蘭縣政府西南方  49.6  公里)
015   ,2011-02-07 13:55:02,121.66,24.12,4.6,13.8,5,花蓮縣政府北偏東方  14.5  公里外海(花蓮縣政府北偏東方  14.5  公里外海)
小區域有感地震,2011-02-07 10:11:36,121.77,24.21,3.0,16.0,2,花蓮縣政府北偏東方  28.4  公里外海(花蓮縣政府北偏東方  28.4  公里外海)
小區域有感地震,2011-02-07 06:35:55,121.77,24.21,3.4,15.9,2,花蓮縣政府東北方  28.6  公里外海(花蓮縣政府東北方  28.6  公里外海)
小區域有感地震,2011-02-07 06:31:45,121.77,24.21,3.2,16.1,2,花蓮縣政府東北方  28.8  公里外海(花蓮縣政府東北方  28.8  公里外海)
小區域有感地震,2011-02-07 05:34:30,121.77,24.21,3.1,17.1,2,花蓮縣政府東北方  28.7  公里外海(花蓮縣政府東北方  28.7  公里外海)
014   ,2011-02-07 05:08:49,121.77,24.21,4.1,17.0,3,花蓮縣政府東北方  28.2  公里外海(花蓮縣政府東北方  28.2  公里外海)
013   ,2011-02-07 05:07:23,121.77,24.21,3.9,18.8,3,花蓮縣政府東北方  28.3  公里外海(花蓮縣政府東北方  28.3  公里外海)
小區域有感地震,2011-02-07 04:32:33,121.76,24.21,3.1,16.0,2,花蓮縣政府北偏東方  28.0  公里外海(花蓮縣政府北偏東方  28.0  公里外海)
012   ,2011-02-07 02:10:44,121.77,24.22,3.7,9.5,3,花蓮縣政府東北方  29.6  公里外海(花蓮縣政府東北方  29.6  公里外海)
小區域有感地震,2011-02-06 22:25:20,121.8,24.23,3.9,15.4,3,花蓮縣政府東北方  31.8  公里外海(花蓮縣政府東北方  31.8  公里外海)
小區域有感地震,2011-02-06 15:23:50,121.8,24.23,3.0,15.4,2,花蓮縣政府東北方  31.8  公里外海(花蓮縣政府東北方  31.8  公里外海)
小區域有感地震,2011-02-06 15:23:11,121.8,24.23,3.0,14.9,2,花蓮縣政府東北方  32.0  公里外海(花蓮縣政府東北方  32.0  公里外海)
小區域有感地震,2011-02-06 11:23:49,121.82,24.25,3.3,15.5,3,花蓮縣政府東北方  35.0  公里外海(花蓮縣政府東北方  35.0  公里外海)
小區域有感地震,2011-02-06 06:36:27,121.8,24.23,3.2,16.8,2,花蓮縣政府東北方  32.1  公里外海(花蓮縣政府東北方  32.1  公里外海)
011   ,2011-02-05 20:46:32,122.06,24.63,4.5,67.5,2,宜蘭縣政府東偏南方  32.4  公里外海(宜蘭縣政府東偏南方  32.4  公里外海)
小區域有感地震,2011-02-05 05:51:34,122.02,24.91,3.3,9.0,2,宜蘭縣政府東北方  33.1  公里外海(宜蘭縣政府東北方  33.1  公里外海)
小區域有感地震,2011-02-05 01:21:32,121.78,24.2,3.8,16.2,3,花蓮縣政府東北方  28.7  公里外海(花蓮縣政府東北方  28.7  公里外海)
小區域有感地震,2011-02-05 01:19:32,121.78,24.21,3.2,15.6,2,花蓮縣政府東北方  28.7  公里外海(花蓮縣政府東北方  28.7  公里外海)
小區域有感地震,2011-02-04 17:47:56,121.63,23.92,3.4,39.6,1,花蓮縣政府南方  8.0  公里外海(花蓮縣政府南方  8.0  公里外海)
010   ,2011-02-03 19:53:38,121.78,24.2,3.7,16.8,3,花蓮縣政府東北方  28.4  公里外海(花蓮縣政府東北方  28.4  公里外海)
小區域有感地震,2011-02-03 14:35:08,121.78,24.2,3.2,16.1,2,花蓮縣政府東北方  28.2  公里外海(花蓮縣政府東北方  28.2  公里外海)
小區域有感地震,2011-02-03 02:55:48,121.52,23.0,3.3,21.4,2,台東縣政府東偏北方  46.7  公里外海(台東縣政府東偏北方  46.7  公里外海)
小區域有感地震,2011-02-03 01:32:28,121.55,25.15,3.1,7.5,3,台北市政府北方  12.0  公里(台北市政府北方  12.0  公里)
小區域有感地震,2011-02-02 17:26:37,121.77,24.19,3.1,16.4,2,花蓮縣政府東北方  27.0  公里外海(花蓮縣政府東北方  27.0  公里外海)
小區域有感地震,2011-02-01 22:33:22,121.59,23.81,3.9,28.0,1,花蓮縣政府南方  20.4  公里外海(花蓮縣政府南方  20.4  公里外海)
小區域有感地震,2011-02-01 21:01:23,121.79,24.2,3.8,17.1,2,花蓮縣政府東北方  29.0  公里外海(花蓮縣政府東北方  29.0  公里外海)
小區域有感地震,2011-02-01 20:58:28,121.81,24.22,3.8,18.0,2,花蓮縣政府東北方  31.9  公里外海(花蓮縣政府東北方  31.9  公里外海)
小區域有感地震,2011-02-01 19:54:33,121.79,24.23,3.0,17.0,3,花蓮縣政府東北方  31.2  公里外海(花蓮縣政府東北方  31.2  公里外海)
小區域有感地震,2011-02-01 16:52:25,121.79,24.2,3.3,17.3,2,花蓮縣政府東北方  28.6  公里外海(花蓮縣政府東北方  28.6  公里外海)
