編號,地震時間,經度,緯度,規模,深度,最大震度,位置
148   ,2011-10-31 23:17:04,121.94,24.84,5.0,92.1,3,宜蘭縣政府東偏北方  21.7  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2011-10-31 04:09:22,120.63,23.55,3.0,10.3,1,嘉義市政府東偏北方  19.7  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉)
小區域有感地震,2011-10-30 13:28:26,121.67,24.13,3.3,29.3,2,花蓮縣政府北偏東方  16.2  公里 (位於花蓮縣近海)(花蓮縣近海)
147   ,2011-10-30 11:23:43,123.16,25.31,6.3,215.8,3,基隆市政府東方  143.6  公里 (位於台灣東北部海域)(台灣東北部海域)
小區域有感地震,2011-10-30 01:47:58,120.29,23.22,2.8,15.5,2,嘉義縣政府南方  26.8  公里 (位於台南市官田區)(台南市官田區)
小區域有感地震,2011-10-29 22:47:30,121.02,22.95,2.8,7.7,2,台東縣政府北偏西方  25.7  公里 (位於台東縣延平鄉)(台東縣延平鄉)
小區域有感地震,2011-10-29 13:06:05,120.3,23.22,2.6,14.8,1,嘉義縣政府南方  26.7  公里 (位於台南市官田區)(台南市官田區)
小區域有感地震,2011-10-29 01:33:35,121.45,22.03,2.7,11.9,3,台東縣政府南偏東方  86.1  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2011-10-28 15:59:00,120.33,23.25,3.6,9.7,3,嘉義縣政府南方  23.3  公里 (位於台南市六甲區)(台南市六甲區)
小區域有感地震,2011-10-28 08:58:30,120.65,24.29,3.5,27.4,2,台中市政府北方  17.0  公里 (位於台中市神岡區)(台中市神岡區)
146   ,2011-10-28 03:27:38,121.53,23.74,2.9,8.0,4,花蓮縣政府南偏西方  29.1  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2011-10-28 00:00:37,121.67,24.21,3.8,31.7,2,花蓮縣政府北偏東方  24.2  公里 (位於花蓮縣近海)(花蓮縣近海)
