編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2005-11-30 23:07:09,120.39,23.3,3.8,16.3,2,台南東山地震站西偏北方  11.9  公里(台南東山地震站西偏北方  11.9  公里)
160   ,2005-11-30 06:41:49,122.03,24.75,5.5,68.0,3,宜蘭蘇澳地震站東北方  23.9  公里(宜蘭蘇澳地震站東北方  23.9  公里)
小區域有感地震,2005-11-29 11:15:16,120.93,23.34,3.7,3.9,2,台東利稻地震站北偏西方  19.6  公里(台東利稻地震站北偏西方  19.6  公里)
小區域有感地震,2005-11-29 05:32:41,121.9,24.54,3.2,3.5,3,宜蘭蘇澳地震站南偏東方  8.4  公里(宜蘭蘇澳地震站南偏東方  8.4  公里)
小區域有感地震,2005-11-28 16:56:27,121.85,24.56,2.7,4.4,3,宜蘭蘇澳地震站南偏西方  5.5  公里(宜蘭蘇澳地震站南偏西方  5.5  公里)
159   ,2005-11-28 16:51:05,121.87,24.54,3.7,6.3,4,宜蘭蘇澳地震站南偏東方  7.3  公里(宜蘭蘇澳地震站南偏東方  7.3  公里)
小區域有感地震,2005-11-28 01:13:00,122.98,24.67,5.0,112.5,2,宜蘭蘇澳地震站東方  114.1  公里(宜蘭蘇澳地震站東方  114.1  公里)
158   ,2005-11-26 11:20:30,121.47,23.16,4.8,20.0,4,台東成功地震站東偏北方  11.7  公里(台東成功地震站東偏北方  11.7  公里)
小區域有感地震,2005-11-23 23:14:23,120.7,23.65,2.5,15.3,3,斗六市地震站東偏南方  18.3  公里(斗六市地震站東偏南方  18.3  公里)
小區域有感地震,2005-11-23 21:42:17,121.76,24.41,2.8,10.0,4,宜蘭南澳地震站南偏東方  2.2  公里(宜蘭南澳地震站南偏東方  2.2  公里)
小區域有感地震,2005-11-23 21:28:46,121.96,23.51,4.2,24.5,3,花蓮市地震站東南方  62.8  公里(花蓮市地震站東南方  62.8  公里)
小區域有感地震,2005-11-23 00:32:00,121.83,24.53,2.6,7.1,3,宜蘭蘇澳地震站南偏西方  8.6  公里(宜蘭蘇澳地震站南偏西方  8.6  公里)
小區域有感地震,2005-11-22 20:17:35,122.83,24.79,5.4,106.3,2,宜蘭蘇澳地震站東方  100.5  公里(宜蘭蘇澳地震站東方  100.5  公里)
小區域有感地震,2005-11-22 12:31:15,121.48,24.0,2.9,18.5,2,花蓮市地震站西方  14.1  公里(花蓮市地震站西方  14.1  公里)
小區域有感地震,2005-11-16 23:25:09,121.73,24.27,2.8,14.6,2,宜蘭南澳地震站南方  17.4  公里(宜蘭南澳地震站南方  17.4  公里)
小區域有感地震,2005-11-16 21:39:01,122.5,23.93,5.1,20.9,2,花蓮市地震站東方  89.9  公里(花蓮市地震站東方  89.9  公里)
157   ,2005-11-16 17:14:45,121.77,21.9,5.5,133.2,3,台東蘭嶼地震站東偏南方  27.2  公里(台東蘭嶼地震站東偏南方  27.2  公里)
小區域有感地震,2005-11-16 17:09:31,120.47,23.53,2.9,9.5,2,嘉義市地震站東北方  5.3  公里(嘉義市地震站東北方  5.3  公里)
156   ,2005-11-15 21:41:35,120.93,23.35,4.6,4.7,3,台東利稻地震站北偏西方  20.1  公里(台東利稻地震站北偏西方  20.1  公里)
小區域有感地震,2005-11-12 04:49:57,120.7,24.0,2.8,15.0,3,南投名間地震站北方  13.4  公里(南投名間地震站北方  13.4  公里)
小區域有感地震,2005-11-09 01:52:18,121.82,24.53,3.5,20.4,3,宜蘭蘇澳地震站南偏西方  9.5  公里(宜蘭蘇澳地震站南偏西方  9.5  公里)
小區域有感地震,2005-11-08 22:36:28,121.35,23.05,3.7,18.1,2,台東成功地震站南偏西方  5.7  公里(台東成功地震站南偏西方  5.7  公里)
小區域有感地震,2005-11-08 17:08:35,120.66,22.85,4.3,15.4,3,高雄旗山地震站東方  24.3  公里(高雄旗山地震站東方  24.3  公里)
小區域有感地震,2005-11-08 13:52:01,120.67,22.87,3.7,11.6,3,高雄甲仙地震站南偏東方  25.1  公里(高雄甲仙地震站南偏東方  25.1  公里)
155   ,2005-11-08 13:49:25,120.68,22.87,4.7,9.7,4,高雄甲仙地震站南偏東方  25.5  公里(高雄甲仙地震站南偏東方  25.5  公里)
154   ,2005-11-08 13:48:41,120.67,22.85,4.4,13.6,4,高雄旗山地震站東方  24.3  公里(高雄旗山地震站東方  24.3  公里)
小區域有感地震,2005-11-04 17:38:28,121.39,22.58,4.0,22.2,3,台東市地震站東南方  30.7  公里(台東市地震站東南方  30.7  公里)
