編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2005-02-28 16:07:55,121.67,24.2,2.7,5.9,2,花蓮秀林地震站北偏東方  14.4  公里(花蓮秀林地震站北偏東方  14.4  公里)
030   ,2005-02-28 10:01:08,122.04,24.77,4.4,7.5,3,宜蘭蘇澳地震站東北方  26.1  公里(宜蘭蘇澳地震站東北方  26.1  公里)
小區域有感地震,2005-02-28 08:45:07,121.48,23.65,4.4,3.3,3,花蓮西林地震站南偏東方  18.6  公里(花蓮西林地震站南偏東方  18.6  公里)
029   ,2005-02-28 03:54:18,121.87,23.53,4.3,24.0,3,花蓮西林地震站東偏南方  53.8  公里(花蓮西林地震站東偏南方  53.8  公里)
小區域有感地震,2005-02-27 04:37:39,121.66,23.38,3.5,14.4,2,花蓮玉里地震站東方  36.3  公里(花蓮玉里地震站東方  36.3  公里)
小區域有感地震,2005-02-26 18:03:13,121.61,24.33,3.2,20.8,3,宜蘭南澳地震站西偏南  18.0  公里(宜蘭南澳地震站西偏南  18.0  公里)
小區域有感地震,2005-02-24 18:52:27,121.87,24.5,2.9,16.9,3,宜蘭蘇澳地震站南方  12.6  公里(宜蘭蘇澳地震站南方  12.6  公里)
028   ,2005-02-24 12:06:47,121.87,24.42,3.6,16.3,4,宜蘭南澳地震站東方  12.3  公里(宜蘭南澳地震站東方  12.3  公里)
小區域有感地震,2005-02-23 14:37:19,121.36,23.18,3.4,18.3,2,台東成功地震站北方  9.2  公里(台東成功地震站北方  9.2  公里)
027   ,2005-02-22 14:33:10,121.79,24.79,4.2,82.9,2,宜蘭市地震站東北方  4.6  公里(宜蘭市地震站東北方  4.6  公里)
小區域有感地震,2005-02-20 03:28:50,121.7,24.26,2.9,12.8,2,宜蘭南澳地震站南偏西方  19.3  公里(宜蘭南澳地震站南偏西方  19.3  公里)
小區域有感地震,2005-02-19 14:57:41,121.3,22.66,4.4,56.5,3,台東市地震站東偏南方  17.5  公里(台東市地震站東偏南方  17.5  公里)
026   ,2005-02-19 05:19:28,121.67,23.35,4.6,14.1,3,花蓮玉里地震站東方  36.8  公里(花蓮玉里地震站東方  36.8  公里)
025   ,2005-02-19 04:18:18,121.67,23.34,5.6,15.3,5,花蓮玉里地震站東方  37.7  公里(花蓮玉里地震站東方  37.7  公里)
小區域有感地震,2005-02-18 10:24:14,122.0,24.81,3.9,8.6,2,宜蘭市地震站東偏北方  25.0  公里(宜蘭市地震站東偏北方  25.0  公里)
小區域有感地震,2005-02-12 22:38:20,121.56,23.85,4.1,24.0,3,花蓮西林地震站東偏北方  12.6  公里(花蓮西林地震站東偏北方  12.6  公里)
024   ,2005-02-12 06:56:20,121.61,23.96,4.5,26.0,3,花蓮市地震站南方  2.0  公里(花蓮市地震站南方  2.0  公里)
