編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2021-08-30 17:47:25,121.991,24.6495,4.6,62.4,2,宜蘭縣政府東南東方  24.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2021-08-30 16:00:12,121.521,24.0515,3.3,23.3,1,花蓮縣政府西北西方  12.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2021-08-24 10:55:20,121.464,23.934,3.4,17.6,2,花蓮縣政府西南西方  17.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2021-08-24 06:03:44,120.848,23.5793,3.7,7.5,3,南投縣政府南南東方  39.2  公里 (位於南投縣信義鄉)(南投縣信義鄉)
小區域有感地震,2021-08-23 18:56:38,122.259,24.7568,4.8,7.5,2,宜蘭縣政府東方  50.2  公里 (位於臺灣東部海域)(臺灣東部海域)
090   ,2021-08-22 19:52:01,120.575,23.1637,4.7,13.9,4,臺南市政府東北東方  44.3  公里 (位於臺南市南化區)(臺南市南化區)
小區域有感地震,2021-08-21 21:59:42,121.79,24.5803,3.0,6.9,3,宜蘭縣政府南方  16.9  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
089   ,2021-08-19 23:34:33,121.616,23.959,4.3,4.7,4,花蓮縣政府南方  3.6  公里 (位於花蓮縣近海)(花蓮縣近海)
088   ,2021-08-19 23:12:50,121.655,23.9452,4.3,7.4,4,花蓮縣政府東南方  6.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2021-08-19 16:04:23,121.61,23.9403,3.6,6.8,4,花蓮縣政府南方  5.7  公里 (位於花蓮縣近海)(花蓮縣近海)
087   ,2021-08-19 15:50:55,121.629,23.9368,4.6,6.4,4,花蓮縣政府南方  6.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2021-08-19 15:46:39,121.621,23.9347,3.9,6.2,4,花蓮縣政府南方  6.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2021-08-19 07:44:05,120.74,23.4323,3.1,4.1,2,嘉義縣政府東方  45.8  公里 (位於嘉義縣阿里山鄉)(嘉義縣阿里山鄉)
086   ,2021-08-18 03:22:31,121.091,23.7208,4.4,34.4,2,南投縣政府東南東方  45.5  公里 (位於南投縣信義鄉)(南投縣信義鄉)
小區域有感地震,2021-08-16 06:44:35,120.189,23.1343,3.0,13.8,3,臺南市政府北方  15.8  公里 (位於臺南市西港區)(臺南市西港區)
小區域有感地震,2021-08-13 14:36:51,121.623,23.8603,3.8,4.3,3,花蓮縣政府南方  14.5  公里 (位於花蓮縣近海)(花蓮縣近海)
