編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2021-01-31 18:12:02,121.35,22.99,4.0,38.7,1,臺東縣政府東北方  33.6  公里 (位於臺東縣近海)(臺東縣近海)
010   ,2021-01-28 16:05:04,120.97,22.54,4.2,9.0,4,臺東縣政府西南方  30.0  公里 (位於臺東縣近海)(臺東縣近海)
009   ,2021-01-28 15:29:31,120.98,22.54,5.1,9.1,4,臺東縣政府西南方  29.4  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2021-01-28 12:50:08,120.7,23.16,3.6,7.3,2,高雄市政府東北方  72.1  公里 (位於高雄市桃源區)(高雄市桃源區)
小區域有感地震,2021-01-28 07:45:30,121.87,24.41,3.5,10.5,2,宜蘭縣政府南偏東方  37.0  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2021-01-28 01:25:30,121.53,24.13,3.5,25.1,1,花蓮縣政府北偏西方  18.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2021-01-26 04:50:36,121.9,24.43,3.8,21.9,2,宜蘭縣政府南偏東方  36.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2021-01-25 19:39:23,122.19,24.83,5.0,100.4,3,宜蘭縣政府東偏北方  44.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2021-01-25 17:05:57,123.45,23.51,5.1,16.9,1,花蓮縣政府東偏南方  194.3  公里(花蓮縣政府東偏南方  194.3  公里)
小區域有感地震,2021-01-25 15:25:38,123.63,23.42,5.8,35.9,2,花蓮縣政府東偏南方  215.0  公里(花蓮縣政府東偏南方  215.0  公里)
小區域有感地震,2021-01-24 23:07:08,120.39,22.62,3.4,26.3,2,高雄市政府東方  7.6  公里 (位於高雄市大寮區)(高雄市大寮區)
小區域有感地震,2021-01-24 16:33:26,120.41,22.76,4.1,31.8,2,高雄市政府東北方  18.0  公里 (位於高雄市大樹區)(高雄市大樹區)
小區域有感地震,2021-01-23 11:56:18,120.97,22.54,3.7,8.4,3,臺東縣政府西南方  30.7  公里 (位於臺東縣近海)(臺東縣近海)
008   ,2021-01-23 11:45:32,120.98,22.53,4.4,9.0,4,臺東縣政府西南方  30.5  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2021-01-22 18:00:21,121.7,23.93,3.7,27.3,2,花蓮縣政府東南方  10.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2021-01-22 07:37:18,121.47,23.92,3.3,15.7,2,花蓮縣政府西偏南方  17.0  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2021-01-20 10:30:00,120.39,23.22,3.2,12.3,1,臺南市政府東北方  32.9  公里 (位於臺南市六甲區)(臺南市六甲區)
小區域有感地震,2021-01-19 21:04:35,121.49,24.02,3.3,20.3,2,花蓮縣政府西偏北方  13.5  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
007   ,2021-01-17 07:10:59,121.35,22.54,5.5,21.1,4,臺東縣政府東南方  31.4  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2021-01-15 16:52:26,122.01,24.73,4.1,72.2,1,宜蘭縣政府東方  25.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2021-01-15 06:38:58,121.28,23.17,3.9,9.3,4,花蓮縣政府南偏西方  97.7  公里 (位於花蓮縣富里鄉)(花蓮縣富里鄉)
小區域有感地震,2021-01-11 21:35:35,121.08,22.15,3.8,8.2,2,臺東縣政府南方  67.4  公里 (位於臺灣東南部海域)(臺灣東南部海域)
006   ,2021-01-10 11:23:29,121.44,23.78,4.9,13.7,4,花蓮縣政府西南方  29.1  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
小區域有感地震,2021-01-10 06:40:18,121.64,24.06,3.5,24.8,2,花蓮縣政府北偏東方  7.9  公里 (位於花蓮縣近海)(花蓮縣近海)
005   ,2021-01-09 19:35:53,122.02,24.73,5.8,72.0,3,宜蘭縣政府東方  25.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2021-01-08 23:27:02,121.9,24.42,4.0,24.2,2,宜蘭縣政府南偏東方  37.0  公里 (位於臺灣東部海域)(臺灣東部海域)
004   ,2021-01-08 17:04:16,121.52,21.99,4.1,12.8,4,臺東縣政府南偏東方  93.1  公里 (位於臺灣東南部海域)(臺灣東南部海域)
003   ,2021-01-07 14:01:30,121.89,24.43,4.1,19.9,3,宜蘭縣政府南偏東方  36.0  公里 (位於宜蘭縣近海)(宜蘭縣近海)
002   ,2021-01-06 04:11:23,121.44,23.79,4.3,14.1,4,花蓮縣政府西南方  28.5  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
001   ,2021-01-06 04:09:26,121.45,23.79,4.3,13.6,3,花蓮縣政府西南方  28.5  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
小區域有感地震,2021-01-04 16:51:45,121.41,23.75,3.9,19.7,2,花蓮縣政府西南方  34.8  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
