編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2021-09-30 23:55:37,121.446,22.2317,3.9,24.3,3,臺東縣政府南南東方  65.4  公里 (位於臺灣東南部海域)(臺灣東南部海域)
096   ,2021-09-26 06:21:19,121.683,24.317,5.7,46.1,4,花蓮縣政府北方  36.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2021-09-23 17:28:01,121.51,23.8113,3.5,9.0,3,花蓮縣政府南南西方  22.8  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2021-09-23 12:20:20,121.392,23.7188,3.4,15.0,3,花蓮縣政府西南方  38.0  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
小區域有感地震,2021-09-22 17:05:11,121.958,24.8435,3.7,9.7,2,宜蘭縣政府東北東方  23.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2021-09-19 12:46:03,122.319,24.731,5.0,98.1,1,宜蘭縣政府東方  56.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2021-09-16 17:51:17,121.537,23.8072,3.7,49.5,1,花蓮縣政府南南西方  22.1  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2021-09-16 17:46:54,120.469,23.4765,3.2,7.5,2,嘉義市政府東南東方  1.6  公里 (位於嘉義市東區)(嘉義市東區)
小區域有感地震,2021-09-16 16:42:15,121.156,23.086,2.9,7.5,2,臺東縣政府北方  36.7  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
095   ,2021-09-15 18:50:53,121.391,23.1622,4.5,20.6,3,臺東縣政府北北東方  51.3  公里 (位於臺東縣成功鎮)(臺東縣成功鎮)
小區域有感地震,2021-09-15 11:45:50,121.989,24.8488,3.6,9.2,2,宜蘭縣政府東北東方  26.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2021-09-14 12:50:13,121.083,22.1378,3.9,12.5,3,臺東縣政府南方  68.7  公里 (位於臺灣東南部海域)(臺灣東南部海域)
094   ,2021-09-13 18:41:27,121.013,24.1233,5.6,46.1,4,南投縣政府東北方  41.0  公里 (位於南投縣仁愛鄉)(南投縣仁愛鄉)
小區域有感地震,2021-09-13 08:03:34,121.09,23.192,3.5,5.9,2,臺東縣政府北方  48.8  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
小區域有感地震,2021-09-11 23:03:49,121.05,22.9935,3.8,4.2,2,臺東縣政府北北西方  28.4  公里 (位於臺東縣延平鄉)(臺東縣延平鄉)
小區域有感地震,2021-09-11 19:51:03,121.353,22.9738,3.0,7.6,4,臺東縣政府東北方  31.9  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2021-09-11 01:39:45,121.476,23.7758,4.0,8.7,3,花蓮縣政府西南方  28.0  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
小區域有感地震,2021-09-10 13:45:03,122.062,23.8575,4.8,45.4,2,花蓮縣政府東南東方  47.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2021-09-08 00:19:11,122.016,24.485,4.3,25.5,2,宜蘭縣政府東南方  37.4  公里 (位於臺灣東部海域)(臺灣東部海域)
093   ,2021-09-06 22:00:26,122.077,23.85,5.9,41.1,4,花蓮縣政府東南東方  49.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2021-09-05 08:54:27,120.398,23.257,3.4,12.2,2,臺南市政府東北方  36.5  公里 (位於臺南市柳營區)(臺南市柳營區)
小區域有感地震,2021-09-04 12:37:08,121.956,24.4022,4.5,29.5,2,宜蘭縣政府南南東方  41.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2021-09-03 12:17:40,120.532,23.177,3.6,3.7,4,臺南市政府東北東方  41.0  公里 (位於臺南市楠西區)(臺南市楠西區)
小區域有感地震,2021-09-03 00:07:20,121.3,23.1708,3.3,6.3,4,花蓮縣政府南南西方  96.5  公里 (位於花蓮縣富里鄉)(花蓮縣富里鄉)
小區域有感地震,2021-09-02 19:09:24,120.53,23.1703,4.2,4.3,4,臺南市政府東北東方  40.4  公里 (位於臺南市楠西區)(臺南市楠西區)
092   ,2021-09-02 18:56:58,120.545,23.179,4.7,4.1,5弱,臺南市政府東北東方  42.3  公里 (位於臺南市楠西區)(臺南市楠西區)
小區域有感地震,2021-09-02 13:41:17,121.056,23.0112,4.1,6.7,3,臺東縣政府北北西方  30.0  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
091   ,2021-09-01 06:27:56,120.714,23.2657,4.9,13.7,4,高雄市政府北北東方  82.4  公里 (位於高雄市那瑪夏區)(高雄市那瑪夏區)
