編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2021-05-31 15:28:04,121.53,23.91,3.7,11.5,4,花蓮縣政府西南方  12.3  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2021-05-30 12:28:41,121.45,23.91,3.6,20.3,3,花蓮縣政府西偏南方  19.4  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2021-05-29 19:27:54,121.48,23.95,3.9,19.0,3,花蓮縣政府西偏南方  15.0  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2021-05-29 16:10:19,121.59,23.99,2.9,9.2,3,花蓮縣政府西方  3.0  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
小區域有感地震,2021-05-29 08:34:11,120.99,22.13,3.8,11.6,2,屏東縣政府東南方  80.1  公里 (位於屏東縣近海)(屏東縣近海)
小區域有感地震,2021-05-29 08:08:34,121.22,22.48,4.1,58.3,1,臺東縣政府南偏東方  30.7  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2021-05-27 12:16:07,121.02,24.72,2.9,8.6,2,新竹縣政府南方  11.5  公里 (位於新竹縣寶山鄉)(新竹縣寶山鄉)
小區域有感地震,2021-05-26 04:51:27,121.48,23.95,3.9,19.4,3,花蓮縣政府西偏南方  15.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
036   ,2021-05-26 00:48:00,121.489,23.9385,5.0,20.2,4,花蓮縣政府西南西方  14.6  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2021-05-25 09:10:10,121.47,23.92,3.5,18.4,3,花蓮縣政府西偏南方  17.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2021-05-23 08:20:17,121.76,24.62,3.7,9.4,3,宜蘭縣政府南方  12.0  公里 (位於宜蘭縣冬山鄉)(宜蘭縣冬山鄉)
小區域有感地震,2021-05-23 05:34:42,121.94,24.45,4.3,31.3,2,宜蘭縣政府南偏東方  35.8  公里 (位於臺灣東部海域)(臺灣東部海域)
