編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2015-07-31 07:12:25,121.42,24.44,3.2,7.7,3,宜蘭縣政府西南方  47.2  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2015-07-30 20:12:51,121.61,24.87,3.5,88.9,1,臺北市政府南偏東方  19.1  公里 (位於新北市石碇區)(新北市石碇區)
小區域有感地震,2015-07-30 13:25:02,121.54,23.57,3.6,28.0,1,花蓮縣政府南方  47.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2015-07-29 11:15:46,121.75,24.31,3.3,14.0,3,花蓮縣政府北偏東方  37.6  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2015-07-28 22:52:43,121.42,24.44,3.1,6.7,4,宜蘭縣政府西南方  46.9  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2015-07-28 22:24:49,121.43,24.44,3.0,7.1,3,宜蘭縣政府西南方  46.8  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2015-07-28 21:55:04,121.43,24.44,3.2,6.6,4,宜蘭縣政府西南方  46.5  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2015-07-28 20:54:00,121.43,24.44,2.4,6.2,3,宜蘭縣政府西南方  46.4  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
041   ,2015-07-28 19:47:08,121.44,24.43,3.9,5.7,5,宜蘭縣政府西南方  46.9  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2015-07-28 19:07:10,121.42,24.44,2.8,7.6,3,宜蘭縣政府西南方  47.4  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2015-07-28 19:01:14,121.44,24.42,2.7,7.2,3,宜蘭縣政府西南方  47.8  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2015-07-28 18:36:07,121.77,24.36,2.8,14.7,4,宜蘭縣政府南方  41.2  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2015-07-28 15:30:05,121.43,24.44,3.7,6.3,4,宜蘭縣政府西南方  46.9  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
040   ,2015-07-28 14:59:10,121.43,24.43,4.7,6.0,6,宜蘭縣政府西南方  47.2  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2015-07-28 14:35:51,121.42,24.43,3.5,6.4,4,宜蘭縣政府西南方  47.7  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
039   ,2015-07-28 14:27:53,121.44,24.43,4.3,6.5,5,宜蘭縣政府西南方  47.1  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2015-07-28 14:27:42,121.43,24.43,3.7,5.9,5,宜蘭縣政府西南方  47.1  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2015-07-28 12:09:54,121.43,24.44,3.2,6.2,3,宜蘭縣政府西南方  46.8  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2015-07-28 12:07:11,121.43,24.43,3.5,6.4,4,宜蘭縣政府西南方  47.4  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2015-07-27 05:37:57,121.91,24.42,2.8,16.3,3,宜蘭縣政府南偏東方  37.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2015-07-26 12:35:14,121.51,23.89,2.5,10.0,2,花蓮縣政府西南方  15.9  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
038   ,2015-07-25 18:25:37,121.39,23.15,4.5,22.2,3,臺東縣政府北偏東方  50.2  公里 (位於臺東縣成功鎮)(臺東縣成功鎮)
