編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2006-05-27 01:43:36,120.88,23.94,3.5,9.8,3,南投名間地震站東偏北方  20.7  公里(南投名間地震站東偏北方  20.7  公里)
小區域有感地震,2006-05-25 08:11:41,120.55,23.64,3.3,11.3,3,斗六市地震站南方  8.2  公里(斗六市地震站南方  8.2  公里)
049   ,2006-05-25 04:52:41,121.08,22.9,4.3,7.8,4,台東市地震站北偏西方  18.2  公里(台東市地震站北偏西方  18.2  公里)
小區域有感地震,2006-05-18 14:22:23,121.66,24.07,3.0,6.7,3,花蓮秀林地震站東偏南方  6.2  公里(花蓮秀林地震站東偏南方  6.2  公里)
048   ,2006-05-16 09:39:03,121.67,24.07,4.5,8.0,4,花蓮秀林地震站東偏南方  6.4  公里(花蓮秀林地震站東偏南方  6.4  公里)
小區域有感地震,2006-05-16 08:03:22,121.67,23.93,3.7,40.3,2,花蓮市地震站東南方  7.2  公里(花蓮市地震站東南方  7.2  公里)
047   ,2006-05-13 15:40:07,121.02,22.62,4.3,7.1,4,台東市地震站西南方  20.4  公里(台東市地震站西南方  20.4  公里)
046   ,2006-05-12 20:35:50,121.07,22.76,4.0,6.7,3,台東市地震站西方  8.9  公里(台東市地震站西方  8.9  公里)
小區域有感地震,2006-05-11 13:33:05,121.72,23.36,3.9,26.4,3,花蓮玉里地震站東方  42.5  公里(花蓮玉里地震站東方  42.5  公里)
045   ,2006-05-10 18:59:11,121.58,23.65,4.8,31.5,4,花蓮西林地震站東南方  23.3  公里(花蓮西林地震站東南方  23.3  公里)
小區域有感地震,2006-05-09 06:14:36,121.3,23.66,3.6,9.4,2,花蓮西林地震站西南方  22.4  公里(花蓮西林地震站西南方  22.4  公里)
小區域有感地震,2006-05-07 11:26:35,121.95,24.46,3.8,35.8,2,宜蘭蘇澳地震站南偏東方  19.1  公里(宜蘭蘇澳地震站南偏東方  19.1  公里)
小區域有感地震,2006-05-07 09:53:02,120.73,21.59,5.2,42.5,3,屏東恆春地震站南方  46.2  公里(屏東恆春地震站南方  46.2  公里)
小區域有感地震,2006-05-06 12:47:08,121.31,22.62,4.2,29.0,2,台東市地震站東南方  21.3  公里(台東市地震站東南方  21.3  公里)
小區域有感地震,2006-05-05 03:12:02,121.87,24.47,3.4,20.5,4,宜蘭南澳地震站東偏北方  13.3  公里(宜蘭南澳地震站東偏北方  13.3  公里)
小區域有感地震,2006-05-03 02:56:20,120.58,23.66,3.7,12.0,3,斗六市地震站東南方  7.3  公里(斗六市地震站東南方  7.3  公里)
小區域有感地震,2006-05-01 10:48:30,121.31,23.02,3.5,18.5,3,台東成功地震站西南方  10.6  公里(台東成功地震站西南方  10.6  公里)
