編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2008-03-28 06:34:45,121.86,24.48,2.8,12.1,3,宜蘭南澳地震站東偏北方  13.0  公里(宜蘭南澳地震站東偏北方  13.0  公里)
小區域有感地震,2008-03-24 06:47:56,120.51,23.4,3.2,10.4,2,嘉義市地震站東南方  13.1  公里(嘉義市地震站東南方  13.1  公里)
小區域有感地震,2008-03-22 04:13:50,120.9,24.3,3.4,33.1,2,苗栗三義地震站東南方  18.3  公里(苗栗三義地震站東南方  18.3  公里)
023   ,2008-03-19 13:53:27,121.29,23.16,3.3,6.5,3,台東成功地震站西北方  10.7  公里(台東成功地震站西北方  10.7  公里)
小區域有感地震,2008-03-19 11:55:35,121.02,22.78,2.8,5.6,2,台東市地震站西偏北方  13.8  公里(台東市地震站西偏北方  13.8  公里)
小區域有感地震,2008-03-19 06:21:03,121.29,23.16,3.5,6.3,3,台東成功地震站西北方  10.9  公里(台東成功地震站西北方  10.9  公里)
小區域有感地震,2008-03-17 05:39:40,121.83,24.47,3.5,19.8,4,宜蘭南澳地震站東偏北方  9.4  公里(宜蘭南澳地震站東偏北方  9.4  公里)
小區域有感地震,2008-03-15 07:35:51,120.68,23.16,3.5,13.9,3,高雄桃源地震站西方  8.8  公里(高雄桃源地震站西方  8.8  公里)
小區域有感地震,2008-03-13 17:16:11,121.7,24.34,3.0,17.1,3,宜蘭南澳地震站南偏西方  11.3  公里(宜蘭南澳地震站南偏西方  11.3  公里)
小區域有感地震,2008-03-13 16:56:07,122.15,24.7,4.0,83.7,2,宜蘭蘇澳地震站東偏北方  30.9  公里(宜蘭蘇澳地震站東偏北方  30.9  公里)
小區域有感地震,2008-03-13 14:10:11,120.46,23.39,3.4,13.7,2,嘉義市地震站南偏東方  12.1  公里(嘉義市地震站南偏東方  12.1  公里)
小區域有感地震,2008-03-12 07:09:19,120.71,23.2,3.5,13.7,3,高雄桃源地震站西偏北方  6.8  公里(高雄桃源地震站西偏北方  6.8  公里)
小區域有感地震,2008-03-10 14:01:57,120.66,23.58,3.5,4.8,3,斗六市地震站東南方  19.3  公里(斗六市地震站東南方  19.3  公里)
小區域有感地震,2008-03-10 11:48:43,121.56,23.6,3.9,35.6,2,花蓮西林地震站南偏東方  26.7  公里(花蓮西林地震站南偏東方  26.7  公里)
小區域有感地震,2008-03-08 15:46:24,121.91,24.46,3.3,13.8,3,宜蘭南澳地震站東方  16.3  公里(宜蘭南澳地震站東方  16.3  公里)
小區域有感地震,2008-03-08 11:06:16,120.69,23.21,2.7,11.2,2,嘉義大埔地震站東偏南方  7.9  公里(嘉義大埔地震站東偏南方  7.9  公里)
小區域有感地震,2008-03-05 14:51:39,120.69,23.18,3.8,13.1,4,高雄桃源地震站西偏北方  8.0  公里(高雄桃源地震站西偏北方  8.0  公里)
小區域有感地震,2008-03-05 09:51:40,120.69,23.2,3.6,11.4,3,嘉義大埔地震站東偏南方  8.4  公里(嘉義大埔地震站東偏南方  8.4  公里)
小區域有感地震,2008-03-05 08:34:52,120.69,23.21,3.6,12.0,3,嘉義大埔地震站東偏南方  8.3  公里(嘉義大埔地震站東偏南方  8.3  公里)
022   ,2008-03-05 06:42:32,120.71,23.21,4.6,12.0,4,高雄桃源地震站西北方  8.3  公里(高雄桃源地震站西北方  8.3  公里)
小區域有感地震,2008-03-05 03:05:35,120.69,23.2,3.2,11.5,3,嘉義大埔地震站東偏南方  8.2  公里(嘉義大埔地震站東偏南方  8.2  公里)
小區域有感地震,2008-03-05 02:18:11,120.7,23.2,3.1,10.7,3,高雄桃源地震站西偏北方  8.4  公里(高雄桃源地震站西偏北方  8.4  公里)
021   ,2008-03-05 01:31:47,120.7,23.21,5.2,11.3,5,嘉義大埔地震站東偏南方  8.6  公里(嘉義大埔地震站東偏南方  8.6  公里)
020   ,2008-03-05 01:13:36,120.7,23.21,4.0,11.6,3,嘉義大埔地震站東偏南方  8.7  公里(嘉義大埔地震站東偏南方  8.7  公里)
019   ,2008-03-04 20:56:39,121.51,24.1,4.1,21.8,4,花蓮秀林地震站西偏北方  9.7  公里(花蓮秀林地震站西偏北方  9.7  公里)
小區域有感地震,2008-03-04 19:03:16,121.44,23.94,2.4,14.3,2,花蓮西林地震站北方  14.8  公里(花蓮西林地震站北方  14.8  公里)
018   ,2008-03-04 06:25:18,121.33,23.19,3.9,11.5,4,台東成功地震站北偏西方  11.3  公里(台東成功地震站北偏西方  11.3  公里)
小區域有感地震,2008-03-04 00:27:33,120.52,23.23,3.7,7.6,3,台南東山地震站南偏東方  4.6  公里(台南東山地震站南偏東方  4.6  公里)
小區域有感地震,2008-03-02 14:05:36,121.87,24.56,3.1,6.8,3,宜蘭蘇澳地震站南偏東方  4.9  公里(宜蘭蘇澳地震站南偏東方  4.9  公里)
017   ,2008-03-02 10:27:05,121.88,24.56,3.4,7.3,3,宜蘭蘇澳地震站南偏東方  5.7  公里(宜蘭蘇澳地震站南偏東方  5.7  公里)
小區域有感地震,2008-03-01 09:39:10,121.35,23.19,3.4,16.8,2,台東成功地震站北偏西方  10.3  公里(台東成功地震站北偏西方  10.3  公里)
016   ,2008-03-01 00:58:05,122.53,24.0,5.1,26.1,2,宜蘭南澳地震站東偏南方  91.9  公里(宜蘭南澳地震站東偏南方  91.9  公里)
