編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2013-03-31 08:49:43,121.97,21.18,5.5,162.2,2,臺東縣政府南偏東方  194.5  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2013-03-31 00:13:43,121.45,24.3,3.2,6.3,2,花蓮縣政府北偏西方  38.0  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2013-03-29 05:37:38,121.0,23.91,3.6,14.3,2,南投縣政府東方  32.1  公里 (位於南投縣仁愛鄉)(南投縣仁愛鄉)
小區域有感地震,2013-03-28 16:38:21,121.44,24.33,3.0,6.5,2,花蓮縣政府北偏西方  42.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2013-03-28 09:52:19,120.99,23.93,3.5,14.3,1,南投縣政府東方  30.5  公里 (位於南投縣仁愛鄉)(南投縣仁愛鄉)
小區域有感地震,2013-03-28 04:39:09,121.81,24.26,2.9,16.3,2,花蓮縣政府東北方  34.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2013-03-28 03:43:04,121.8,24.25,3.0,16.3,2,花蓮縣政府東北方  34.2  公里 (位於花蓮縣近海)(花蓮縣近海)
043   ,2013-03-28 02:46:10,120.99,23.93,4.0,13.1,2,南投縣政府東方  30.8  公里 (位於南投縣仁愛鄉)(南投縣仁愛鄉)
小區域有感地震,2013-03-27 23:49:04,121.74,24.27,2.6,14.7,2,花蓮縣政府北偏東方  33.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2013-03-27 12:14:32,121.02,23.96,3.7,15.1,1,南投縣政府東方  33.9  公里 (位於南投縣仁愛鄉)(南投縣仁愛鄉)
042   ,2013-03-27 11:30:02,121.0,23.93,4.5,14.0,2,南投縣政府東方  31.4  公里 (位於南投縣仁愛鄉)(南投縣仁愛鄉)
小區域有感地震,2013-03-27 10:17:46,121.03,23.89,3.8,17.1,1,南投縣政府東方  34.7  公里 (位於南投縣仁愛鄉)(南投縣仁愛鄉)
小區域有感地震,2013-03-27 10:12:02,121.03,23.93,3.7,15.0,2,南投縣政府東方  34.8  公里 (位於南投縣仁愛鄉)(南投縣仁愛鄉)
小區域有感地震,2013-03-27 10:11:42,121.02,23.89,3.9,16.6,1,南投縣政府東方  34.1  公里 (位於南投縣仁愛鄉)(南投縣仁愛鄉)
041   ,2013-03-27 10:03:19,121.05,23.9,6.2,19.4,6,南投縣政府東方  36.9  公里 (位於南投縣仁愛鄉)(南投縣仁愛鄉)
小區域有感地震,2013-03-27 04:47:18,121.89,24.46,3.0,20.8,2,宜蘭縣政府南偏東方  32.4  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2013-03-26 11:16:01,121.47,24.35,3.2,5.9,2,花蓮縣政府北偏西方  42.4  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2013-03-26 00:21:21,121.95,24.46,2.9,12.4,3,宜蘭縣政府東南方  35.9  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2013-03-25 13:21:33,121.69,24.01,3.6,38.0,2,花蓮縣政府東偏北方  7.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2013-03-24 13:51:15,121.44,22.87,3.2,17.6,2,臺東縣政府東偏北方  32.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2013-03-23 13:22:09,121.96,24.46,3.0,13.4,3,宜蘭縣政府東南方  36.2  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2013-03-23 06:41:25,121.44,23.84,2.9,19.3,3,花蓮縣政府西南方  24.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2013-03-21 18:50:50,121.05,22.78,2.3,4.5,2,臺東縣政府西偏北方  11.1  公里 (位於臺東縣卑南鄉)(臺東縣卑南鄉)
小區域有感地震,2013-03-21 15:37:28,121.05,22.78,2.6,5.0,2,臺東縣政府西偏北方  11.1  公里 (位於臺東縣卑南鄉)(臺東縣卑南鄉)
小區域有感地震,2013-03-21 00:38:02,121.95,24.45,2.9,12.5,3,宜蘭縣政府東南方  36.6  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2013-03-20 17:25:19,121.95,24.45,3.2,10.3,3,宜蘭縣政府東南方  36.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2013-03-20 17:15:26,121.96,24.45,3.0,13.0,3,宜蘭縣政府東南方  36.9  公里 (位於臺灣東部海域)(臺灣東部海域)
040   ,2013-03-20 15:22:00,121.95,24.45,4.6,12.1,5,宜蘭縣政府東南方  35.9  公里 (位於臺灣東部海域)(臺灣東部海域)
039   ,2013-03-20 14:05:52,120.85,22.65,3.6,8.6,4,臺東縣政府西偏南方  33.4  公里 (位於臺東縣金峰鄉)(臺東縣金峰鄉)
小區域有感地震,2013-03-19 20:51:38,121.44,24.28,3.2,6.8,1,花蓮縣政府北偏西方  37.0  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
038   ,2013-03-19 10:50:02,121.71,23.93,3.5,7.9,3,花蓮縣政府東南方  11.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2013-03-19 05:07:36,121.65,24.03,3.6,30.4,2,花蓮縣政府東北方  4.8  公里 (位於花蓮縣近海)(花蓮縣近海)
037   ,2013-03-17 21:53:19,120.93,23.68,4.4,12.3,3,南投縣政府東南方  34.7  公里 (位於南投縣信義鄉)(南投縣信義鄉)
小區域有感地震,2013-03-17 18:06:44,121.95,24.46,3.2,13.5,3,宜蘭縣政府東南方  36.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2013-03-17 09:25:36,120.76,23.13,2.7,5.0,3,嘉義市政府東南方  49.7  公里 (位於高雄市桃源區)(高雄市桃源區)
小區域有感地震,2013-03-17 07:18:03,121.46,24.32,3.0,6.3,1,花蓮縣政府北偏西方  40.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2013-03-16 04:06:02,121.68,24.13,2.5,9.8,3,花蓮縣政府北偏東方  16.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2013-03-16 02:39:27,121.42,24.3,3.2,7.6,2,花蓮縣政府北偏西方  39.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2013-03-14 09:53:19,121.92,24.41,4.0,26.6,2,宜蘭縣政府南偏東方  39.2  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2013-03-13 22:01:42,121.44,24.32,3.1,6.2,2,花蓮縣政府北偏西方  40.9  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2013-03-13 18:40:30,121.8,24.17,3.8,11.0,2,花蓮縣政府東北方  26.9  公里 (位於臺灣東部海域)(臺灣東部海域)
