編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2013-07-29 12:00:24,121.61,23.57,3.4,33.1,2,花蓮縣政府南方  46.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2013-07-28 22:20:20,121.52,23.89,2.4,8.9,2,花蓮縣政府西南方  15.2  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2013-07-28 00:49:28,121.84,24.39,2.5,10.7,3,宜蘭縣政府南偏東方  39.2  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2013-07-26 17:39:30,121.29,23.15,2.9,7.4,3,臺東縣政府北偏東方  45.8  公里 (位於花蓮縣富里鄉)(花蓮縣富里鄉)
096   ,2013-07-25 17:12:51,121.2,23.15,3.9,10.6,3,臺東縣政府北方  43.8  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
小區域有感地震,2013-07-25 02:27:19,121.52,23.88,2.6,7.9,3,花蓮縣政府西南方  15.5  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2013-07-24 23:46:35,121.52,23.9,2.5,9.0,3,花蓮縣政府西南方  14.1  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
095   ,2013-07-24 23:41:12,121.52,23.9,4.3,10.9,5,花蓮縣政府西南方  14.4  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
094   ,2013-07-24 23:32:15,121.53,23.91,5.0,10.6,5,花蓮縣政府西南方  13.2  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2013-07-24 23:00:02,121.51,23.91,2.3,9.3,2,花蓮縣政府西南方  14.3  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
093   ,2013-07-24 22:47:05,121.53,23.91,4.8,9.1,5,花蓮縣政府西南方  13.4  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2013-07-23 10:24:03,121.37,22.99,3.4,34.7,2,臺東縣政府東北方  34.3  公里 (位於臺東縣近海)(臺東縣近海)
092   ,2013-07-23 00:00:05,120.88,24.24,3.2,31.9,2,臺中市政府東偏北方  23.4  公里 (位於臺中市和平區)(臺中市和平區)
小區域有感地震,2013-07-21 20:49:49,120.91,24.05,3.4,24.2,1,臺中市政府東偏南方  25.9  公里 (位於南投縣國姓鄉)(南投縣國姓鄉)
小區域有感地震,2013-07-21 20:35:15,121.63,24.34,2.9,23.5,2,花蓮縣政府北方  38.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2013-07-21 13:55:31,121.48,23.91,3.3,14.9,3,花蓮縣政府西偏南方  16.6  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2013-07-21 13:22:10,121.62,24.03,2.7,9.0,1,花蓮縣政府北方  4.4  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
