編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2013-04-28 18:05:17,121.04,24.71,3.0,8.9,3,新竹市政府東南方  12.7  公里 (位於新竹縣北埔鄉)(新竹縣北埔鄉)
小區域有感地震,2013-04-27 09:42:54,121.45,24.38,3.0,6.8,3,花蓮縣政府北偏西方  46.5  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2013-04-27 07:33:34,121.44,24.37,3.1,6.9,3,花蓮縣政府北偏西方  45.5  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2013-04-27 07:31:44,121.45,24.37,3.3,7.0,3,花蓮縣政府北偏西方  45.6  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2013-04-27 00:50:15,121.96,24.45,3.1,12.7,3,宜蘭縣政府東南方  36.9  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2013-04-26 17:31:34,121.38,24.06,4.0,67.3,2,花蓮縣政府西偏北方  26.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2013-04-24 06:30:40,121.37,23.11,3.6,20.2,3,臺東縣政府北偏東方  44.6  公里 (位於臺東縣成功鎮)(臺東縣成功鎮)
小區域有感地震,2013-04-23 14:33:03,121.48,23.8,2.8,11.0,3,花蓮縣政府西南方  25.5  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
小區域有感地震,2013-04-23 08:11:29,121.7,24.16,3.7,54.2,1,花蓮縣政府北偏東方  19.9  公里 (位於花蓮縣近海)(花蓮縣近海)
055   ,2013-04-21 11:07:51,122.34,24.41,5.0,70.6,3,宜蘭縣政府東偏南方  67.8  公里 (位於臺灣東部海域)(臺灣東部海域)
054   ,2013-04-21 07:09:39,121.44,21.99,4.4,15.5,4,臺東縣政府南偏東方  90.0  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2013-04-20 21:25:21,121.48,24.29,3.2,7.1,2,花蓮縣政府北偏西方  35.6  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
053   ,2013-04-20 12:36:29,122.44,24.78,5.0,118.9,2,宜蘭縣政府東方  68.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2013-04-19 09:34:09,121.78,23.4,3.7,27.8,3,花蓮縣政府南偏東方  67.9  公里 (位於臺灣東部海域)(臺灣東部海域)
052   ,2013-04-16 23:13:14,121.59,24.61,4.5,68.0,2,宜蘭縣政府西南方  22.1  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2013-04-16 02:25:54,121.48,24.29,3.3,6.6,2,花蓮縣政府北偏西方  36.0  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
051   ,2013-04-15 13:57:09,121.48,24.29,4.2,7.1,4,花蓮縣政府北偏西方  35.5  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2013-04-15 05:26:22,121.43,23.67,3.1,15.1,2,花蓮縣政府南偏西方  40.3  公里 (位於花蓮縣光復鄉)(花蓮縣光復鄉)
小區域有感地震,2013-04-14 06:18:03,121.45,24.28,3.2,6.7,2,花蓮縣政府北偏西方  36.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2013-04-12 19:44:32,121.45,24.37,2.8,6.3,3,花蓮縣政府北偏西方  45.5  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2013-04-12 09:04:12,121.36,24.39,2.3,6.8,3,花蓮縣政府北偏西方  51.2  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2013-04-11 07:34:20,121.88,24.81,3.2,9.5,3,宜蘭縣政府東偏北方  14.7  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2013-04-11 04:20:24,122.22,20.65,6.1,22.1,2,臺東縣政府南偏東方  258.2  公里 (位於臺灣南部海域)(臺灣南部海域)
050   ,2013-04-10 13:10:44,121.71,24.25,2.9,12.6,3,花蓮縣政府北偏東方  29.6  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2013-04-09 16:41:38,120.71,23.76,3.1,22.3,2,南投縣政府南方  15.3  公里 (位於南投縣竹山鎮)(南投縣竹山鎮)
小區域有感地震,2013-04-09 09:41:17,120.25,23.2,2.8,16.5,3,臺南市政府北偏東方  24.1  公里 (位於臺南市麻豆區)(臺南市麻豆區)
049   ,2013-04-09 07:13:13,121.86,24.79,4.1,99.2,1,宜蘭縣政府東偏北方  11.7  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2013-04-08 10:30:53,121.81,24.35,2.4,8.7,2,宜蘭縣政府南方  42.9  公里 (位於宜蘭縣近海)(宜蘭縣近海)
048   ,2013-04-08 10:23:24,121.81,24.34,3.2,8.0,4,花蓮縣政府北偏東方  43.2  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2013-04-08 08:53:28,121.48,23.93,2.5,14.0,2,花蓮縣政府西偏南方  15.4  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
047   ,2013-04-08 07:36:20,121.81,24.34,3.1,9.5,4,花蓮縣政府北偏東方  43.2  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2013-04-07 21:01:54,121.06,23.89,3.5,18.7,1,南投縣政府東方  38.1  公里 (位於南投縣仁愛鄉)(南投縣仁愛鄉)
