編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2023-06-29 22:40:45,122.49,24.7152,5.1,98.3,1,宜蘭縣政府東方  73.6  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2023-06-29 01:00:35,121.244,23.2643,3.7,16.6,2,花蓮縣政府南南西方  89.1  公里 (位於花蓮縣卓溪鄉)(花蓮縣卓溪鄉)
小區域有感地震,2023-06-29 00:03:59,120.615,22.6832,3.6,19.8,2,屏東縣政府東方  13.0  公里 (位於屏東縣內埔鄉)(屏東縣內埔鄉)
小區域有感地震,2023-06-28 17:25:09,120.666,22.8322,4.0,19.8,3,屏東縣政府東北方  24.6  公里 (位於屏東縣三地門鄉)(屏東縣三地門鄉)
小區域有感地震,2023-06-27 09:16:38,121.281,23.4065,3.7,10.1,2,花蓮縣政府南南西方  73.4  公里 (位於花蓮縣卓溪鄉)(花蓮縣卓溪鄉)
小區域有感地震,2023-06-23 04:13:46,122.004,23.7378,4.3,29.5,1,花蓮縣政府東南東方  48.1  公里 (位於臺灣東部海域)(臺灣東部海域)
043   ,2023-06-23 02:45:30,121.672,24.5538,4.8,59.3,2,宜蘭縣政府南南西方  21.7  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2023-06-23 00:27:56,120.999,23.9818,3.9,15.7,2,南投縣政府東北東方  32.7  公里 (位於南投縣埔里鎮)(南投縣埔里鎮)
042   ,2023-06-22 14:04:07,121.721,23.9028,4.5,22.1,3,花蓮縣政府東南方  14.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2023-06-21 18:55:42,121.779,24.2907,4.1,60.5,2,花蓮縣政府北北東方  36.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2023-06-20 11:38:24,121.634,24.3437,3.2,23.8,2,花蓮縣政府北方  39.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2023-06-19 20:39:13,121.465,23.9275,3.3,18.2,2,花蓮縣政府西南西方  17.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2023-06-17 14:09:33,121.241,23.2643,4.2,17.7,2,花蓮縣政府南南西方  89.3  公里 (位於花蓮縣卓溪鄉)(花蓮縣卓溪鄉)
041   ,2023-06-17 09:47:29,121.241,23.2647,4.4,17.0,3,花蓮縣政府南南西方  89.3  公里 (位於花蓮縣卓溪鄉)(花蓮縣卓溪鄉)
小區域有感地震,2023-06-16 22:23:50,120.88,24.2608,3.7,28.5,2,臺中市政府東北東方  24.5  公里 (位於臺中市和平區)(臺中市和平區)
小區域有感地震,2023-06-15 11:09:06,121.181,23.1368,3.6,14.0,2,臺東縣政府北方  42.4  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
小區域有感地震,2023-06-15 07:58:58,121.55,23.5645,4.8,29.8,3,花蓮縣政府南方  47.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2023-06-14 07:56:13,122.441,24.9237,4.6,17.3,2,宜蘭縣政府東北東方  71.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2023-06-13 14:04:05,121.365,22.9675,3.9,19.8,3,臺東縣政府東北方  32.2  公里 (位於臺東縣近海)(臺東縣近海)
040   ,2023-06-11 20:25:39,122.492,24.2147,5.5,46.8,2,花蓮縣政府東北東方  92.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2023-06-11 01:55:59,121.413,23.207,3.7,23.4,2,臺東縣政府北北東方  56.8  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2023-06-10 23:51:03,120.663,22.8518,3.7,17.7,2,屏東縣政府東北方  26.0  公里 (位於屏東縣三地門鄉)(屏東縣三地門鄉)
039   ,2023-06-10 17:12:33,120.644,22.8717,5.0,16.0,4,屏東縣政府東北方  26.3  公里 (位於屏東縣三地門鄉)(屏東縣三地門鄉)
小區域有感地震,2023-06-10 16:55:41,120.644,22.8682,3.9,17.0,3,屏東縣政府東北方  26.0  公里 (位於屏東縣三地門鄉)(屏東縣三地門鄉)
小區域有感地震,2023-06-10 16:55:36,120.646,22.866,3.4,16.6,2,屏東縣政府東北方  25.9  公里 (位於屏東縣三地門鄉)(屏東縣三地門鄉)
小區域有感地震,2023-06-10 16:36:14,121.583,23.8117,4.3,27.0,2,花蓮縣政府南南西方  20.2  公里 (位於花蓮縣近海)(花蓮縣近海)
038   ,2023-06-10 13:31:53,120.655,22.8562,5.4,18.3,4,屏東縣政府東北方  25.7  公里 (位於屏東縣三地門鄉)(屏東縣三地門鄉)
小區域有感地震,2023-06-10 13:26:03,120.667,22.8605,4.3,17.1,3,屏東縣政府東北方  26.9  公里 (位於屏東縣三地門鄉)(屏東縣三地門鄉)
小區域有感地震,2023-06-10 08:28:01,120.66,22.8652,3.8,16.8,3,高雄市政府東北方  44.8  公里 (位於高雄市茂林區)(高雄市茂林區)
037   ,2023-06-10 03:51:02,120.665,22.8683,4.3,17.1,3,高雄市政府東北方  45.5  公里 (位於高雄市茂林區)(高雄市茂林區)
小區域有感地震,2023-06-09 23:19:05,120.665,22.8665,3.6,16.8,3,高雄市政府東北方  45.3  公里 (位於高雄市茂林區)(高雄市茂林區)
小區域有感地震,2023-06-09 21:58:07,120.662,22.869,4.1,17.2,2,高雄市政府東北方  45.2  公里 (位於高雄市茂林區)(高雄市茂林區)
小區域有感地震,2023-06-02 17:48:43,122.099,24.3103,4.7,34.4,2,宜蘭縣政府東南方  57.7  公里 (位於臺灣東部海域)(臺灣東部海域)
