編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2023-09-30 21:04:32,121.451,23.91,3.9,21.0,3,花蓮縣政府西南西方  19.4  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2023-09-30 16:04:55,121.889,24.5668,4.4,60.2,2,宜蘭縣政府東南方  22.2  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2023-09-28 04:13:37,121.292,23.112,3.7,17.1,2,花蓮縣政府南南西方  102.9  公里 (位於花蓮縣富里鄉)(花蓮縣富里鄉)
小區域有感地震,2023-09-27 14:11:37,120.718,23.0513,3.7,5.7,2,高雄市政府東北方  63.3  公里 (位於高雄市桃源區)(高雄市桃源區)
小區域有感地震,2023-09-27 01:52:53,121.243,23.2637,3.8,17.0,2,花蓮縣政府南南西方  89.3  公里 (位於花蓮縣卓溪鄉)(花蓮縣卓溪鄉)
小區域有感地震,2023-09-26 20:30:53,121.359,23.0985,4.1,20.9,3,臺東縣政府北北東方  43.6  公里 (位於臺東縣成功鎮)(臺東縣成功鎮)
小區域有感地震,2023-09-26 07:04:32,122.755,24.4878,4.9,96.4,2,宜蘭縣政府東南東方  104.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2023-09-26 01:36:31,121.246,23.2598,4.1,17.2,3,花蓮縣政府南南西方  89.5  公里 (位於花蓮縣卓溪鄉)(花蓮縣卓溪鄉)
小區域有感地震,2023-09-25 04:35:21,121.084,22.9088,3.7,8.3,2,臺東縣政府北北西方  18.4  公里 (位於臺東縣鹿野鄉)(臺東縣鹿野鄉)
小區域有感地震,2023-09-22 02:32:10,120.593,22.9043,3.5,15.6,2,高雄市政府東北方  42.6  公里 (位於高雄市六龜區)(高雄市六龜區)
小區域有感地震,2023-09-20 22:45:26,121.414,23.2178,4.3,35.3,2,臺東縣政府北北東方  57.9  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2023-09-20 19:09:52,121.774,24.2393,4.1,10.6,3,花蓮縣政府北北東方  31.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2023-09-20 13:25:45,121.297,23.6387,3.9,7.5,3,花蓮縣政府西南方  51.0  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
小區域有感地震,2023-09-20 02:19:25,121.411,23.7925,3.5,26.2,3,花蓮縣政府西南方  30.6  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
小區域有感地震,2023-09-19 07:47:33,120.449,23.2383,3.7,9.6,2,臺南市政府東北方  38.4  公里 (位於臺南市東山區)(臺南市東山區)
小區域有感地震,2023-09-18 21:21:20,125.583,25.9862,6.8,251.8,2,基隆市政府東北東方  397.0  公里(基隆市政府東北東方  397.0  公里)
小區域有感地震,2023-09-17 04:41:34,120.845,22.2362,3.9,14.5,3,屏東縣政府東南方  61.6  公里 (位於屏東縣獅子鄉)(屏東縣獅子鄉)
069   ,2023-09-15 18:34:30,121.828,24.3835,5.3,43.1,4,宜蘭縣政府南方  39.1  公里 (位於宜蘭縣近海)(宜蘭縣近海)
068   ,2023-09-15 18:34:25,121.675,24.044,4.4,23.9,3,花蓮縣政府東北方  8.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2023-09-15 03:41:19,121.447,23.9002,3.5,20.1,3,花蓮縣政府西南西方  20.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2023-09-14 23:53:42,120.201,23.3397,3.4,10.0,2,嘉義縣政府西南方  16.2  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
小區域有感地震,2023-09-13 11:58:19,120.997,21.849,3.9,25.4,2,臺東縣政府南方  101.6  公里 (位於臺灣東南部海域)(臺灣東南部海域)
067   ,2023-09-12 19:03:17,121.08,19.2995,6.8,59.9,2,高雄市政府南南東方  376.3  公里(高雄市政府南南東方  376.3  公里)
小區域有感地震,2023-09-11 07:09:40,121.402,22.1673,3.8,25.3,2,臺東縣政府南南東方  70.0  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2023-09-07 03:02:51,121.776,24.2297,3.6,11.2,1,花蓮縣政府北北東方  30.8  公里 (位於花蓮縣近海)(花蓮縣近海)
066   ,2023-09-06 13:21:37,120.68,22.8973,4.4,5.8,4,高雄市政府東北方  48.6  公里 (位於高雄市茂林區)(高雄市茂林區)
