編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2022-11-29 10:43:22,121.629,23.8777,4.2,37.0,2,花蓮縣政府南方  12.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2022-11-28 15:35:32,121.227,23.1333,3.6,8.2,3,花蓮縣政府南南西方  103.1  公里 (位於花蓮縣富里鄉)(花蓮縣富里鄉)
小區域有感地震,2022-11-27 03:09:52,122.279,24.1065,4.8,26.2,2,花蓮縣政府東方  68.2  公里 (位於臺灣東部海域)(臺灣東部海域)
174   ,2022-11-27 01:38:04,121.637,23.8575,5.6,36.0,4,花蓮縣政府南方  14.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2022-11-26 10:29:16,121.482,23.964,3.2,19.7,2,花蓮縣政府西方  14.4  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2022-11-26 08:57:02,122.323,24.1267,4.3,47.2,1,花蓮縣政府東方  73.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2022-11-23 14:41:52,121.062,22.3957,4.1,8.1,3,臺東縣政府南南西方  40.8  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2022-11-23 05:55:42,121.313,23.4803,3.7,9.2,3,花蓮縣政府南南西方  64.6  公里 (位於花蓮縣卓溪鄉)(花蓮縣卓溪鄉)
小區域有感地震,2022-11-22 18:25:22,121.161,23.0955,3.6,14.0,2,臺東縣政府北方  37.7  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
小區域有感地震,2022-11-22 02:28:24,121.81,24.3478,3.6,7.5,2,宜蘭縣政府南方  42.7  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2022-11-20 20:13:00,121.704,23.8647,4.1,47.5,1,花蓮縣政府南南東方  16.4  公里 (位於臺灣東部海域)(臺灣東部海域)
