編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2016-02-29 09:36:14,121.73,24.92,4.3,112.6,2,臺北市政府東南方  21.2  公里(臺北市政府東南方  21.2  公里)
小區域有感地震,2016-02-28 23:01:26,121.12,24.24,3.0,5.5,3,臺中市政府東偏北方  46.5  公里 (位於臺中市和平區)(臺中市和平區)
018   ,2016-02-27 10:59:53,121.03,22.33,4.8,12.8,3,臺東縣政府南偏西方  48.5  公里(臺東縣政府南偏西方  48.5  公里)
小區域有感地震,2016-02-25 07:53:49,120.61,23.18,3.6,10.2,4,嘉義市政府南偏東方  36.6  公里 (位於臺南市南化區)(臺南市南化區)
小區域有感地震,2016-02-23 16:26:27,122.36,24.01,4.8,24.9,2,花蓮縣政府東方  75.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2016-02-23 04:20:01,121.65,23.89,4.0,4.4,3,花蓮縣政府南偏東方  12.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2016-02-22 19:55:09,120.95,22.99,4.2,4.1,2,臺東縣政府西北方  33.6  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
小區域有感地震,2016-02-22 19:17:06,120.94,22.99,4.0,7.6,2,臺東縣政府西北方  33.5  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
小區域有感地震,2016-02-22 06:36:12,120.6,23.19,3.7,11.1,3,嘉義市政府南偏東方  35.7  公里 (位於臺南市南化區)(臺南市南化區)
小區域有感地震,2016-02-22 04:34:54,120.6,23.19,3.6,10.4,3,嘉義市政府南偏東方  35.7  公里 (位於臺南市南化區)(臺南市南化區)
小區域有感地震,2016-02-19 10:25:20,120.34,22.99,3.3,25.0,2,臺南市政府東方  16.1  公里 (位於臺南市關廟區)(臺南市關廟區)
017   ,2016-02-19 05:20:06,120.35,22.96,4.3,24.4,3,臺南市政府東方  17.0  公里 (位於臺南市龍崎區)(臺南市龍崎區)
016   ,2016-02-19 04:35:33,121.81,24.34,3.6,12.3,4,花蓮縣政府北偏東方  43.0  公里 (位於宜蘭縣近海)(宜蘭縣近海)
