編號,地震時間,經度,緯度,規模,深度,最大震度,位置
099   ,2016-10-29 19:49:18,121.65,24.19,4.3,32.0,3,花蓮縣政府北方  22.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2016-10-29 14:44:05,121.55,24.71,3.6,31.6,2,宜蘭縣政府西方  22.1  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2016-10-29 14:08:17,121.73,24.38,3.2,17.2,3,宜蘭縣政府南方  39.4  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2016-10-26 15:07:15,120.62,23.54,3.7,4.6,3,嘉義市政府東偏北方  18.2  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉)
小區域有感地震,2016-10-26 02:14:55,121.47,23.93,2.7,18.2,2,花蓮縣政府西偏南方  16.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
098   ,2016-10-25 12:45:52,121.35,22.65,5.3,23.7,3,臺東縣政府東偏南方  23.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2016-10-25 04:45:18,121.99,24.13,4.1,49.6,2,花蓮縣政府東偏北方  40.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2016-10-24 13:26:00,121.67,24.13,2.9,10.4,3,花蓮縣政府北偏東方  16.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2016-10-24 05:32:17,121.78,24.15,4.2,39.0,2,花蓮縣政府東北方  23.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2016-10-23 01:10:21,121.77,24.41,2.5,5.1,4,宜蘭縣政府南方  35.7  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2016-10-22 07:17:28,121.47,23.95,3.2,17.7,3,花蓮縣政府西偏南方  15.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2016-10-22 02:13:17,121.47,23.94,3.9,18.1,4,花蓮縣政府西偏南方  16.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2016-10-20 23:40:11,121.67,24.14,3.5,11.3,3,花蓮縣政府北偏東方  16.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2016-10-20 06:31:03,121.67,24.13,3.2,10.3,2,花蓮縣政府北偏東方  15.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2016-10-19 08:29:07,121.66,24.13,3.9,9.8,3,花蓮縣政府北偏東方  16.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2016-10-17 17:24:44,121.35,23.21,4.0,15.8,3,臺東縣政府北偏東方  53.9  公里 (位於臺東縣成功鎮)(臺東縣成功鎮)
小區域有感地震,2016-10-17 14:31:54,120.55,22.99,3.9,15.9,1,屏東縣政府北偏東方  34.9  公里 (位於高雄市杉林區)(高雄市杉林區)
小區域有感地震,2016-10-16 21:25:03,121.36,23.21,4.1,16.8,3,臺東縣政府北偏東方  54.4  公里 (位於臺東縣成功鎮)(臺東縣成功鎮)
小區域有感地震,2016-10-15 01:49:32,121.77,24.4,2.4,4.8,4,宜蘭縣政府南方  36.1  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2016-10-14 04:45:38,121.84,23.79,4.1,45.7,2,花蓮縣政府東南方  31.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2016-10-11 04:18:04,121.5,23.11,4.0,12.5,2,臺東縣政府東北方  52.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2016-10-10 19:12:49,121.45,23.95,3.1,17.8,2,花蓮縣政府西偏南方  17.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2016-10-10 14:28:39,120.67,23.58,2.5,7.7,1,雲林縣政府東南方  19.7  公里 (位於雲林縣古坑鄉)(雲林縣古坑鄉)
小區域有感地震,2016-10-09 22:32:37,121.82,24.45,3.1,16.4,3,宜蘭縣政府南方  31.3  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2016-10-09 15:42:35,121.62,24.59,3.7,53.2,2,宜蘭縣政府西南方  21.3  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2016-10-07 15:55:47,121.88,24.78,3.6,87.2,1,宜蘭縣政府東偏北方  13.0  公里 (位於宜蘭縣近海)(宜蘭縣近海)
097   ,2016-10-06 23:52:00,121.34,22.63,6.2,23.7,5,臺東縣政府東偏南方  24.4  公里 (位於臺灣東部海域)(臺灣東部海域)
096   ,2016-10-04 14:29:18,121.46,22.13,4.0,29.0,4,臺東縣政府南偏東方  76.4  公里 (位於臺灣東部海域)(臺灣東部海域)
