編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2016-09-30 19:50:48,121.53,23.19,3.4,36.6,2,臺東縣政府東北方  61.9  公里 (位於臺灣東部海域)(臺灣東部海域)
095   ,2016-09-30 19:35:13,120.51,23.11,4.2,15.4,3,臺南市政府東偏北方  35.4  公里 (位於臺南市南化區)(臺南市南化區)
小區域有感地震,2016-09-28 18:17:27,121.74,24.38,3.4,13.5,3,宜蘭縣政府南方  38.8  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
094   ,2016-09-28 17:38:12,122.75,24.45,5.5,96.9,2,宜蘭縣政府東偏南方  105.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2016-09-28 10:03:46,120.57,23.43,3.1,6.2,2,嘉義市政府東偏南方  13.6  公里 (位於嘉義縣中埔鄉)(嘉義縣中埔鄉)
小區域有感地震,2016-09-26 12:33:53,121.62,24.35,3.6,23.4,4,花蓮縣政府北方  39.6  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2016-09-26 11:58:10,121.63,24.35,3.6,23.0,3,花蓮縣政府北方  39.7  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
093   ,2016-09-24 17:36:49,121.51,24.11,4.2,19.2,4,花蓮縣政府西北方  16.6  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2016-09-24 05:22:09,121.74,24.04,3.5,37.8,2,花蓮縣政府東偏北方  13.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2016-09-23 02:23:19,122.59,24.65,4.1,107.4,2,宜蘭縣政府東方  83.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2016-09-22 09:14:10,121.7,23.84,3.3,26.1,1,花蓮縣政府南偏東方  18.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2016-09-17 04:07:05,121.3,23.44,3.5,23.6,2,花蓮縣政府南偏西方  69.5  公里 (位於花蓮縣卓溪鄉)(花蓮縣卓溪鄉)
小區域有感地震,2016-09-16 21:22:13,121.67,23.38,3.3,13.5,2,花蓮縣政府南方  68.3  公里 (位於臺灣東部海域)(臺灣東部海域)
