編號,地震時間,經度,緯度,規模,深度,最大震度,位置
088   ,2000-05-30 08:58:28,120.7,23.91,4.1,27.8,4,南投名間地震站北方  3.9  公里(南投名間地震站北方  3.9  公里)
小區域有感地震,2000-05-30 06:51:51,121.18,24.23,3.6,10.1,3,台中德基地震站東南方  3.0  公里(台中德基地震站東南方  3.0  公里)
小區域有感地震,2000-05-28 18:00:49,120.82,23.23,3.4,6.8,2,高雄桃源地震站東北方  9.7  公里(高雄桃源地震站東北方  9.7  公里)
小區域有感地震,2000-05-28 16:14:41,120.5,23.27,3.1,12.0,1,台南東山地震站西北方  .6  公里(台南東山地震站西北方  .6  公里)
小區域有感地震,2000-05-28 01:03:59,121.47,24.1,3.4,14.0,3,花蓮秀林地震站西方  13.7  公里(花蓮秀林地震站西方  13.7  公里)
小區域有感地震,2000-05-26 22:14:56,120.4,23.51,3.3,13.4,1,嘉義市地震站西偏北方  3.8  公里(嘉義市地震站西偏北方  3.8  公里)
087   ,2000-05-26 19:14:28,120.4,23.51,4.3,13.6,4,嘉義市地震站西偏北方  4.1  公里(嘉義市地震站西偏北方  4.1  公里)
086   ,2000-05-26 09:24:25,120.47,23.5,2.9,13.9,3,嘉義市地震站東方  3.4  公里(嘉義市地震站東方  3.4  公里)
085   ,2000-05-23 15:36:46,120.67,23.55,3.5,12.2,3,斗六市地震站東南方  22.5  公里(斗六市地震站東南方  22.5  公里)
小區域有感地震,2000-05-22 05:17:47,121.42,23.97,3.1,7.3,2,花蓮西林地震站北方  17.9  公里(花蓮西林地震站北方  17.9  公里)
084   ,2000-05-21 13:57:09,120.65,23.96,4.0,11.1,4,南投名間地震站北偏西方  10.6  公里(南投名間地震站北偏西方  10.6  公里)
小區域有感地震,2000-05-21 11:01:30,121.39,24.09,2.5,10.0,1,花蓮秀林地震站西方  21.6  公里(花蓮秀林地震站西方  21.6  公里)
083   ,2000-05-21 01:28:00,120.65,23.96,4.3,9.4,4,南投名間地震站北偏西方  10.0  公里(南投名間地震站北偏西方  10.0  公里)
082   ,2000-05-20 18:45:30,121.05,23.85,3.8,27.9,3,南投名間地震站東方  36.4  公里(南投名間地震站東方  36.4  公里)
小區域有感地震,2000-05-19 19:18:22,120.93,23.82,3.8,4.9,2,南投名間地震站東偏南方  24.9  公里(南投名間地震站東偏南方  24.9  公里)
小區域有感地震,2000-05-19 13:46:51,121.43,23.6,3.1,24.8,2,花蓮西林地震站南方  23.4  公里(花蓮西林地震站南方  23.4  公里)
小區域有感地震,2000-05-19 10:23:10,121.37,23.97,3.1,6.1,1,花蓮西林地震站北偏西方  18.5  公里(花蓮西林地震站北偏西方  18.5  公里)
081   ,2000-05-19 07:03:38,121.06,24.2,4.3,10.9,3,台中德基地震站西偏南  11.8  公里(台中德基地震站西偏南  11.8  公里)
080   ,2000-05-18 23:37:52,121.05,24.19,4.3,9.1,3,台中德基地震站西偏南  13.1  公里(台中德基地震站西偏南  13.1  公里)
079   ,2000-05-18 23:18:56,121.04,24.2,5.1,12.7,4,台中德基地震站西偏南  13.8  公里(台中德基地震站西偏南  13.8  公里)
078   ,2000-05-18 14:17:40,121.09,24.2,4.1,2.6,2,台中德基地震站西南方  9.0  公里(台中德基地震站西南方  9.0  公里)
小區域有感地震,2000-05-18 13:46:28,121.09,24.2,4.1,9.7,2,台中德基地震站西南方  9.5  公里(台中德基地震站西南方  9.5  公里)
077   ,2000-05-18 02:12:46,121.31,22.84,4.7,25.1,3,台東市地震站東偏北方  18.6  公里(台東市地震站東偏北方  18.6  公里)
小區域有感地震,2000-05-18 01:55:08,121.16,24.17,3.8,7.0,3,台中德基地震站南方  8.4  公里(台中德基地震站南方  8.4  公里)
076   ,2000-05-17 12:47:24,121.09,24.2,4.2,12.8,3,台中德基地震站西偏南  9.1  公里(台中德基地震站西偏南  9.1  公里)
075   ,2000-05-17 12:15:44,121.07,24.19,4.2,9.8,2,台中德基地震站西偏南  11.5  公里(台中德基地震站西偏南  11.5  公里)
